gameKey,seasonName,date,winner,H_AST,H_BLK,H_DREB,H_OREB,H_PRB,H_TRB,H_2PA,H_2PM,H_3PA,H_3PM,H_DKA,H_DKM,H_FTA,H_FTM,H_SWA,H_SWM,H_FGA,H_FGM,H_TPF,H_PF,H_SUB,H_PP,H_PA,H_STL,H_TTO,H_PTO,H_MIN,H_UF,H_TF,H_EJ,H_TO,H_NR,H_TS%,H_eFG%,H_EFF,H_TOV%,H_OREB%,H_FT%,H_AST%,H_AST/TO%,H_TEAM,A_AST,A_BLK,A_DREB,A_OREB,A_PRB,A_TRB,A_2PA,A_2PM,A_3PA,A_3PM,A_DKA,A_DKM,A_FTA,A_FTM,A_SWA,A_SWM,A_FGA,A_FGM,A_TPF,A_PF,A_SUB,A_PP,A_PA,A_STL,A_TTO,A_PTO,A_MIN,A_UF,A_TF,A_EJ,A_TO,A_NR,A_TS%,A_eFG%,A_EFF,A_TOV%,A_OREB%,A_FT%,A_AST%,A_AST/TO%,A_TEAM
S43G01N48,2023-2024,20231117,home,14,1,36,13,49,7,42,21,21,5,1,1,25,19,3,0,64,27,16,33,21,78,89,5,0,18,2400,0,0,0,18,10.598236775818648,36.184210526315795,46.875,93,12.820512820512821,41.666666666666664,62.5,83.33333333333333,1.6666666666666667,부산 KCC,13,3,23,9,32,3,36,16,38,9,2,2,10,6,4,2,76,27,19,41,29,69,86,12,1,8,2400,0,0,0,9,-10.598236775818648,32.77972027972028,32.5,70,8.741258741258742,10.0,10.0,60.0,1.5,고양 소노
S43G01N49,2023-2024,20231117,away,25,1,13,10,23,5,43,21,25,7,1,1,17,12,2,0,69,29,16,32,19,77,86,6,0,13,2400,0,0,0,13,-40.071186224672246,30.03003003003003,36.111111111111114,79,16.233766233766232,33.333333333333336,33.333333333333336,83.33333333333333,1.25,안양 정관장,26,2,29,8,37,0,39,28,24,11,4,4,10,9,8,4,67,43,18,39,32,106,77,9,1,14,2400,0,0,0,15,40.071186224672246,65.94036697247707,68.75,140,23.32089552238806,7.142857142857143,6.25,50.0,1.0,창원 LG
S43G01N50,2023-2024,20231118,away,22,1,21,5,26,4,32,19,29,10,4,4,20,11,3,2,65,33,16,34,24,87,85,11,0,14,2400,0,0,0,14,-19.075540126723396,55.39499036608863,66.66666666666667,96,22.977941176470587,0.0,26.666666666666668,62.5,1.0,수원 KT,20,5,27,17,44,2,49,29,30,11,0,0,14,11,7,0,79,40,19,40,24,102,93,13,0,14,2400,0,0,0,14,19.075540126723396,61.216429699842024,71.42857142857143,130,4.288164665523156,12.5,14.285714285714286,61.53846153846154,8.0,서울 SK
S43G01N51,2023-2024,20231118,home,19,2,29,14,43,4,51,21,22,6,1,1,25,19,4,2,74,28,18,37,18,81,99,8,0,9,2700,0,0,0,9,2.9699017199017277,35.79952267303102,40.90909090909091,96,7.267441860465117,71.42857142857143,36.36363636363637,50.0,2.0,울산 현대모비스,10,2,33,9,42,4,50,22,25,9,0,0,10,9,1,2,75,31,18,42,26,80,85,4,1,11,2700,0,0,0,12,-2.9699017199017277,78.57142857142857,78.57142857142857,85,12.5,0.0,0.0,60.0,3.0,대구 한국가스공사
S43G01N52,2023-2024,20231118,home,24,4,34,9,43,2,42,28,28,9,3,3,15,13,7,4,73,40,19,45,25,102,88,9,0,12,2400,0,0,0,12,36.124308466926394,60.0,60.0,137,34.78260869565217,14.285714285714286,0.0,75.0,0.75,원주 DB,17,0,22,13,35,3,56,26,19,2,0,0,24,15,4,4,75,28,17,37,27,73,99,9,0,11,2400,0,0,0,11,-36.124308466926394,28.558875219683653,26.470588235294116,70,21.04377104377104,5.555555555555555,23.529411764705884,25.0,0.2,서울 삼성
S43G01N53,2023-2024,20231119,home,17,3,22,13,35,4,38,21,26,8,1,1,14,9,4,2,65,30,17,34,19,77,79,8,0,10,2400,0,0,0,10,23.78651463827076,38.187372708757636,50.0,94,18.028846153846153,16.666666666666668,54.54545454545455,75.0,1.0,창원 LG,16,1,19,4,23,5,36,19,19,7,0,0,8,3,1,0,55,26,21,44,23,62,63,5,2,15,2400,0,0,0,17,-23.78651463827076,34.63476070528967,42.30769230769231,61,26.483050847457623,4.3478260869565215,15.384615384615385,40.0,0.4,대구 한국가스공사
S43G01N54,2023-2024,20231119,home,22,3,26,14,40,2,50,21,22,11,2,2,7,5,4,4,74,34,17,34,16,84,81,7,1,11,2400,0,0,0,12,12.847450464832363,54.34782608695652,63.333333333333336,104,23.452157598499063,20.0,20.0,75.0,1.2,안양 정관장,16,4,22,11,33,5,35,18,30,9,0,0,15,11,8,6,65,27,17,34,20,74,80,6,1,13,2400,0,0,0,14,-12.847450464832363,36.353467561521256,40.0,82,20.120724346076457,7.142857142857143,13.333333333333334,40.0,0.5,부산 KCC
S43G01N55,2023-2024,20231119,away,22,1,13,14,27,0,27,12,40,17,2,2,17,12,3,0,69,31,20,43,23,91,86,12,2,12,2400,0,0,0,14,-14.635469270190413,47.78672032193159,50.0,96,21.853146853146853,60.0,11.764705882352942,71.42857142857143,1.0,고양 소노,22,1,22,10,32,4,34,21,20,11,3,3,19,18,1,2,57,35,17,36,13,99,76,6,0,17,2400,0,0,0,17,14.635469270190413,65.78947368421052,82.14285714285714,124,24.08477842003854,18.75,28.571428571428573,60.0,1.2,원주 DB
S43G01N56,2023-2024,20231120,home,21,5,21,15,36,4,57,30,17,4,3,3,5,4,4,2,77,37,18,38,17,82,82,8,0,7,2400,0,0,0,7,7.037051436569328,58.333333333333336,58.333333333333336,108,21.73913043478261,50.0,0.0,50.0,1.0,서울 SK,17,3,24,15,39,1,40,17,23,9,1,1,19,12,3,0,64,27,15,30,22,75,83,2,1,12,2400,0,0,0,13,-7.037051436569328,44.169611307420496,57.142857142857146,80,19.37984496124031,12.5,42.857142857142854,83.33333333333333,1.25,서울 삼성
S43G01N57,2023-2024,20231121,away,18,3,14,15,29,9,49,17,28,7,7,7,2,2,4,2,84,31,17,36,24,71,86,7,1,12,2400,0,0,0,13,-24.48405717180013,47.916666666666664,47.916666666666664,71,14.285714285714286,54.54545454545455,0.0,45.45454545454545,1.25,수원 KT,19,9,32,15,47,4,44,23,21,5,3,3,21,20,5,2,68,31,11,22,26,87,89,9,1,16,2400,1,0,0,17,24.48405717180013,42.37288135593221,46.875,120,29.313232830820773,17.647058823529413,12.5,71.42857142857143,0.7142857142857143,원주 DB
S43G01N58,2023-2024,20231121,away,24,0,18,8,26,4,45,27,25,10,1,1,15,7,5,6,71,38,18,38,20,93,86,6,0,5,2400,0,0,0,5,-5.723625167114449,53.475935828877,57.142857142857146,107,0.0,33.333333333333336,4.761904761904762,40.0,0.0,대구 한국가스공사,26,4,23,5,28,3,35,23,25,13,2,1,14,11,2,0,62,37,17,37,17,98,76,2,1,12,2400,0,0,0,13,5.723625167114449,53.13199105145414,56.666666666666664,120,20.120724346076457,10.0,13.333333333333334,37.5,0.75,안양 정관장
S43G01N59,2023-2024,20231123,home,23,0,25,14,39,5,46,20,27,14,2,1,14,13,4,0,75,35,19,38,15,97,89,7,1,12,2400,0,0,0,13,25.150678743930712,34.50920245398773,34.375,117,23.923444976076556,30.0,43.75,20.0,0.16666666666666666,창원 LG,14,3,21,7,28,3,44,22,18,6,1,1,16,12,3,2,63,29,17,35,17,76,79,5,1,15,2400,0,0,0,16,-25.150678743930712,55.331991951710265,61.76470588235294,75,18.281535648994517,3.8461538461538463,11.764705882352942,55.55555555555556,1.25,울산 현대모비스
S43G01N60,2023-2024,20231123,home,21,2,36,13,49,7,53,30,15,2,2,2,23,14,5,2,70,34,19,39,32,84,93,5,0,15,2400,1,0,0,15,22.703683366039954,32.99120234604106,40.0,108,31.41831238779174,25.0,120.0,50.0,0.2857142857142857,서울 삼성,7,2,25,10,35,1,51,22,21,3,1,0,14,10,3,2,73,25,19,48,26,63,87,12,0,10,2400,0,0,0,10,-22.703683366039954,38.84826325411335,42.10526315789474,58,13.111888111888112,2.7027027027027026,10.526315789473685,37.5,1.0,대구 한국가스공사
S43G01N61,2023-2024,20231124,away,16,3,18,14,32,5,41,21,28,9,0,0,23,16,3,0,69,30,14,28,24,85,92,7,0,9,2400,0,0,0,9,-9.593972413993853,40.62038404726736,47.05882352941177,93,4.743833017077799,33.333333333333336,41.1764705882353,85.71428571428571,6.0,안양 정관장,27,3,28,11,39,2,35,23,32,12,5,4,6,4,3,0,72,39,20,42,26,94,78,5,0,12,2400,0,0,0,12,9.593972413993853,65.38461538461539,65.38461538461539,123,18.75,5.2631578947368425,0.0,85.71428571428571,2.0,수원 KT
S43G01N62,2023-2024,20231124,home,18,1,33,14,47,1,55,29,20,5,0,0,17,13,11,10,75,34,19,43,20,86,92,6,1,13,2400,0,0,0,14,5.296747022194651,52.345058626465665,54.76190476190476,100,4.370629370629371,66.66666666666667,9.523809523809524,63.63636363636363,7.0,서울 SK,20,2,24,11,35,7,44,23,30,6,1,1,20,14,8,4,75,30,16,34,18,80,95,7,0,7,2400,1,0,0,7,-5.296747022194651,36.56307129798903,39.473684210526315,93,0.0,5.714285714285714,10.526315789473685,42.857142857142854,0.0,원주 DB
S43G01N63,2023-2024,20231125,home,15,3,34,15,49,6,46,23,22,6,0,0,21,16,2,0,68,29,18,38,17,80,89,9,0,10,2400,0,0,0,10,42.724203300369,48.7012987012987,62.5,108,17.6678445229682,66.66666666666667,37.5,87.5,1.75,창원 LG,7,1,21,11,32,2,28,10,36,5,1,1,16,12,0,0,65,16,18,39,27,49,81,6,1,11,2400,0,0,0,12,-42.724203300369,31.055900621118013,33.333333333333336,32,19.68503937007874,5.555555555555555,20.0,25.0,0.25,고양 소노
S43G01N64,2023-2024,20231125,away,10,2,19,14,33,6,49,23,20,5,1,1,9,3,0,0,70,29,15,30,18,66,79,7,1,13,2400,0,1,0,14,-23.56455920302467,28.271405492730207,31.57894736842105,63,8.787346221441124,38.46153846153846,21.05263157894737,16.666666666666668,0.5,서울 삼성,18,5,25,11,36,4,47,25,16,5,2,2,14,11,5,4,65,32,15,30,16,80,79,6,0,10,2400,0,0,0,10,23.56455920302467,27.573529411764703,31.25,103,10.121457489878543,17.391304347826086,25.0,60.0,1.5,울산 현대모비스
S43G01N65,2023-2024,20231125,away,14,2,21,9,30,1,39,20,23,8,0,0,21,17,4,0,62,28,15,30,23,81,83,3,0,9,2400,0,0,0,9,-11.757228314323257,46.07371794871795,66.66666666666667,84,11.135857461024498,16.666666666666668,75.0,42.857142857142854,1.5,부산 KCC,16,1,26,4,30,2,45,28,24,11,0,0,8,7,4,2,69,39,17,40,21,96,77,4,1,8,2400,0,1,0,9,11.757228314323257,57.3394495412844,59.375,109,15.432098765432098,4.545454545454546,6.25,25.0,0.6666666666666666,대구 한국가스공사
S43G01N66,2023-2024,20231126,home,15,4,15,11,26,6,32,16,29,11,4,3,23,17,2,2,65,30,19,45,28,88,88,7,0,8,2400,0,0,0,8,9.001428265889444,41.66666666666667,62.5,97,10.869565217391305,0.0,83.33333333333333,66.66666666666667,2.0,수원 KT,13,3,25,14,39,3,36,16,22,7,3,3,26,24,0,0,61,26,20,45,26,83,87,5,1,15,2400,0,0,0,16,-9.001428265889444,32.52788104089219,30.0,93,19.778481012658226,21.05263157894737,80.0,100.0,0.8,서울 삼성
S43G01N67,2023-2024,20231126,away,17,0,16,8,24,3,41,20,32,10,0,0,13,10,1,0,73,30,17,35,25,80,86,8,1,6,2400,0,0,0,7,-24.371928097072797,48.33040421792618,61.76470588235294,79,9.633911368015413,44.44444444444444,23.529411764705884,44.44444444444444,2.0,안양 정관장,26,7,32,7,39,2,43,27,18,9,3,3,10,10,1,2,64,39,20,41,29,97,74,5,1,14,2400,0,0,0,15,24.371928097072797,54.47247706422018,56.25,136,15.432098765432098,11.11111111111111,6.25,37.5,1.0,원주 DB
S43G01N68,2023-2024,20231126,home,21,2,27,6,33,2,34,16,34,14,0,0,12,10,6,2,68,30,18,40,25,84,80,3,2,8,2400,0,0,0,10,8.642245421016426,53.003533568904594,64.28571428571429,95,19.37984496124031,20.0,42.857142857142854,75.0,1.5,고양 소노,19,4,26,13,39,8,43,20,25,7,1,1,20,14,5,2,69,28,18,38,22,77,89,4,1,10,2400,0,0,0,11,-8.642245421016426,33.687943262411345,38.095238095238095,93,11.450381679389313,20.58823529411765,23.80952380952381,85.71428571428571,2.0,서울 SK
S43G01N69,2023-2024,20231127,home,17,0,29,8,37,1,48,26,16,6,2,2,21,17,11,6,66,34,16,32,16,91,87,7,0,14,2400,0,0,0,14,10.07203873934597,36.449399656946824,36.8421052631579,103,8.960573476702509,30.76923076923077,15.789473684210526,83.33333333333333,2.5,부산 KCC,21,2,26,12,38,1,46,28,28,6,1,1,10,8,8,6,75,35,19,44,18,84,85,10,0,15,2400,0,0,0,15,-10.07203873934597,55.46075085324232,56.81818181818182,99,4.266211604095563,14.705882352941176,4.545454545454546,45.45454545454545,5.0,울산 현대모비스
S43G01N70,2023-2024,20231128,home,20,5,23,13,36,4,36,19,33,14,1,1,16,11,4,2,70,34,18,38,27,93,86,10,0,13,2400,0,0,0,13,4.805025128927312,47.2972972972973,66.66666666666667,114,10.416666666666668,20.0,33.333333333333336,50.0,2.0,수원 KT,22,0,24,18,42,2,40,20,31,12,0,0,18,12,5,2,71,32,16,32,22,88,89,4,1,15,2400,0,0,0,16,-4.805025128927312,43.85964912280702,53.333333333333336,97,18.115942028985508,14.814814814814815,46.666666666666664,83.33333333333333,1.25,창원 LG
S43G01N71,2023-2024,20231128,home,21,2,19,5,24,4,32,19,30,11,3,3,11,9,1,0,65,33,15,30,23,86,76,5,1,7,2400,0,0,0,8,6.638211776614568,36.353467561521256,36.666666666666664,100,11.185682326621922,12.5,13.333333333333334,60.0,1.5,고양 소노,17,1,26,9,35,3,36,20,29,12,0,0,8,6,1,2,65,32,15,32,19,82,73,4,1,13,2400,1,0,0,14,-6.638211776614568,34.48275862068966,40.625,93,18.01801801801802,24.0,31.25,60.0,0.75,안양 정관장
S43G01N72,2023-2024,20231130,away,14,1,24,8,32,4,37,17,24,6,3,3,18,13,3,0,64,26,15,31,18,71,82,7,0,15,2400,0,0,0,15,-18.453846312980332,25.510204081632654,29.166666666666668,71,11.415525114155251,0.0,66.66666666666667,100.0,1.5,부산 KCC,25,2,30,17,47,1,38,23,34,9,4,4,10,4,6,4,76,36,19,42,20,85,86,13,0,15,2400,0,0,0,15,18.453846312980332,27.219430485762146,28.571428571428573,112,15.45595054095827,20.0,9.523809523809524,100.0,1.25,수원 KT
S43G01N73,2023-2024,20231130,away,17,1,20,5,25,2,40,19,16,5,1,1,21,18,3,2,57,25,17,35,23,73,78,6,0,6,2400,0,0,0,6,-16.57751393253919,53.003533568904594,67.85714285714286,83,5.668934240362812,0.0,42.857142857142854,44.44444444444444,4.0,서울 SK,22,3,26,20,46,1,43,15,32,17,0,0,8,6,1,0,75,32,19,39,28,87,83,5,3,11,2400,0,0,0,14,16.57751393253919,44.80286738351254,50.0,105,17.152658662092623,16.666666666666668,16.666666666666668,71.42857142857143,1.25,창원 LG
S43G01N74,2023-2024,20231201,away,14,3,15,10,25,2,43,26,17,2,5,3,17,13,2,0,65,31,14,29,21,77,82,4,0,9,2400,0,0,0,9,-41.944965921653946,41.36029411764706,50.0,78,5.330490405117271,33.333333333333336,25.0,37.5,3.0,안양 정관장,26,0,24,15,39,1,56,34,16,8,2,2,14,12,5,2,74,44,18,38,17,108,88,9,2,7,2400,0,0,0,9,41.944965921653946,66.66666666666667,66.66666666666667,142,10.0,11.764705882352942,0.0,36.36363636363637,2.0,울산 현대모비스
S43G01N75,2023-2024,20231201,away,14,1,27,7,34,2,40,17,19,5,1,1,19,13,2,2,60,23,18,38,28,64,79,6,1,11,2400,0,0,0,12,-19.646470774974603,30.036968576709796,34.61538461538461,66,6.009615384615384,20.0,46.15384615384615,75.0,3.0,서울 삼성,14,2,30,9,39,1,32,18,33,10,0,0,14,12,2,2,65,28,19,39,17,78,79,4,1,10,2400,0,1,0,11,19.646470774974603,50.0,50.0,88,22.727272727272727,15.625,0.0,71.42857142857143,1.0,고양 소노
S43G01N76,2023-2024,20231202,away,17,2,21,6,27,5,46,24,21,4,0,0,16,10,4,0,67,28,15,33,23,70,83,7,0,8,2400,0,0,0,8,-25.8799425911276,20.29220779220779,18.75,75,9.689922480620154,0.0,37.5,33.333333333333336,0.5,원주 DB,20,1,33,12,45,2,42,26,29,10,0,0,14,9,4,0,71,36,19,39,28,91,85,5,1,12,2400,0,0,0,13,25.8799425911276,76.47058823529412,76.47058823529412,111,19.047619047619047,8.695652173913043,0.0,63.63636363636363,1.75,창원 LG
S43G01N77,2023-2024,20231202,away,10,0,30,9,39,4,55,25,20,3,0,0,16,13,8,12,75,28,16,35,19,72,91,9,0,6,2400,0,0,0,6,-6.946098277367625,42.98486932599725,47.36842105263158,78,4.332755632582323,33.333333333333336,36.8421052631579,22.22222222222222,2.0,서울 SK,17,4,36,9,45,1,40,23,25,4,1,1,17,14,10,4,66,28,16,34,23,74,83,4,0,11,2400,0,0,0,11,6.946098277367625,22.72727272727273,8.333333333333334,93,23.364485981308412,9.090909090909092,83.33333333333333,0.0,0.0,부산 KCC
S43G01N78,2023-2024,20231202,away,14,4,25,4,29,2,30,19,26,11,0,0,13,10,2,2,56,30,17,35,29,81,69,3,1,19,2400,0,0,0,20,-24.75302571300081,49.01960784313725,62.5,84,34.44881889763779,40.0,25.0,0.0,0.0,대구 한국가스공사,26,4,20,10,30,2,34,21,37,15,3,3,9,6,7,2,74,39,18,38,26,99,83,14,0,8,2400,0,0,0,8,24.75302571300081,45.271629778672036,47.05882352941177,129,14.367816091954024,13.793103448275861,11.764705882352942,57.142857142857146,1.3333333333333333,수원 KT
S43G01N79,2023-2024,20231203,away,19,1,25,10,35,5,42,17,20,8,0,0,13,8,6,0,62,25,18,38,18,66,75,6,2,13,2400,1,0,0,15,-3.404453376404007,32.58293838862559,32.142857142857146,75,31.9926873857404,25.0,14.285714285714286,50.0,0.2857142857142857,울산 현대모비스,13,2,26,11,37,4,36,16,34,10,0,0,10,9,0,0,70,26,17,34,47,71,80,5,0,10,2400,0,0,0,10,3.404453376404007,47.78672032193159,50.0,77,10.06036217303823,7.407407407407407,11.764705882352942,37.5,1.5,고양 소노
S43G01N80,2023-2024,20231203,home,23,3,27,5,32,0,37,18,29,13,1,1,11,8,2,0,67,32,10,20,14,85,78,12,0,8,2400,0,0,0,8,21.606716089315242,62.04044117647059,75.0,109,5.330490405117271,40.0,25.0,80.0,8.0,서울 SK,16,2,28,7,35,4,39,18,24,10,1,1,5,3,4,2,64,29,16,32,15,71,69,6,0,18,2400,1,0,0,18,-21.606716089315242,41.585127201565555,44.73684210526316,79,13.36898395721925,10.0,5.2631578947368425,37.5,1.0,안양 정관장
S43G01N81,2023-2024,20231203,home,14,4,28,12,40,4,52,24,17,4,0,0,22,17,6,4,69,28,17,36,12,77,91,5,0,8,2400,0,0,0,8,5.94272256304771,32.05128205128205,43.333333333333336,90,13.940520446096654,44.44444444444444,53.333333333333336,66.66666666666667,1.3333333333333333,부산 KCC,20,1,26,11,37,6,35,15,34,11,1,1,14,9,0,0,70,27,19,42,20,74,84,6,0,11,2400,0,0,0,11,-5.94272256304771,54.13385826771653,59.375,85,18.76172607879925,6.666666666666667,18.75,87.5,1.75,서울 삼성
S43G01N82,2023-2024,20231204,home,22,3,25,8,33,5,42,22,22,12,1,1,7,6,6,0,65,35,17,37,22,88,72,9,0,14,2400,0,0,0,14,23.034803178478654,59.375,59.375,115,27.272727272727273,25.0,0.0,75.0,1.0,원주 DB,9,3,20,15,35,5,46,17,27,8,3,3,12,10,2,0,76,28,17,36,28,74,88,6,1,11,2400,0,0,0,12,-23.034803178478654,43.168168168168165,50.0,70,12.690355329949238,13.793103448275861,33.333333333333336,37.5,1.0,대구 한국가스공사
S43G01N83,2023-2024,20231205,home,21,2,16,15,31,6,43,26,31,6,1,1,18,14,2,2,75,33,19,38,15,86,93,6,1,6,2400,0,0,0,7,5.139355427658572,36.76470588235294,40.625,99,10.121457489878543,50.0,25.0,83.33333333333333,2.5,수원 KT,19,2,21,12,33,4,28,17,33,12,1,1,11,9,1,2,62,30,17,37,31,81,73,3,1,18,2400,0,0,0,19,-5.139355427658572,38.209606986899566,42.857142857142854,89,11.547344110854503,11.11111111111111,21.428571428571427,80.0,2.0,고양 소노
S43G01N84,2023-2024,20231205,away,15,4,23,10,33,4,44,20,29,11,2,2,11,5,4,5,75,33,17,34,24,82,86,6,1,10,2400,0,1,0,11,-19.15195192848499,59.86590038314176,66.66666666666667,85,17.482517482517483,33.333333333333336,11.11111111111111,50.0,1.25,서울 삼성,22,2,28,9,37,5,53,33,19,6,3,2,9,7,10,6,75,41,18,36,23,95,84,6,0,8,2400,0,1,0,8,19.15195192848499,65.21739130434783,65.21739130434783,123,4.166666666666667,11.538461538461538,0.0,53.84615384615385,7.0,창원 LG
S43G01N85,2023-2024,20231207,home,18,1,23,10,33,2,41,19,20,9,0,0,23,20,4,2,61,28,18,37,16,85,84,7,0,9,2400,0,0,0,9,7.392771149241611,45.04504504504504,58.333333333333336,101,22.522522522522525,16.666666666666668,33.333333333333336,66.66666666666667,1.0,창원 LG,13,2,21,9,30,4,45,23,17,9,0,0,14,8,2,0,62,32,19,42,21,81,76,2,0,12,2400,1,0,0,12,-7.392771149241611,50.0,50.0,84,9.523809523809524,11.538461538461538,0.0,50.0,2.0,부산 KCC
S43G01N86,2023-2024,20231207,away,13,0,27,8,35,4,34,16,31,11,0,0,15,10,1,0,65,27,17,36,14,75,80,5,2,14,2400,0,0,0,16,-6.416054575968246,46.1335676625659,52.94117647058823,73,27.173913043478258,40.0,23.529411764705884,57.142857142857146,0.5714285714285714,울산 현대모비스,18,2,23,3,26,5,40,20,18,6,2,2,22,16,5,2,60,28,18,38,25,78,82,6,1,9,2400,0,0,0,10,6.416054575968246,38.21656050955414,55.88235294117647,87,8.547008547008547,10.0,58.8235294117647,55.55555555555556,2.5,서울 SK
S43G01N87,2023-2024,20231208,away,20,1,21,8,29,4,24,11,40,13,4,4,7,5,2,0,68,28,17,34,24,74,75,9,0,8,2400,0,0,0,8,-13.608256437382622,44.43127962085308,50.0,87,11.848341232227487,12.5,14.285714285714286,50.0,1.5,고양 소노,15,3,28,6,34,1,29,21,28,10,1,1,9,6,2,2,58,32,20,40,30,80,67,4,1,12,2400,0,0,0,13,13.608256437382622,46.15384615384615,46.15384615384615,95,18.75,0.0,0.0,20.0,0.3333333333333333,대구 한국가스공사
S43G01N88,2023-2024,20231208,home,19,2,27,10,37,3,48,25,21,8,3,3,13,11,7,6,72,36,17,37,22,91,85,11,0,12,2400,0,0,0,12,32.72025741041628,71.5042372881356,81.25,113,19.157088122605366,0.0,12.5,45.45454545454545,1.25,원주 DB,16,1,28,14,42,3,47,20,23,5,2,2,12,8,4,2,72,27,17,36,32,67,84,8,2,19,2400,0,0,0,21,-32.72025741041628,45.833333333333336,45.833333333333336,67,11.11111111111111,18.181818181818183,0.0,50.0,1.6666666666666667,서울 삼성
S43G01N89,2023-2024,20231209,home,22,3,23,13,36,5,48,27,21,9,0,0,17,12,3,0,69,36,19,39,18,93,86,4,1,12,2400,1,0,0,13,14.757609143528143,36.458333333333336,45.833333333333336,112,29.702970297029704,16.666666666666668,41.666666666666664,60.0,0.5,울산 현대모비스,15,4,18,11,29,2,43,25,23,6,0,0,18,10,4,6,66,31,20,41,17,78,84,6,0,9,2400,0,0,0,9,-14.757609143528143,43.41864716636198,47.36842105263158,82,4.789272030651341,11.538461538461538,10.526315789473685,37.5,3.0,안양 정관장
S43G01N90,2023-2024,20231209,home,12,1,32,8,40,3,33,20,28,10,1,1,21,12,4,0,62,31,18,40,17,84,83,6,0,15,2400,0,0,0,15,14.588525690184056,33.840947546531304,46.666666666666664,91,14.534883720930232,10.0,40.0,33.333333333333336,0.6666666666666666,창원 LG,10,1,24,9,33,7,47,20,24,5,2,2,18,17,3,4,73,27,19,42,31,76,91,9,0,10,2400,0,0,0,10,-14.588525690184056,37.262872628726285,38.888888888888886,79,12.234910277324634,5.882352941176471,44.44444444444444,14.285714285714286,0.3333333333333333,수원 KT
S43G01N91,2023-2024,20231210,away,21,3,18,10,28,2,30,19,34,11,0,0,7,5,3,2,64,30,16,33,15,76,71,5,1,10,2400,0,0,0,11,-9.869600267199658,70.0,70.0,88,16.666666666666668,40.0,0.0,77.77777777777777,2.3333333333333335,고양 소노,18,3,20,9,29,2,33,17,27,13,3,3,5,5,1,2,63,33,18,36,18,84,68,5,3,12,2400,0,0,0,15,9.869600267199658,86.66666666666667,86.66666666666667,96,28.571428571428573,5.2631578947368425,0.0,54.54545454545455,1.0,대구 한국가스공사
S43G01N92,2023-2024,20231210,home,19,1,29,11,40,6,42,22,24,10,2,2,21,10,7,4,68,34,19,38,23,88,89,8,0,12,2400,1,2,0,12,6.444800428016265,33.91472868217054,50.0,105,6.39386189258312,0.0,50.0,60.0,3.0,원주 DB,21,6,23,16,39,1,44,20,33,11,2,1,12,8,2,2,79,32,20,44,29,83,91,8,0,10,2400,0,1,0,10,-6.444800428016265,41.9776119402985,45.0,97,8.9126559714795,14.705882352941176,5.0,50.0,2.0,안양 정관장
S43G01N93,2023-2024,20231211,away,20,2,21,6,27,4,44,27,17,5,0,0,20,11,4,0,61,32,20,40,17,80,81,4,0,10,2400,1,0,0,10,-8.001032391276297,37.553648068669524,53.333333333333336,89,9.541984732824426,44.44444444444444,60.0,85.71428571428571,3.0,울산 현대모비스,12,2,24,18,42,3,55,30,23,7,0,0,15,7,5,10,78,37,17,36,22,88,93,7,2,9,2400,0,0,0,11,8.001032391276297,47.286184210526315,57.5,94,4.480286738351254,19.23076923076923,15.0,40.0,4.0,창원 LG
S43G01N94,2023-2024,20231212,away,20,1,16,15,31,4,42,22,38,12,1,1,14,12,4,2,81,35,19,45,37,94,95,7,0,9,2400,0,0,0,9,-4.911106035653745,41.60636758321274,47.36842105263158,100,12.175324675324674,30.0,31.57894736842105,50.0,1.3333333333333333,수원 KT,19,4,27,17,44,2,48,30,23,5,1,1,25,22,7,4,72,36,19,41,21,99,97,5,2,16,2400,0,0,0,18,4.911106035653745,44.13619167717528,65.38461538461539,116,24.271844660194176,11.11111111111111,100.0,62.5,0.8333333333333334,서울 삼성
S43G01N95,2023-2024,20231212,home,18,1,24,7,31,5,33,17,38,17,0,0,8,6,3,0,71,34,14,28,15,91,79,7,0,8,2400,0,0,0,8,6.228093173100561,50.33557046979866,56.666666666666664,106,15.889830508474574,11.11111111111111,13.333333333333334,66.66666666666667,1.3333333333333333,원주 DB,15,5,26,11,37,2,47,25,24,9,1,1,4,3,4,4,72,35,15,30,17,82,76,6,0,9,2400,0,0,0,9,-6.228093173100561,36.76470588235294,40.625,100,14.45086705202312,17.24137931034483,25.0,50.0,1.0,서울 SK
S43G01N96,2023-2024,20231212,home,22,4,40,10,50,4,47,24,25,7,2,2,28,20,6,6,74,33,19,39,19,93,102,2,0,9,2700,0,0,0,9,10.21379982404919,59.823677581863976,69.23076923076923,117,12.594458438287154,0.0,15.384615384615385,75.0,3.0,부산 KCC,10,2,31,15,46,3,56,24,36,11,1,1,7,5,3,4,93,36,20,47,27,88,100,7,1,8,2700,0,1,0,9,-10.21379982404919,46.666666666666664,46.666666666666664,88,11.764705882352942,2.4390243902439024,0.0,40.0,1.0,대구 한국가스공사
