gameKey,seasonName,date,winner,H_AST,H_BLK,H_DREB,H_OREB,H_PRB,H_TRB,H_2PA,H_2PM,H_3PA,H_3PM,H_DKA,H_DKM,H_FTA,H_FTM,H_SWA,H_SWM,H_FGA,H_FGM,H_TPF,H_PF,H_SUB,H_PP,H_PA,H_STL,H_TTO,H_PTO,H_MIN,H_UF,H_TF,H_TOM,H_EJ,H_NR,H_TS%,H_eFG%,H_EFF,H_TEAM,A_AST,A_BLK,A_DREB,A_OREB,A_PRB,A_TRB,A_2PA,A_2PM,A_3PA,A_3PM,A_DKA,A_DKM,A_FTA,A_FTM,A_SWA,A_SWM,A_FGA,A_FGM,A_TPF,A_PF,A_SUB,A_PP,A_PA,A_STL,A_TTO,A_PTO,A_MIN,A_UF,A_TF,A_TOM,A_EJ,A_NR,A_TS%,A_eFG%,A_EFF,A_TEAM
S39G01N127,2021-2022,20211226,home,12,3,28,10,38,3,44,20,21,5,0,0,17,11,2,0,65,25,12,24,19,66,82,7,0,12,2400,0,0,12,0,4.624891813335353,28.28854314002829,40.90909090909091,71,고양 오리온,17,2,28,4,32,3,44,23,17,4,2,2,5,2,3,2,63,29,19,42,18,64,68,9,0,15,2400,0,0,8,0,-4.624891813335353,43.724279835390945,47.22222222222222,75,서울 삼성
S39G01N128,2021-2022,20211227,away,19,5,24,5,29,1,27,16,27,12,2,2,13,8,4,2,56,30,15,30,9,80,69,10,0,17,2400,0,0,6,0,-7.571993263870425,57.10659898477157,73.33333333333333,96,안양 KGC,23,1,22,7,29,2,44,23,22,12,0,0,7,4,9,0,66,35,18,37,13,86,73,14,0,12,2400,0,1,23,0,7.571993263870425,48.46526655896607,57.89473684210526,109,창원 LG
S39G01N129,2021-2022,20211227,home,22,4,25,10,35,5,49,26,21,8,5,4,9,8,8,6,75,38,15,32,16,92,84,10,1,6,2400,0,0,19,0,18.336519403755275,68.80733944954127,71.875,123,원주 DB,17,2,24,5,29,3,31,15,28,11,0,0,20,13,3,0,59,26,16,34,25,76,79,3,0,10,2400,0,0,4,0,-18.336519403755275,47.53914988814318,50.0,80,전주 KCC
S39G01N130,2021-2022,20211228,away,19,1,11,21,32,3,57,23,16,5,3,3,9,7,4,2,76,31,12,24,29,74,85,10,1,10,2400,0,0,15,0,-17.904847299565404,39.54305799648506,47.05882352941177,81,고양 오리온,24,4,18,11,29,5,43,27,16,8,1,1,12,8,2,0,60,36,16,33,20,88,72,6,2,16,2400,0,0,9,0,17.904847299565404,35.54502369668246,42.857142857142854,110,수원 KT
S39G01N131,2021-2022,20211229,away,16,0,27,9,36,3,37,13,31,11,5,5,12,8,5,4,73,29,14,32,20,77,85,7,0,13,2400,0,0,11,0,-24.170735487871042,35.91954022988506,41.666666666666664,78,대구 한국가스공사,22,2,30,11,41,2,45,23,25,12,1,1,12,7,6,2,71,36,17,35,23,91,83,8,0,12,2400,0,0,15,0,24.170735487871042,35.52397868561279,59.09090909090909,114,서울 SK
S39G01N132,2021-2022,20211230,home,22,4,27,15,42,2,39,20,20,8,1,1,22,14,2,2,60,29,17,36,17,80,82,7,1,18,2400,0,0,6,0,15.528056499825908,57.69230769230769,57.69230769230769,99,울산 현대모비스,19,1,17,13,30,4,45,20,22,6,1,1,16,10,4,0,68,27,19,41,19,70,84,10,0,12,2400,1,1,10,0,-15.528056499825908,29.761904761904763,33.333333333333336,75,서울 삼성
S39G01N133,2021-2022,20211231,home,21,3,21,10,31,5,38,16,32,13,3,3,20,13,2,0,73,32,16,34,22,90,93,7,0,9,2400,0,0,11,0,-3.3637324536991997,30.303030303030305,37.5,100,안양 KGC,24,1,29,10,39,3,48,29,16,4,2,2,24,15,4,6,66,35,16,37,20,89,90,6,0,11,2400,0,0,10,0,3.3637324536991997,45.45454545454545,52.94117647058823,111,원주 DB
S39G01N134,2021-2022,20220101,home,20,4,29,11,40,4,36,19,22,8,3,3,7,6,3,0,61,30,14,29,19,74,68,6,0,17,2400,0,0,4,0,13.264061851390622,59.6529284164859,61.76470588235294,99,울산 현대모비스,12,0,15,14,29,4,42,18,25,7,1,1,10,6,1,0,68,26,17,34,15,65,78,11,2,12,2400,0,0,13,0,-13.264061851390622,67.6470588235294,67.6470588235294,61,창원 LG
S39G01N135,2021-2022,20220101,away,12,1,15,16,31,2,32,17,29,10,1,1,14,12,2,0,62,28,20,41,33,78,76,5,1,18,2400,0,0,9,0,-20.16612132930112,48.58657243816254,64.28571428571429,74,대구 한국가스공사,16,2,15,8,23,3,35,23,17,9,0,0,21,14,6,8,52,32,15,33,33,87,73,10,2,13,2400,1,0,15,0,20.16612132930112,34.15300546448087,50.0,99,고양 오리온
S39G01N136,2021-2022,20220101,home,21,4,24,6,30,3,43,25,18,5,1,1,21,18,7,2,62,31,16,35,18,85,83,9,0,12,2400,0,0,18,0,17.099642420194357,48.4006734006734,52.77777777777778,106,수원 KT,11,1,25,17,42,0,55,22,14,4,0,0,14,12,1,0,69,26,19,39,23,68,83,8,1,15,2400,0,0,6,0,-17.099642420194357,25.150905432595575,23.529411764705884,69,서울 삼성
S39G01N137,2021-2022,20220102,home,15,3,20,15,35,1,43,21,20,4,1,1,17,13,2,2,64,26,17,35,15,69,81,7,2,10,2400,0,0,7,0,8.761373952329691,50.55147058823529,62.5,76,창원 LG,18,0,23,12,35,4,30,12,29,9,3,3,10,8,3,2,62,24,19,41,18,65,72,5,3,14,2400,1,0,4,0,-8.761373952329691,37.78337531486146,38.46153846153846,70,대구 한국가스공사
S39G01N138,2021-2022,20220102,home,18,5,23,11,34,2,50,24,15,5,0,0,14,10,6,2,65,29,16,33,22,73,79,8,0,9,2400,0,0,12,0,5.144891870582697,40.32258064516129,44.44444444444444,91,울산 현대모비스,12,3,25,9,34,0,41,20,18,6,0,0,13,11,7,2,59,26,13,27,31,69,72,7,2,13,2400,0,0,8,0,-5.144891870582697,26.470588235294116,26.470588235294116,75,고양 오리온
S39G01N139,2021-2022,20220102,away,17,2,25,6,31,1,39,22,27,7,1,1,13,10,8,4,67,30,16,32,14,77,80,8,1,15,2400,0,0,8,0,-14.974175473969453,40.186125211505924,50.0,80,전주 KCC,16,0,27,10,37,2,46,24,20,8,3,3,11,7,8,8,69,35,17,34,21,85,80,8,0,14,2400,0,0,17,0,14.974175473969453,46.477495107632095,47.36842105263158,96,서울 SK
S39G01N140,2021-2022,20220103,away,17,4,24,10,34,2,45,24,24,6,1,1,16,8,6,6,70,31,17,36,18,76,86,9,1,11,2400,0,0,16,0,-10.87686140200978,52.79034690799397,80.0,83,수원 KT,18,4,26,16,42,7,51,28,24,6,1,1,19,11,6,4,76,35,16,32,21,87,95,7,2,12,2400,0,0,9,0,10.87686140200978,31.58244680851064,40.0,102,원주 DB
S39G01N141,2021-2022,20220103,away,17,0,26,12,38,6,51,26,21,7,1,1,14,11,1,0,73,34,20,44,19,86,87,4,0,14,2400,0,0,4,0,-15.286471168063088,44.79522184300341,47.72727272727273,95,서울 삼성,20,2,26,7,33,1,32,22,34,10,2,1,25,21,4,2,68,33,16,33,15,97,93,11,0,8,2400,0,0,10,0,15.286471168063088,44.64285714285714,56.25,117,안양 KGC
S39G01N142,2021-2022,20220104,away,30,3,23,11,34,5,45,28,23,8,2,2,13,9,9,0,70,38,16,32,16,93,83,9,1,16,2400,0,0,10,0,-1.2388503468780954,48.33040421792618,55.88235294117647,121,울산 현대모비스,24,3,18,20,38,4,65,33,18,5,2,2,13,9,8,2,85,40,14,28,23,94,98,9,0,10,2400,0,0,24,0,1.2388503468780954,56.53266331658292,59.523809523809526,113,서울 SK
S39G01N143,2021-2022,20220105,away,25,4,23,12,35,2,40,24,23,7,2,2,21,13,8,6,65,33,14,32,19,86,86,11,0,16,2400,1,0,10,0,-5.617689463175097,41.78779069767442,46.875,107,수원 KT,19,0,22,6,28,5,35,16,29,13,3,3,19,17,7,7,67,32,20,44,32,94,86,13,0,12,2400,0,0,16,0,5.617689463175097,41.82156133828996,53.333333333333336,110,대구 한국가스공사
S39G01N144,2021-2022,20220106,home,19,0,25,10,35,2,42,17,21,7,3,3,17,10,6,2,66,27,16,34,19,71,83,11,1,7,2400,0,0,7,0,12.383220900088531,45.021186440677965,46.875,84,창원 LG,13,1,29,12,41,3,37,17,23,5,0,0,16,12,6,8,60,22,18,37,39,61,76,4,2,14,2400,0,0,8,0,-12.383220900088531,38.53564547206165,43.333333333333336,65,고양 오리온
S39G01N145,2021-2022,20220107,home,24,2,28,16,44,2,45,23,26,11,1,1,13,4,2,0,72,35,20,40,15,85,85,6,1,11,2400,0,0,15,0,13.311206262510481,55.928411633109626,66.66666666666667,105,서울 삼성,15,1,22,7,29,2,37,22,22,5,1,1,17,12,3,0,60,28,16,33,30,73,77,5,1,10,2400,0,0,10,0,-13.311206262510481,36.33720930232558,50.0,77,대구 한국가스공사
S39G01N146,2021-2022,20220108,away,15,2,32,15,47,3,37,18,33,10,0,0,12,9,3,2,70,28,16,34,24,75,82,5,0,12,2400,1,0,4,0,0.9868486171266682,46.29629629629629,47.22222222222222,90,원주 DB,15,6,26,10,36,2,28,15,37,11,3,3,18,8,3,4,68,29,18,36,24,77,86,6,1,9,2400,0,0,17,0,-0.9868486171266682,31.53153153153153,43.333333333333336,83,안양 KGC
S39G01N147,2021-2022,20220108,home,25,6,35,15,50,1,49,24,20,5,5,5,10,8,14,9,74,34,16,32,26,81,84,10,1,14,2400,0,0,10,0,30.00541380284342,56.262230919765166,60.526315789473685,116,서울 SK,12,3,22,13,35,4,45,15,26,6,0,0,16,11,3,0,71,21,15,31,28,59,87,10,0,14,2400,0,0,5,0,-30.00541380284342,22.506925207756233,21.153846153846153,54,고양 오리온
S39G01N148,2021-2022,20220108,away,15,4,21,8,29,5,44,18,20,7,2,2,14,9,2,2,66,27,19,41,24,70,80,8,0,8,2400,0,0,6,0,-7.577875335929704,41.73989455184534,47.05882352941177,79,창원 LG,15,5,27,12,39,5,39,19,19,6,1,1,20,15,2,2,59,26,16,33,27,73,79,7,1,14,2400,0,0,10,0,7.577875335929704,23.923444976076556,23.333333333333332,91,울산 현대모비스
S39G01N149,2021-2022,20220108,away,20,1,19,5,24,2,36,18,23,8,4,4,19,16,8,4,63,30,18,37,17,84,82,8,0,12,2400,0,0,16,0,-21.517949168137918,40.186125211505924,46.666666666666664,91,전주 KCC,22,5,26,8,34,2,38,24,20,8,4,4,19,17,5,4,62,36,15,31,19,97,81,10,0,13,2400,0,0,12,0,21.517949168137918,68.23144104803494,78.57142857142857,129,수원 KT
S39G01N150,2021-2022,20220109,away,9,3,21,7,28,6,59,24,5,1,0,0,13,11,3,2,64,25,17,36,20,62,77,6,2,16,2400,0,0,2,0,-34.29225260906257,35.56910569105691,38.888888888888886,55,서울 삼성,25,2,29,6,35,4,49,27,17,8,2,2,11,6,7,8,68,37,17,35,17,88,79,7,0,11,2400,0,0,17,0,34.29225260906257,44.73684210526316,44.73684210526316,114,원주 DB
S39G01N151,2021-2022,20220109,away,19,3,30,9,39,3,33,13,32,9,1,0,16,13,3,0,66,22,18,37,26,66,82,7,1,10,2400,0,0,14,0,-2.5895537357918386,22.79102384291725,20.58823529411765,79,안양 KGC,10,5,32,10,42,4,44,16,21,5,2,2,16,16,7,6,67,23,16,32,30,67,83,5,0,9,2400,0,0,4,0,2.5895537357918386,41.899441340782126,45.0,80,서울 SK
S39G01N152,2021-2022,20220109,away,19,3,23,11,34,5,44,22,24,7,1,1,29,19,4,2,69,30,17,37,23,86,98,7,0,12,2700,0,0,4,0,-8.36051435070894,27.3224043715847,33.333333333333336,93,전주 KCC,17,3,27,14,41,1,53,29,23,7,1,1,14,9,7,6,77,37,20,44,16,90,91,10,2,11,2700,0,1,12,0,8.36051435070894,31.446540880503147,44.44444444444444,104,창원 LG
S39G01N153,2021-2022,20220109,away,18,3,20,3,23,2,27,17,23,8,4,4,10,9,3,6,54,29,18,40,26,75,64,8,0,15,2400,0,0,6,0,-6.646424850221422,64.8414985590778,72.72727272727273,88,대구 한국가스공사,17,2,18,13,31,3,39,22,24,6,0,0,20,17,5,2,63,28,16,33,21,79,83,10,1,11,2400,0,0,14,0,6.646424850221422,37.878787878787875,41.666666666666664,92,울산 현대모비스
S39G01N154,2021-2022,20220110,home,17,0,20,14,34,4,58,32,16,5,1,0,14,10,4,2,75,37,14,28,32,89,89,6,1,7,2400,0,0,10,0,9.656564053273158,55.26315789473684,55.26315789473684,100,고양 오리온,22,3,22,11,33,3,42,24,21,7,4,4,10,4,4,2,67,35,13,26,18,81,77,3,1,13,2400,0,0,5,0,-9.656564053273158,68.75,68.75,93,수원 KT
S39G01N155,2021-2022,20220111,home,19,1,26,5,31,4,42,22,18,7,0,0,23,19,8,6,60,29,17,35,24,84,83,4,0,13,2400,0,0,13,0,8.77428296783134,38.743882544861336,50.0,95,서울 SK,16,4,24,12,36,2,38,18,31,10,2,2,9,6,4,0,71,30,19,40,19,76,80,11,0,14,2400,0,0,9,0,-8.77428296783134,41.98473282442748,47.36842105263158,87,창원 LG
S39G01N156,2021-2022,20220111,home,21,1,27,10,37,5,51,23,25,9,1,1,8,7,5,6,77,33,18,37,20,82,85,9,1,6,2400,0,0,20,0,11.603675158657822,52.816901408450704,55.88235294117647,103,원주 DB,12,2,33,8,41,2,34,16,25,7,2,2,26,17,5,0,61,25,15,30,19,74,87,5,0,13,2400,0,0,0,0,-11.603675158657822,46.53130287648054,63.333333333333336,78,전주 KCC
S39G01N157,2021-2022,20220112,away,7,2,22,12,34,1,54,19,15,3,0,0,11,9,1,2,69,22,20,46,21,56,80,5,0,11,2400,1,0,4,0,-36.36944841950243,19.68503937007874,18.75,45,서울 삼성,17,4,31,10,41,3,41,24,13,4,0,0,31,20,2,0,54,28,18,37,24,80,85,3,1,13,2400,0,0,19,0,36.36944841950243,42.301184433164124,53.333333333333336,97,울산 현대모비스
S39G01N158,2021-2022,20220112,home,19,4,24,5,29,1,23,14,41,16,0,0,6,3,6,6,64,30,18,36,23,79,70,7,1,10,2400,0,0,12,0,7.860571093401916,76.92307692307692,76.92307692307692,91,안양 KGC,19,0,28,5,33,1,30,11,25,13,0,0,12,12,5,2,55,24,16,32,20,73,67,6,3,16,2400,0,0,13,0,-7.860571093401916,32.8162291169451,31.818181818181817,82,대구 한국가스공사
S39G01N159,2021-2022,20220118,away,22,1,22,12,34,1,32,19,33,10,0,0,14,11,1,0,65,29,19,41,19,79,79,4,1,11,2400,0,1,11,0,-1.989384003217424,32.95254833040421,35.294117647058826,90,안양 KGC,13,1,26,11,37,2,38,19,23,9,0,0,24,17,2,2,61,28,18,37,20,82,85,7,1,11,2400,0,0,16,0,1.989384003217424,39.63011889035667,61.53846153846154,90,창원 LG
S39G01N160,2021-2022,20220119,away,22,3,29,8,37,6,43,21,27,10,0,0,11,10,3,4,70,31,15,32,21,82,81,4,1,12,2400,0,0,7,0,-5.981530326378447,41.585127201565555,42.10526315789474,101,수원 KT,18,1,23,16,39,5,61,25,20,8,2,2,12,7,8,2,83,35,17,34,26,85,95,7,0,5,2400,0,0,14,0,5.981530326378447,44.33833560709413,48.0,97,서울 SK
S39G01N161,2021-2022,20220119,home,18,1,23,14,37,4,38,22,23,9,1,1,20,13,4,2,62,32,18,36,21,86,82,1,0,10,2400,0,0,8,0,20.510807652986713,38.5551948051948,46.875,100,전주 KCC,17,3,18,16,34,1,45,18,23,7,1,1,15,12,4,2,69,26,18,37,26,71,84,7,0,6,2400,0,0,16,0,-20.510807652986713,40.67245119305856,41.1764705882353,81,고양 오리온
S39G01N162,2021-2022,20220120,home,24,1,25,11,36,7,43,22,30,14,0,0,18,16,4,0,73,36,18,38,25,102,91,7,0,9,2400,0,0,13,0,22.312651473356397,65.78947368421052,65.78947368421052,129,대구 한국가스공사,16,5,22,16,38,3,44,26,34,7,0,0,19,14,6,0,78,33,19,42,24,87,97,7,0,11,2400,0,0,12,0,-22.312651473356397,44.169611307420496,53.57142857142857,95,원주 DB
S39G01N163,2021-2022,20220121,home,16,3,27,7,34,3,40,18,20,9,2,2,16,10,2,4,62,29,15,34,24,77,78,3,1,10,2400,0,0,10,0,4.929756590844917,35.21126760563381,50.0,86,울산 현대모비스,21,1,27,15,42,0,34,14,34,11,1,1,15,10,3,0,69,26,18,40,28,73,84,4,2,11,2400,0,0,8,0,-4.929756590844917,51.45797598627787,55.26315789473684,80,안양 KGC
S39G01N164,2021-2022,20220122,home,23,1,27,10,37,4,39,25,29,7,3,2,17,10,6,0,71,34,17,35,20,85,88,9,3,16,2400,0,0,12,0,14.957184732790452,26.276276276276274,30.555555555555557,96,전주 KCC,11,1,31,7,38,0,47,22,16,5,2,2,13,7,3,2,65,29,18,40,26,70,78,7,1,18,2400,0,0,14,0,-14.957184732790452,46.83462532299742,66.66666666666667,66,서울 삼성
S39G01N165,2021-2022,20220122,home,21,1,26,9,35,0,42,26,24,8,1,1,10,9,9,2,67,35,14,28,20,87,77,6,0,9,2400,0,0,8,0,4.351570752876455,59.523809523809526,66.66666666666667,108,고양 오리온,27,3,20,7,27,4,40,21,27,12,1,1,6,3,3,0,68,34,17,34,19,83,74,7,0,7,2400,1,0,15,0,-4.351570752876455,32.95254833040421,38.23529411764706,107,대구 한국가스공사
S39G01N166,2021-2022,20220122,home,22,2,28,9,37,0,56,32,20,9,2,2,9,6,12,12,78,43,15,30,20,101,87,7,0,9,2400,0,0,10,0,13.077587609318826,41.9776119402985,42.5,122,서울 SK,16,1,25,10,35,3,42,23,35,12,1,1,8,8,2,4,78,36,18,38,20,92,86,5,0,12,2400,0,0,11,0,-13.077587609318826,64.33823529411764,75.0,98,원주 DB
S39G01N167,2021-2022,20220122,home,16,2,26,15,41,3,52,28,17,5,1,1,21,12,3,4,70,34,17,35,19,85,91,5,0,8,2400,0,0,11,0,18.061750782032448,52.00308166409861,76.92307692307692,99,창원 LG,15,2,21,4,25,2,37,20,20,6,1,1,12,10,2,0,58,27,18,38,24,70,70,3,0,11,2400,1,0,2,0,-18.061750782032448,30.165912518853695,26.666666666666668,73,수원 KT
S39G01N168,2021-2022,20220123,home,22,2,15,5,20,1,38,20,23,8,0,0,16,12,1,0,61,28,17,36,22,76,77,6,0,6,2400,0,0,13,0,8.040296072078874,28.30188679245283,28.571428571428573,84,고양 오리온,15,1,26,10,36,3,38,23,13,4,2,2,15,8,5,4,53,29,17,40,18,70,68,4,2,19,2400,2,1,6,1,-8.040296072078874,43.956043956043956,54.54545454545455,77,서울 삼성
S39G01N169,2021-2022,20220123,away,21,1,23,7,30,4,37,23,21,6,0,0,20,16,4,4,58,29,14,29,20,80,78,4,0,10,2400,0,0,6,0,-3.946538453795739,37.225705329153605,46.42857142857143,97,전주 KCC,21,0,20,6,26,2,30,15,31,15,2,2,3,2,4,0,63,32,17,36,29,81,66,8,1,10,2400,0,0,11,0,3.946538453795739,103.84615384615384,103.84615384615384,95,안양 KGC
S39G01N170,2021-2022,20220123,home,18,1,30,2,32,1,45,29,14,5,0,0,19,15,7,4,59,34,17,34,18,88,78,7,0,12,2400,0,0,12,0,10.27917179017966,56.0081466395112,81.81818181818181,106,원주 DB,22,1,22,8,30,4,40,19,28,11,1,1,12,8,2,0,69,31,17,39,15,81,81,7,0,12,2400,0,0,11,0,-10.27917179017966,53.333333333333336,53.333333333333336,91,창원 LG
S39G01N171,2021-2022,20220123,home,17,3,20,14,34,4,55,29,14,2,1,1,19,13,1,0,70,32,16,33,21,79,89,7,0,16,2400,0,0,6,0,1.762900282064038,30.804150453955902,40.0,84,울산 현대모비스,15,5,21,9,30,3,40,19,21,8,1,1,13,12,8,10,62,28,18,41,17,76,75,9,2,20,2400,0,0,12,0,-1.762900282064038,64.69979296066252,73.33333333333333,81,수원 KT
S39G01N172,2021-2022,20220124,home,20,0,29,18,47,9,53,31,29,7,1,1,16,12,4,6,83,39,17,35,21,97,99,5,0,8,2400,0,0,6,0,8.319659578617532,39.173789173789174,47.22222222222222,122,서울 SK,18,3,21,5,26,3,37,18,33,15,1,1,7,4,5,0,71,34,16,35,25,87,78,4,0,8,2400,0,0,10,0,-8.319659578617532,42.756539235412475,47.05882352941177,93,대구 한국가스공사
S39G01N173,2021-2022,20220331,home,18,3,25,15,40,4,42,23,24,8,1,1,23,19,8,4,67,32,17,34,21,91,90,4,0,10,2400,1,0,17,0,33.15533542287402,42.151162790697676,50.0,111,창원 LG,11,0,20,12,32,5,43,23,30,7,0,0,10,5,1,0,73,30,18,44,29,72,83,4,2,12,2400,0,0,7,0,-33.15533542287402,37.369207772795214,42.857142857142854,62,서울 삼성
S39G01N174,2021-2022,20220126,home,24,3,24,4,28,2,47,26,11,4,3,3,17,12,9,2,61,33,14,28,14,82,78,14,0,11,2400,0,0,18,0,19.120665278972922,53.3175355450237,60.714285714285715,109,울산 현대모비스,18,3,20,8,28,6,41,22,24,7,0,0,7,4,4,4,65,29,15,31,19,69,72,7,0,17,2400,0,0,9,0,-19.120665278972922,56.25,56.25,75,원주 DB
S39G01N175,2021-2022,20220127,home,20,4,24,10,34,2,32,22,30,9,0,0,7,7,2,0,62,31,18,38,24,78,69,5,1,12,2400,0,0,13,0,22.888265169740706,43.68279569892473,45.833333333333336,99,안양 KGC,15,0,19,8,27,4,37,18,21,6,0,0,15,11,0,0,58,24,17,35,26,65,73,5,3,13,2400,0,1,6,0,-22.888265169740706,25.380710659898476,23.333333333333332,62,고양 오리온
S39G01N176,2021-2022,20220128,away,25,2,19,11,30,2,46,25,21,7,4,4,5,3,8,2,71,36,16,32,18,82,76,9,0,13,2400,0,0,23,0,-10.328038235531807,40.7088122605364,41.666666666666664,100,울산 현대모비스,26,0,21,14,35,3,46,28,21,7,1,1,13,9,3,2,68,36,13,26,17,88,81,7,1,14,2400,0,0,15,0,10.328038235531807,73.68995633187772,89.28571428571429,108,전주 KCC
S39G01N177,2021-2022,20220323,home,17,1,21,12,33,2,46,19,25,8,1,1,14,11,4,2,72,28,14,28,31,75,86,7,0,3,2400,0,0,11,0,4.751005573374002,37.68020969855832,42.10526315789474,85,고양 오리온,18,1,29,9,38,2,42,24,18,7,0,0,10,4,0,0,60,31,17,35,25,73,70,2,1,15,2400,0,0,4,0,-4.751005573374002,38.86010362694301,42.857142857142854,83,원주 DB
S39G01N178,2021-2022,20220404,away,13,2,16,4,20,6,36,17,28,11,0,0,10,6,5,5,64,28,17,36,37,73,74,10,0,16,2400,0,0,14,0,-23.34790069503599,53.57142857142857,53.57142857142857,68,서울 삼성,24,5,30,13,43,4,49,29,23,7,1,1,15,11,11,2,73,37,16,32,24,92,88,14,0,14,2400,0,0,16,0,23.34790069503599,34.27787934186472,36.8421052631579,128,서울 SK
S39G01N179,2021-2022,20220129,away,20,2,21,17,38,2,34,13,38,11,1,1,10,6,6,0,73,25,14,31,42,67,83,10,0,15,2400,0,0,18,0,-9.405004177143383,32.5920245398773,43.75,72,안양 KGC,15,2,27,15,42,7,44,27,23,2,1,1,19,15,5,2,68,30,14,28,25,77,87,8,2,17,2400,0,0,10,0,9.405004177143383,28.40909090909091,30.0,90,수원 KT
S39G01N180,2021-2022,20220130,home,21,4,22,7,29,1,41,25,21,10,0,0,6,5,3,0,62,35,16,32,13,85,68,8,0,9,2400,0,0,25,0,30.939843238127594,60.0,60.0,111,대구 한국가스공사,12,1,16,9,25,4,25,9,27,10,3,3,12,11,2,0,55,22,15,30,18,65,67,6,2,16,2400,0,0,3,0,-30.939843238127594,27.372262773722625,30.0,61,전주 KCC
S39G01N181,2021-2022,20220130,home,16,5,33,4,37,2,41,27,14,5,3,3,24,16,6,6,58,35,19,45,23,91,82,5,1,12,2400,1,0,8,0,24.13496156543988,64.69500924214418,96.15384615384616,112,울산 현대모비스,15,2,18,8,26,4,47,20,19,5,1,1,23,17,4,0,67,26,20,47,22,74,90,7,0,9,2400,1,0,4,0,-24.13496156543988,33.38278931750742,42.857142857142854,72,창원 LG
S39G01N182,2021-2022,20220130,home,17,5,26,19,45,5,66,39,17,3,2,2,13,9,9,4,85,44,18,39,26,100,98,10,0,14,2400,0,0,14,0,16.180420507851295,75.8317025440313,78.94736842105263,123,서울 SK,12,5,19,13,32,5,44,21,29,9,1,1,15,13,3,4,74,31,15,32,24,84,89,10,2,16,2400,0,0,17,0,-16.180420507851295,37.553648068669524,40.0,85,원주 DB
S39G01N183,2021-2022,20220402,home,23,2,24,9,33,2,44,23,26,8,3,3,7,5,6,2,73,34,13,28,25,81,80,8,0,7,2400,0,0,15,0,22.996938140804218,75.45271629778672,85.29411764705883,101,수원 KT,15,2,29,10,39,2,41,20,22,6,0,0,12,7,5,0,63,26,11,22,35,65,75,5,2,17,2400,0,0,2,0,-22.996938140804218,25.40650406504065,27.77777777777778,67,고양 오리온
S39G01N184,2021-2022,20220322,home,23,1,30,14,44,4,42,25,34,6,0,0,16,14,8,4,76,31,17,37,22,82,92,8,0,11,2400,0,0,18,0,19.492516185346233,32.50975292587776,32.0,104,안양 KGC,13,0,28,7,35,5,45,19,19,4,0,0,24,16,2,0,64,23,16,35,27,66,88,6,0,12,2400,0,0,7,0,-19.492516185346233,46.05263157894737,68.75,64,서울 삼성
S39G01N185,2021-2022,20220201,away,4,2,24,21,45,1,37,12,33,3,1,1,14,6,1,2,71,16,17,38,15,41,85,8,0,12,2400,0,1,9,0,-30.105297496536053,12.711864406779661,11.904761904761905,26,창원 LG,15,5,30,8,38,9,29,14,22,7,1,1,20,12,3,2,52,22,15,34,15,63,72,6,2,17,2400,0,0,11,0,30.105297496536053,49.29577464788733,78.57142857142857,79,전주 KCC
S39G01N186,2021-2022,20220201,home,18,2,30,9,39,6,46,20,16,7,3,2,18,12,4,2,65,29,15,32,13,77,83,5,0,11,2400,0,0,2,0,10.384990366535888,40.32258064516129,52.94117647058823,94,울산 현대모비스,12,1,26,9,35,2,37,17,29,8,0,0,15,10,2,0,66,25,19,42,30,68,81,5,0,10,2400,0,0,7,0,-10.384990366535888,31.373844121532365,42.30769230769231,67,대구 한국가스공사
S39G01N187,2021-2022,20220315,home,20,4,25,12,37,3,43,25,19,8,2,2,28,21,3,0,64,35,16,33,20,99,92,6,0,12,2400,0,0,16,0,26.942058213267686,47.69736842105264,71.875,121,수원 KT,19,4,17,14,31,5,54,27,21,5,0,0,11,11,6,0,75,32,18,45,27,80,86,7,0,12,2400,0,0,12,0,-26.942058213267686,42.9745889387145,45.23809523809524,91,서울 삼성
S39G01N188,2021-2022,20220202,away,17,2,29,6,35,0,32,13,28,10,0,0,7,7,3,4,60,23,14,28,21,63,67,2,1,17,2400,0,0,0,0,-23.477703777266953,67.11409395973155,73.33333333333333,64,원주 DB,23,1,31,6,37,1,42,24,28,10,0,0,6,3,5,0,70,34,16,32,23,81,76,10,2,8,2400,0,0,23,0,23.477703777266953,39.14988814317674,43.333333333333336,104,안양 KGC
S39G01N189,2021-2022,20220331,away,14,3,13,12,25,1,46,21,22,7,1,0,15,14,4,2,69,28,16,33,33,77,84,12,0,9,2400,0,0,13,0,-16.934046345811055,27.252906976744185,25.0,81,고양 오리온,23,2,25,11,36,5,40,19,22,14,0,0,20,12,7,4,62,33,15,30,22,92,82,6,1,15,2400,0,0,10,0,16.934046345811055,60.21194605009634,73.33333333333333,111,서울 SK
S39G01N190,2021-2022,20220203,home,17,2,22,8,30,5,32,17,28,9,1,1,25,23,2,2,61,27,17,37,22,86,86,4,0,8,2400,0,1,4,0,7.399626517273589,42.3728813559322,50.0,100,대구 한국가스공사,15,0,25,13,38,2,49,21,21,10,0,0,10,8,3,0,70,31,18,39,17,80,80,5,0,10,2400,0,1,2,0,-7.399626517273589,76.03406326034063,80.0,89,창원 LG
