gameKey,seasonName,date,winner,H_TEAM,H_AST,H_BLK,H_DREB,H_OREB,H_PRB,H_TRB,H_2PA,H_2PM,H_3PA,H_3PM,H_DKA,H_DKM,H_FTA,H_FTM,H_SWA,H_SWM,H_FGA,H_FGM,H_TPF,H_PF,H_SUB,H_PP,H_PA,H_STL,H_TTO,H_PTO,H_MIN,H_MIN_M,H_MIN_S,H_UF,H_TF,H_TOM,H_EJ,H_EFF,A_TEAM,A_AST,A_BLK,A_DREB,A_OREB,A_PRB,A_TRB,A_2PA,A_2PM,A_3PA,A_3PM,A_DKA,A_DKM,A_FTA,A_FTM,A_SWA,A_SWM,A_FGA,A_FGM,A_TPF,A_PF,A_SUB,A_PP,A_PA,A_STL,A_TTO,A_PTO,A_MIN,A_MIN_M,A_MIN_S,A_UF,A_TF,A_TOM,A_EJ,A_EFF
S45G01N212,2024-2025,20250309,home,서울 SK,22,5,33,9,42,2,41,23,26,10,2,2,16,9,8,2,69,35,16,17,20,89,85,8,0,11,40.0,40.0,2400,0,0,8,0,116,대구 한국가스공사,16,2,23,18,41,5,48,19,34,9,1,1,4,2,1,2,83,29,19,19,22,69,87,7,1,11,40.0,40.0,2400,0,0,9,0,72
S45G01N213,2024-2025,20250309,home,창원 LG,27,0,27,10,37,1,40,26,26,10,0,0,13,9,4,2,66,36,19,19,30,91,79,7,0,11,40.0,40.0,2400,2,0,9,0,118,고양 소노,16,0,21,7,28,0,34,19,26,8,0,0,22,17,4,4,60,27,15,16,28,79,82,6,0,11,40.0,40.0,2400,0,0,11,0,80
S45G01N214,2024-2025,20250310,home,안양 정관장,17,2,35,15,50,6,52,24,32,8,0,0,8,5,6,2,84,32,16,17,18,77,92,7,0,8,40.0,40.0,2400,0,0,8,0,96,원주 DB,13,5,32,5,37,2,41,20,24,6,1,1,15,9,5,4,66,27,15,14,21,69,81,7,0,10,40.0,40.0,2400,1,0,10,0,78
S45G01N215,2024-2025,20250311,home,울산 현대모비스,22,7,33,14,47,3,44,19,28,4,0,0,16,13,7,0,72,23,18,18,16,63,88,9,0,14,40.0,40.0,2400,0,0,6,0,85,서울 삼성,15,3,32,14,46,6,50,17,24,4,3,3,9,9,7,4,77,24,18,21,30,61,86,8,1,12,40.0,40.0,2400,0,1,13,0,73
S45G01N216,2024-2025,20250312,home,대구 한국가스공사,19,6,24,4,28,2,34,20,22,8,2,2,29,20,5,1,58,30,18,22,29,88,87,11,0,11,40.0,40.0,2400,0,1,15,0,106,안양 정관장,15,2,25,6,31,6,38,21,23,6,0,0,21,16,5,2,61,27,18,24,23,76,82,8,2,16,40.0,40.0,2400,0,0,2,0,81
S45G01N217,2024-2025,20250313,away,부산 KCC,15,1,23,10,33,3,39,21,28,6,2,2,18,13,2,0,69,29,16,18,19,77,87,9,0,13,40.0,40.0,2400,0,1,14,0,80,서울 삼성,27,1,28,14,42,1,37,17,29,10,3,3,13,13,3,0,69,30,18,21,24,83,82,5,1,14,40.0,40.0,2400,1,0,9,0,105
S45G01N218,2024-2025,20250313,home,수원 KT,18,2,25,22,47,4,35,15,37,9,1,1,18,10,4,1,73,25,18,18,21,69,91,8,2,13,40.0,40.0,2400,0,0,15,0,77,고양 소노,14,5,22,10,32,4,32,14,31,9,0,0,9,8,1,2,63,23,19,19,22,63,72,6,0,14,40.0,40.0,2400,1,0,7,0,69
S45G01N219,2024-2025,20250314,home,창원 LG,21,1,27,9,36,6,44,20,33,10,1,1,14,12,2,1,78,31,19,20,28,84,92,3,0,7,45.0,45.0,2700,0,0,8,0,95,울산 현대모비스,22,1,27,11,38,7,38,20,31,9,0,0,19,14,3,1,69,29,18,19,18,81,88,4,2,9,45.0,45.0,2700,1,0,2,0,97
S45G01N220,2024-2025,20250314,away,서울 SK,19,3,26,5,31,3,44,20,26,9,1,1,12,11,9,7,71,30,16,16,19,80,83,9,0,7,40.0,40.0,2400,0,0,17,0,96,원주 DB,16,7,31,17,48,4,38,18,41,15,1,1,5,5,2,1,80,34,15,15,17,88,85,3,1,11,40.0,40.0,2400,0,1,6,0,108
S45G01N221,2024-2025,20250315,home,대구 한국가스공사,17,3,29,19,48,3,38,15,36,9,1,1,15,11,5,2,75,25,19,22,28,70,90,10,1,9,40.0,40.0,2400,0,0,10,0,87,부산 KCC,14,4,27,11,38,4,40,17,18,3,3,3,16,8,3,0,61,23,17,17,14,57,77,8,2,13,40.0,40.0,2400,0,0,4,0,64
S45G01N222,2024-2025,20250315,home,서울 삼성,21,1,30,17,47,2,47,21,16,7,5,5,16,10,3,2,68,33,16,16,23,83,84,8,1,19,40.0,40.0,2400,0,0,4,0,101,수원 KT,15,4,16,8,24,4,41,22,28,8,0,0,9,5,3,4,69,30,14,17,22,73,78,11,0,12,40.0,40.0,2400,0,0,11,0,76
S45G01N223,2024-2025,20250315,away,고양 소노,16,1,23,8,31,3,44,24,25,9,0,0,12,9,1,2,69,33,18,20,19,84,81,4,0,9,40.0,40.0,2400,0,0,6,0,91,안양 정관장,17,2,21,11,32,9,39,26,31,8,1,1,12,8,4,4,71,35,18,19,15,86,83,7,2,9,40.0,40.0,2400,0,0,8,0,102
S45G01N224,2024-2025,20250316,home,수원 KT,21,1,27,5,32,6,33,21,25,9,1,1,23,19,3,1,59,31,17,17,23,90,82,8,0,10,40.0,40.0,2400,0,0,16,0,116,창원 LG,15,2,18,14,32,3,27,15,35,7,1,1,14,9,3,2,63,23,20,21,21,62,77,7,2,14,40.0,40.0,2400,0,1,8,0,60
S45G01N225,2024-2025,20250316,away,울산 현대모비스,18,2,18,13,31,2,48,24,23,6,0,0,14,10,6,5,71,30,19,21,20,76,85,6,0,13,40.0,40.0,2400,0,0,8,0,77,부산 KCC,31,1,25,10,35,5,58,41,12,2,3,2,16,10,7,4,73,45,19,19,22,102,89,8,1,8,40.0,40.0,2400,0,0,14,0,139
S45G01N226,2024-2025,20250316,away,원주 DB,17,2,30,12,42,6,32,12,33,10,2,1,11,7,5,0,67,23,17,17,23,63,78,7,0,17,40.0,40.0,2400,0,0,13,0,72,서울 SK,19,6,26,11,37,5,34,14,36,12,0,0,14,11,10,6,70,26,16,17,19,75,84,11,0,8,40.0,40.0,2400,1,0,15,0,98
S45G01N227,2024-2025,20250317,away,대구 한국가스공사,20,1,18,9,27,4,33,21,31,4,1,1,19,12,2,0,65,26,18,19,17,68,84,13,1,11,40.0,40.0,2400,1,0,8,0,75,안양 정관장,14,2,26,12,38,4,39,21,22,7,0,0,15,10,2,2,61,28,19,20,24,73,76,4,1,19,40.0,40.0,2400,2,0,14,0,77
S45G01N228,2024-2025,20250318,home,울산 현대모비스,21,4,22,12,34,4,42,28,25,6,0,0,7,5,2,0,67,34,18,19,17,79,74,4,0,15,40.0,40.0,2400,0,0,11,0,96,부산 KCC,16,1,20,8,28,5,46,20,18,7,2,2,14,12,4,1,66,29,17,20,15,77,80,11,2,9,40.0,40.0,2400,0,0,8,0,88
S45G01N229,2024-2025,20250319,away,수원 KT,23,2,26,8,34,2,37,15,29,12,2,2,8,7,3,2,68,29,16,15,22,77,76,7,0,11,40.0,40.0,2400,1,0,2,0,94,서울 SK,16,2,29,5,34,2,41,22,20,6,1,1,17,14,5,4,62,29,17,17,23,78,79,5,0,10,40.0,40.0,2400,0,0,11,0,91
S45G01N230,2024-2025,20250320,home,고양 소노,21,3,26,13,39,3,52,32,18,5,0,0,15,11,6,0,70,37,20,20,32,90,85,8,1,12,40.0,40.0,2400,1,0,10,0,114,대구 한국가스공사,21,0,18,8,26,2,33,15,31,13,0,0,20,16,2,2,64,28,19,19,24,85,84,8,1,11,40.0,40.0,2400,1,0,10,0,90
S45G01N231,2024-2025,20250320,home,창원 LG,30,2,24,7,31,2,33,21,31,11,1,0,8,6,1,0,65,32,17,17,24,81,73,10,1,13,40.0,40.0,2400,0,0,13,0,107,원주 DB,17,2,24,11,35,2,31,14,31,12,0,0,4,4,0,0,62,26,14,14,21,68,66,6,0,19,40.0,40.0,2400,0,0,8,0,75
S45G01N232,2024-2025,20250321,home,서울 SK,15,2,33,13,46,4,48,25,26,9,1,0,9,8,4,2,75,34,19,19,27,85,84,4,0,11,40.0,40.0,2400,0,0,6,0,103,울산 현대모비스,24,2,25,9,34,4,38,18,32,10,2,2,17,9,3,2,72,30,17,17,18,79,89,6,0,6,40.0,40.0,2400,0,0,10,0,93
S45G01N233,2024-2025,20250321,home,안양 정관장,22,1,25,9,34,3,48,24,32,14,0,0,1,1,5,4,80,38,20,22,22,91,81,12,0,6,40.0,40.0,2400,0,0,21,0,115,부산 KCC,17,1,29,7,36,2,34,17,22,8,2,2,16,8,1,0,58,27,14,14,15,70,74,4,0,18,40.0,40.0,2400,0,0,3,0,73
S45G01N234,2024-2025,20250322,away,창원 LG,14,2,17,18,35,7,40,17,26,6,0,0,20,13,4,3,66,23,20,21,26,65,86,8,1,13,40.0,40.0,2400,0,0,9,0,67,수원 KT,13,1,25,7,32,1,29,19,23,5,0,0,22,16,1,2,52,24,18,21,23,69,74,9,2,10,40.0,40.0,2400,0,0,9,0,79
S45G01N235,2024-2025,20250322,away,대구 한국가스공사,17,4,23,11,34,3,45,22,28,7,0,0,10,9,5,4,73,29,18,21,24,74,83,9,0,9,40.0,40.0,2400,0,0,15,0,87,원주 DB,18,0,30,8,38,2,37,22,24,7,3,3,13,8,5,4,64,32,16,15,16,79,77,5,0,12,40.0,40.0,2400,0,1,8,0,93
S45G01N236,2024-2025,20250322,home,고양 소노,22,1,31,15,46,3,47,23,31,10,1,0,8,8,4,0,79,33,18,17,23,84,87,11,0,14,40.0,40.0,2400,1,0,8,0,107,서울 삼성,13,3,30,6,36,1,38,17,23,4,3,3,9,7,7,4,64,24,18,18,22,59,73,9,0,19,40.0,40.0,2400,0,0,6,0,60
S45G01N237,2024-2025,20250323,away,서울 SK,23,5,26,8,34,1,30,17,35,9,1,1,9,8,8,3,66,27,16,16,22,71,75,10,0,17,40.0,40.0,2400,1,0,8,0,87,부산 KCC,20,3,25,9,34,4,43,23,25,9,0,0,8,8,8,9,68,32,13,13,13,81,76,13,1,14,40.0,40.0,2400,0,0,14,0,104
S45G01N238,2024-2025,20250323,home,안양 정관장,18,2,23,11,34,3,49,20,26,13,0,0,15,8,3,4,75,33,18,19,19,87,90,4,0,5,40.0,40.0,2400,0,0,11,0,94,울산 현대모비스,19,5,29,12,41,2,43,22,23,11,0,0,12,7,3,2,66,33,18,20,15,84,78,3,0,13,40.0,40.0,2400,0,0,7,0,103
S45G01N239,2024-2025,20250323,home,창원 LG,22,0,22,10,32,3,42,20,20,10,1,1,21,13,4,4,63,31,18,18,27,85,84,7,0,6,40.0,40.0,2400,1,0,7,0,103,대구 한국가스공사,21,1,22,19,41,2,39,16,34,13,0,0,13,10,4,0,73,29,17,20,27,81,86,2,2,8,40.0,40.0,2400,1,0,0,0,91
S45G01N240,2024-2025,20250324,away,서울 삼성,12,2,24,11,35,4,38,11,25,7,2,1,15,9,2,1,65,19,19,20,28,54,80,4,0,9,40.0,40.0,2400,0,0,9,0,50,수원 KT,19,2,33,16,49,2,39,19,26,9,1,1,12,5,3,0,66,29,18,20,27,72,78,5,5,8,40.0,40.0,2400,0,0,9,0,92
S45G01N241,2024-2025,20250325,home,안양 정관장,17,1,28,8,36,2,34,16,32,16,0,0,14,13,2,0,66,32,20,25,16,93,80,7,1,15,40.0,40.0,2400,1,0,7,0,105,고양 소노,16,2,24,15,39,1,40,23,31,5,1,0,28,23,4,1,72,28,19,19,30,84,100,8,0,11,40.0,40.0,2400,0,1,10,0,90
S45G01N242,2024-2025,20250326,away,서울 삼성,16,3,20,6,26,4,41,20,25,5,3,3,9,8,7,4,69,28,18,18,25,69,78,9,0,13,40.0,40.0,2400,1,0,15,0,72,창원 LG,24,0,33,13,46,0,42,23,28,11,2,2,13,9,8,6,72,36,18,20,28,92,85,8,0,15,40.0,40.0,2400,0,0,14,0,115
S45G01N243,2024-2025,20250327,home,수원 KT,21,1,18,14,32,6,42,23,26,11,0,0,15,11,4,0,68,34,18,20,23,90,83,7,0,14,40.0,40.0,2400,0,0,13,0,105,고양 소노,19,2,16,14,30,1,32,17,30,11,1,0,18,14,7,4,63,28,16,18,26,81,81,11,2,11,40.0,40.0,2400,1,0,14,0,92
S45G01N244,2024-2025,20250327,away,원주 DB,11,2,32,8,40,2,38,12,26,8,2,2,11,10,2,0,66,22,19,22,20,62,77,1,0,12,40.0,40.0,2400,0,0,5,0,61,울산 현대모비스,20,4,25,13,38,10,60,27,14,3,1,1,11,6,4,2,75,31,17,17,17,71,86,6,0,8,40.0,40.0,2400,0,0,7,0,92
S45G01N245,2024-2025,20250328,away,부산 KCC,19,0,22,2,24,3,38,19,17,5,1,1,15,12,2,2,56,25,17,17,17,67,71,2,0,12,40.0,40.0,2400,1,0,4,0,69,대구 한국가스공사,30,3,27,9,36,3,38,26,27,8,4,1,20,18,3,0,69,35,19,19,23,96,89,9,1,6,40.0,40.0,2400,0,0,11,0,134
S45G01N246,2024-2025,20250328,home,서울 SK,15,0,27,9,36,3,45,24,28,8,1,1,5,5,10,14,74,33,13,12,19,79,79,9,1,8,40.0,40.0,2400,1,0,15,0,92,창원 LG,20,1,28,4,32,2,35,18,27,11,1,1,9,7,4,2,63,30,15,16,20,78,72,6,1,10,40.0,40.0,2400,0,0,13,0,93
S45G01N247,2024-2025,20250329,home,울산 현대모비스,28,2,26,11,37,4,52,30,20,7,0,0,17,13,5,2,72,37,16,16,15,94,89,7,1,10,40.0,40.0,2400,0,1,6,0,122,고양 소노,15,4,22,6,28,4,43,22,26,8,0,0,12,11,4,0,69,30,19,20,22,79,81,4,0,10,40.0,40.0,2400,1,0,7,0,84
S45G01N248,2024-2025,20250329,away,서울 삼성,17,1,32,3,35,2,35,13,25,11,1,1,13,11,3,0,61,25,18,18,25,72,74,8,1,11,40.0,40.0,2400,0,0,13,0,85,안양 정관장,17,3,28,11,39,5,37,22,38,11,0,0,8,5,8,12,75,33,17,18,18,82,83,5,0,9,40.0,40.0,2400,0,0,12,0,97
S45G01N249,2024-2025,20250329,home,수원 KT,17,3,27,12,39,2,44,25,27,4,0,0,10,7,1,0,71,29,16,17,20,69,81,4,1,9,40.0,40.0,2400,0,0,6,0,79,원주 DB,14,6,29,13,42,0,36,17,27,6,1,1,16,13,2,0,64,24,18,18,15,67,80,8,1,10,40.0,40.0,2400,1,0,13,0,83
S45G01N250,2024-2025,20250330,away,부산 KCC,21,1,19,9,28,3,39,17,23,9,1,1,11,9,3,0,63,27,19,20,17,72,74,5,0,12,40.0,40.0,2400,0,2,7,0,80,창원 LG,18,1,26,15,41,5,47,26,29,12,1,1,10,7,3,2,77,39,20,21,22,97,87,7,1,5,40.0,40.0,2400,0,0,11,0,122
S45G01N251,2024-2025,20250330,home,대구 한국가스공사,24,1,25,6,31,5,43,22,24,5,3,3,12,10,5,2,70,30,17,18,28,75,82,11,0,8,40.0,40.0,2400,0,0,12,0,97,서울 SK,21,1,33,13,46,2,36,18,34,8,3,3,11,8,9,4,73,29,16,16,21,74,84,8,0,14,40.0,40.0,2400,0,0,4,0,91
S45G01N252,2024-2025,20250330,away,서울 삼성,14,0,16,8,24,3,38,15,28,9,0,0,24,19,1,0,66,24,18,16,18,76,90,9,0,6,40.0,40.0,2400,2,0,14,0,73,원주 DB,20,4,31,14,45,5,33,20,34,12,0,0,11,9,1,2,67,32,19,20,14,85,78,4,2,14,40.0,40.0,2400,3,1,4,0,110
S45G01N253,2024-2025,20250331,away,안양 정관장,15,2,17,12,29,3,47,24,25,8,0,0,15,13,3,0,72,32,20,20,19,85,87,7,0,10,40.0,40.0,2400,1,0,18,0,89,수원 KT,15,1,28,12,40,2,42,28,21,6,0,0,23,14,3,2,63,34,15,17,22,88,86,6,0,18,40.0,40.0,2400,0,0,12,0,96
S45G01N254,2024-2025,20250401,away,서울 삼성,16,2,17,9,26,4,38,14,29,6,5,5,5,5,4,0,72,25,18,19,26,61,77,6,0,8,40.0,40.0,2400,1,0,8,0,60,대구 한국가스공사,18,3,31,14,45,9,31,19,40,14,1,1,12,10,2,0,72,34,18,20,19,92,84,5,0,13,40.0,40.0,2400,0,0,9,0,119
S45G01N255,2024-2025,20250402,home,부산 KCC,21,1,21,8,29,5,37,22,29,12,1,1,23,16,4,3,67,35,19,22,21,98,90,9,0,10,40.0,40.0,2400,1,0,11,0,114,고양 소노,24,0,21,12,33,0,38,25,25,6,0,0,26,17,10,6,63,31,19,23,33,85,89,6,1,11,40.0,40.0,2400,2,0,12,0,95
S45G01N256,2024-2025,20250403,home,창원 LG,15,1,28,15,43,6,37,16,31,11,2,2,13,8,4,2,70,29,19,20,28,77,83,7,0,14,40.0,40.0,2400,0,0,10,0,89,안양 정관장,12,2,19,12,31,8,41,17,27,7,0,0,14,7,4,4,68,24,17,18,28,62,82,7,0,11,40.0,40.0,2400,0,1,9,0,60
S45G01N257,2024-2025,20250403,home,울산 현대모비스,20,3,33,14,47,2,51,26,14,8,4,4,9,7,6,6,69,38,17,18,19,91,78,5,2,13,40.0,40.0,2400,0,0,6,0,120,수원 KT,14,4,16,12,28,3,41,17,33,8,0,0,15,13,4,4,74,25,15,15,18,71,89,9,1,5,40.0,40.0,2400,0,0,11,0,72
S45G01N258,2024-2025,20250404,away,부산 KCC,24,1,22,11,33,1,40,23,26,9,2,2,8,6,5,1,68,34,18,17,18,83,76,6,0,12,40.0,40.0,2400,0,1,8,0,100,서울 삼성,24,2,22,8,30,3,35,19,29,14,1,1,12,9,6,2,65,34,17,17,15,91,77,8,0,8,40.0,40.0,2400,1,0,13,0,116
S45G01N259,2024-2025,20250404,home,고양 소노,21,2,25,18,43,5,47,26,31,7,2,2,14,9,8,5,80,35,18,19,25,86,94,15,0,12,40.0,40.0,2400,0,0,17,0,110,원주 DB,18,2,27,3,30,2,23,14,31,9,1,1,15,13,2,0,55,24,16,18,21,70,70,8,1,18,40.0,40.0,2400,1,0,4,0,78
S45G01N260,2024-2025,20250405,away,울산 현대모비스,19,3,26,7,33,3,47,25,23,5,0,0,16,11,3,2,70,30,18,18,22,76,86,7,0,5,40.0,40.0,2400,1,0,14,0,91,창원 LG,23,2,26,15,41,8,51,22,21,10,0,0,15,9,4,6,72,32,18,22,26,83,87,3,2,9,40.0,40.0,2400,0,0,8,0,103
S45G01N261,2024-2025,20250405,home,안양 정관장,17,1,27,10,37,6,32,15,35,15,0,0,8,6,3,2,67,30,15,16,18,81,75,5,0,15,40.0,40.0,2400,1,0,12,0,93,서울 SK,16,4,23,13,36,5,41,17,34,11,1,1,8,7,4,3,76,29,15,15,23,76,84,10,0,10,40.0,40.0,2400,0,0,8,0,89
S45G01N262,2024-2025,20250405,home,대구 한국가스공사,21,3,26,16,42,11,42,20,27,10,2,2,11,9,4,6,71,32,18,21,26,83,82,4,0,15,40.0,40.0,2400,0,0,8,0,108,수원 KT,18,1,20,9,29,3,38,17,35,9,1,1,12,11,6,5,74,27,17,18,21,74,86,8,0,7,40.0,40.0,2400,0,0,14,0,78
S45G01N263,2024-2025,20250406,away,서울 SK,16,1,26,6,32,2,29,14,37,12,1,1,8,5,3,4,67,27,14,12,16,71,75,4,1,13,40.0,40.0,2400,2,0,13,0,69,고양 소노,27,0,33,12,45,3,42,20,36,15,0,0,14,11,10,4,78,35,19,20,27,96,92,11,0,10,40.0,40.0,2400,0,0,13,0,126
S45G01N264,2024-2025,20250406,home,울산 현대모비스,24,3,29,10,39,2,42,27,24,6,2,2,13,12,5,0,68,35,17,19,16,88,81,6,0,16,40.0,40.0,2400,0,1,14,0,112,서울 삼성,22,1,21,13,34,3,30,14,41,12,1,1,18,12,5,0,72,27,18,21,22,78,90,7,1,12,40.0,40.0,2400,0,0,7,0,81
S45G01N265,2024-2025,20250406,home,원주 DB,22,1,24,14,38,5,49,28,21,5,0,0,18,13,6,4,70,33,14,16,17,84,88,8,0,7,40.0,40.0,2400,0,0,11,0,109,부산 KCC,18,3,19,10,29,4,41,23,24,7,0,0,14,9,4,2,65,30,19,21,14,76,79,6,0,11,40.0,40.0,2400,0,0,2,0,85
S45G01N266,2024-2025,20250408,home,수원 KT,20,3,31,12,43,3,41,19,30,8,2,1,7,4,7,0,73,28,16,17,25,68,80,5,0,8,40.0,40.0,2400,0,0,17,0,86,부산 KCC,19,2,29,10,39,3,45,20,20,5,2,1,11,7,4,0,67,26,17,17,18,64,78,4,1,8,40.0,40.0,2400,0,0,4,0,77
S45G01N267,2024-2025,20250408,away,원주 DB,12,4,25,10,35,3,33,13,30,9,0,0,15,14,1,0,63,22,18,18,18,67,78,5,0,11,40.0,40.0,2400,0,0,2,0,73,안양 정관장,19,2,29,7,36,5,37,20,32,10,0,0,9,8,5,1,69,30,17,19,19,78,78,9,0,7,40.0,40.0,2400,0,0,4,0,102
S45G01N268,2024-2025,20250408,home,서울 SK,23,4,23,5,28,6,37,25,31,7,2,1,11,6,8,1,70,33,14,13,18,79,81,12,0,9,40.0,40.0,2400,1,0,13,0,101,서울 삼성,16,1,34,6,40,0,33,16,29,11,2,2,7,7,4,6,64,29,16,17,18,76,71,7,1,16,40.0,40.0,2400,0,0,6,0,88
S45G01N269,2024-2025,20250408,away,대구 한국가스공사,17,0,21,6,27,4,34,24,40,10,0,0,2,2,3,2,74,34,19,25,25,80,76,10,0,8,40.0,40.0,2400,0,0,14,0,90,울산 현대모비스,24,1,29,9,38,2,36,19,24,9,0,0,24,19,3,0,60,28,14,14,18,84,84,4,2,13,40.0,40.0,2400,0,0,0,0,101
S45G01N270,2024-2025,20250408,home,고양 소노,22,7,23,10,33,2,43,25,31,12,1,1,15,13,5,0,75,38,18,16,25,101,90,5,0,7,40.0,40.0,2400,2,0,12,0,124,창원 LG,21,1,24,8,32,2,43,21,28,16,0,0,12,9,4,2,71,37,18,18,19,99,83,6,0,13,40.0,40.0,2400,1,0,9,0,111
