gameKey,seasonName,date,winner,H_TEAM,H_AST,H_BLK,H_DREB,H_OREB,H_PRB,H_TRB,H_2PA,H_2PM,H_3PA,H_3PM,H_DKA,H_DKM,H_FTA,H_FTM,H_SWA,H_SWM,H_FGA,H_FGM,H_TPF,H_PF,H_SUB,H_PP,H_PA,H_STL,H_TTO,H_PTO,H_MIN,H_MIN_M,H_MIN_S,H_UF,H_TF,H_TOM,H_EJ,H_EFF,A_TEAM,A_AST,A_BLK,A_DREB,A_OREB,A_PRB,A_TRB,A_2PA,A_2PM,A_3PA,A_3PM,A_DKA,A_DKM,A_FTA,A_FTM,A_SWA,A_SWM,A_FGA,A_FGM,A_TPF,A_PF,A_SUB,A_PP,A_PA,A_STL,A_TTO,A_PTO,A_MIN,A_MIN_M,A_MIN_S,A_UF,A_TF,A_TOM,A_EJ,A_EFF
S45G01N62,2024-2025,20241201,home,대구 한국가스공사,19,3,21,14,35,2,39,11,36,16,1,1,15,11,2,0,76,28,19,22,28,83,91,8,0,7,40.0,40.0,2400,0,0,11,0,91,안양 정관장,18,8,32,6,38,5,33,19,26,8,2,2,16,14,2,0,61,29,19,21,26,80,77,2,1,13,40.0,40.0,2400,0,0,2,0,103
S45G01N63,2024-2025,20241202,away,서울 삼성,14,4,22,11,33,4,43,23,26,4,0,0,19,13,3,2,69,27,17,21,31,71,88,9,0,12,40.0,40.0,2400,0,0,2,0,75,울산 현대모비스,23,2,28,10,38,6,43,18,21,10,6,5,16,11,6,4,70,33,19,21,20,87,86,9,1,10,40.0,40.0,2400,0,0,16,0,112
S45G01N64,2024-2025,20241203,home,대구 한국가스공사,22,1,32,8,40,2,31,20,25,9,1,1,27,16,5,4,57,30,18,20,21,85,84,8,0,13,40.0,40.0,2400,0,0,14,0,107,고양 소노,11,0,20,6,26,3,32,14,28,9,0,0,12,8,1,2,60,23,19,22,26,63,72,6,4,11,40.0,40.0,2400,0,0,5,0,53
S45G01N65,2024-2025,20241204,home,원주 DB,29,4,27,6,33,5,35,21,38,17,1,1,6,3,7,2,74,39,16,20,23,98,80,13,2,9,40.0,40.0,2400,0,0,19,0,133,안양 정관장,19,3,29,12,41,2,44,21,24,2,1,1,19,17,10,3,69,24,17,17,35,67,88,8,1,15,40.0,40.0,2400,0,0,10,0,77
S45G01N66,2024-2025,20241205,home,울산 현대모비스,21,0,31,6,37,4,52,29,14,2,3,3,16,13,5,4,69,34,17,18,17,83,85,10,0,8,40.0,40.0,2400,0,0,12,0,109,창원 LG,19,1,25,9,34,3,46,22,24,9,0,0,8,4,4,2,70,31,19,21,26,75,78,5,0,13,40.0,40.0,2400,0,0,18,0,81
S45G01N67,2024-2025,20241205,away,대구 한국가스공사,17,2,22,8,30,5,40,18,25,5,0,0,11,8,5,0,65,23,16,17,27,59,76,9,0,13,40.0,40.0,2400,0,0,12,0,64,서울 삼성,16,4,33,7,40,2,38,20,25,9,1,1,7,5,3,2,64,30,19,21,27,74,71,5,0,15,40.0,40.0,2400,0,0,8,0,90
S45G01N68,2024-2025,20241206,away,안양 정관장,19,6,37,9,46,2,40,18,23,8,1,1,10,7,6,2,64,27,17,17,25,69,74,4,1,17,40.0,40.0,2400,0,0,3,0,88,서울 SK,16,0,26,5,31,5,43,22,28,7,1,1,10,6,6,6,72,30,18,19,28,73,82,11,1,6,40.0,40.0,2400,0,0,10,0,83
S45G01N69,2024-2025,20241206,away,고양 소노,11,3,24,5,29,5,23,13,27,10,0,0,10,8,1,0,50,23,16,18,21,64,60,3,1,11,40.0,40.0,2400,0,0,0,0,74,수원 KT,15,1,22,14,36,4,30,14,41,12,0,0,12,8,2,4,71,26,18,19,15,72,83,5,0,4,40.0,40.0,2400,0,0,11,0,80
S45G01N70,2024-2025,20241207,home,울산 현대모비스,24,1,19,13,32,2,37,17,32,14,3,3,8,7,8,2,72,34,16,16,15,89,80,5,0,6,40.0,40.0,2400,0,0,11,0,108,대구 한국가스공사,19,0,23,12,35,1,41,20,26,12,1,1,7,7,1,2,68,33,18,20,21,85,75,1,0,9,40.0,40.0,2400,0,0,8,0,97
S45G01N71,2024-2025,20241207,away,서울 삼성,15,3,31,10,41,4,34,14,34,8,0,0,10,9,2,2,68,22,20,23,30,61,78,3,1,13,40.0,40.0,2400,0,0,6,0,66,부산 KCC,23,3,29,7,36,8,48,23,24,7,0,0,16,11,6,2,72,30,17,17,22,78,88,10,0,5,40.0,40.0,2400,0,1,11,0,106
S45G01N72,2024-2025,20241207,home,창원 LG,19,2,27,13,40,3,39,17,27,10,1,1,16,10,2,2,67,28,18,17,31,76,83,8,1,8,40.0,40.0,2400,1,0,6,0,94,원주 DB,17,1,23,10,33,5,36,12,27,12,3,3,13,8,3,2,66,27,18,20,23,74,79,3,0,11,40.0,40.0,2400,0,0,5,0,78
S45G01N73,2024-2025,20241208,home,수원 KT,9,1,27,22,49,6,43,21,35,4,0,0,7,6,4,3,78,25,19,19,19,60,85,11,0,13,40.0,40.0,2400,1,0,12,0,69,부산 KCC,12,5,28,10,38,1,35,13,26,7,0,0,14,11,3,1,61,20,15,14,18,58,75,4,0,13,40.0,40.0,2400,1,0,9,0,61
S45G01N74,2024-2025,20241208,away,고양 소노,24,2,21,8,29,5,34,22,32,9,0,0,14,10,1,0,66,31,19,21,22,81,80,5,0,11,40.0,40.0,2400,0,1,6,0,96,서울 SK,21,4,23,9,32,3,33,14,27,13,3,3,22,19,6,1,63,30,14,16,18,92,85,8,0,12,40.0,40.0,2400,0,0,13,0,112
S45G01N75,2024-2025,20241208,away,울산 현대모비스,16,3,21,12,33,4,45,22,30,6,2,2,11,5,2,0,77,30,18,21,23,71,88,3,0,7,40.0,40.0,2400,0,0,9,0,70,안양 정관장,23,7,34,5,39,4,42,25,24,11,2,2,13,8,5,4,68,38,18,21,16,95,81,5,2,6,40.0,40.0,2400,1,0,4,0,130
S45G01N76,2024-2025,20241209,home,대구 한국가스공사,15,0,23,8,31,3,41,19,18,5,1,1,35,30,6,1,60,25,20,25,23,85,95,9,0,6,40.0,40.0,2400,0,0,15,0,97,창원 LG,27,1,23,16,39,8,38,18,29,10,0,0,20,12,1,0,67,28,20,28,32,78,87,1,1,12,40.0,40.0,2400,0,0,6,0,94
S45G01N77,2024-2025,20241210,home,부산 KCC,28,2,31,10,41,1,47,22,22,9,1,1,9,7,10,2,70,32,15,15,13,80,79,9,2,17,40.0,40.0,2400,0,0,9,0,102,서울 SK,18,2,26,13,39,3,41,21,30,7,4,4,8,3,11,12,75,32,18,19,20,74,83,11,1,16,40.0,40.0,2400,0,0,22,0,82
S45G01N78,2024-2025,20241211,away,안양 정관장,16,3,23,7,30,5,30,20,29,5,3,3,20,12,10,5,62,28,19,23,24,73,82,12,0,15,40.0,40.0,2400,0,0,13,0,82,서울 삼성,17,0,29,8,37,2,32,18,31,10,0,0,18,14,1,2,63,28,19,24,28,80,81,9,0,18,40.0,40.0,2400,0,0,8,0,88
S45G01N79,2024-2025,20241212,away,대구 한국가스공사,15,1,23,10,33,2,34,14,41,11,3,3,13,11,3,3,78,28,20,23,28,78,91,6,0,12,40.0,40.0,2400,0,0,10,0,71,부산 KCC,24,5,36,9,45,7,46,29,25,9,2,2,15,11,6,2,73,40,16,19,15,100,88,7,0,14,40.0,40.0,2400,0,0,17,0,137
S45G01N80,2024-2025,20241212,home,울산 현대모비스,21,4,18,9,27,5,42,25,25,9,0,0,14,10,6,4,67,34,16,15,13,87,81,8,1,13,40.0,40.0,2400,1,0,14,0,101,원주 DB,20,2,23,10,33,2,42,27,25,5,2,2,12,11,3,2,69,34,15,14,19,84,81,7,2,15,40.0,40.0,2400,0,1,10,0,95
S45G01N81,2024-2025,20241213,away,고양 소노,18,0,18,15,33,5,38,16,34,7,0,0,25,20,6,8,72,23,19,20,25,73,97,12,0,12,40.0,40.0,2400,0,0,14,0,75,서울 삼성,17,3,28,7,35,4,32,22,22,7,1,1,19,15,5,2,55,30,19,24,27,82,74,7,1,20,40.0,40.0,2400,0,0,11,0,98
S45G01N82,2024-2025,20241213,away,안양 정관장,17,2,27,8,35,3,36,18,29,7,2,2,13,7,2,0,67,27,17,20,25,68,80,5,2,12,40.0,40.0,2400,0,0,4,0,70,창원 LG,16,3,29,10,39,2,45,26,22,5,0,0,14,12,1,0,67,31,18,22,31,79,81,9,1,8,40.0,40.0,2400,0,0,17,0,101
S45G01N83,2024-2025,20241214,away,부산 KCC,16,2,19,6,25,4,37,24,30,12,0,0,5,4,3,0,67,36,15,18,12,88,72,6,0,11,40.0,40.0,2400,0,0,8,0,98,원주 DB,20,0,23,13,36,4,41,24,32,12,0,0,11,8,5,4,73,36,16,16,15,92,84,11,1,10,40.0,40.0,2400,0,0,13,0,112
S45G01N84,2024-2025,20241214,away,수원 KT,16,3,22,12,34,3,39,21,28,9,0,0,19,14,3,2,67,30,20,23,27,83,86,4,0,10,40.0,40.0,2400,0,0,6,0,91,대구 한국가스공사,21,1,23,9,32,6,44,20,19,9,1,1,21,18,3,0,64,30,19,21,26,87,85,2,0,8,40.0,40.0,2400,1,0,13,0,104
S45G01N85,2024-2025,20241214,away,서울 SK,21,1,18,13,31,3,50,25,25,11,1,1,7,4,8,7,76,37,16,18,22,89,83,7,0,7,40.0,40.0,2400,0,0,7,0,103,울산 현대모비스,25,5,19,8,27,5,33,20,31,13,1,1,11,9,9,2,65,34,15,14,17,90,76,6,1,11,40.0,40.0,2400,0,1,6,0,113
S45G01N86,2024-2025,20241215,away,부산 KCC,12,3,22,5,27,7,41,15,18,4,1,1,10,8,2,2,60,20,13,14,17,52,70,5,0,11,40.0,40.0,2400,0,0,6,0,53,창원 LG,15,1,30,11,41,3,38,21,30,9,1,1,6,3,3,3,69,31,17,19,28,74,75,10,1,9,40.0,40.0,2400,0,0,12,0,93
S45G01N87,2024-2025,20241215,home,안양 정관장,21,5,26,5,31,2,24,14,22,9,3,3,21,18,4,2,49,26,18,18,19,79,70,1,0,17,40.0,40.0,2400,0,0,5,0,96,고양 소노,17,2,17,16,33,3,42,19,34,10,0,0,10,10,4,2,76,29,19,19,28,78,86,12,3,4,40.0,40.0,2400,1,0,10,0,91
S45G01N88,2024-2025,20241215,away,서울 SK,22,5,24,9,33,2,37,22,28,7,0,0,25,19,6,0,65,29,20,23,17,84,90,2,0,7,40.0,40.0,2400,0,0,7,0,99,서울 삼성,13,1,24,7,31,6,43,25,20,4,0,0,29,26,3,1,63,29,20,23,27,88,92,5,1,7,40.0,40.0,2400,0,0,7,0,99
S45G01N89,2024-2025,20241216,home,원주 DB,18,1,31,10,41,3,32,17,25,9,1,1,18,9,4,2,58,27,15,16,15,72,76,6,1,13,40.0,40.0,2400,0,0,8,0,87,수원 KT,16,1,21,18,39,2,41,12,33,12,0,0,14,6,3,4,74,24,17,19,18,66,88,7,1,7,40.0,40.0,2400,0,0,13,0,65
S45G01N90,2024-2025,20241217,home,창원 LG,22,3,23,20,43,4,51,27,26,9,0,0,16,9,3,0,77,36,18,20,32,90,93,7,0,8,40.0,40.0,2400,0,0,10,0,113,서울 삼성,16,1,22,10,32,4,44,18,19,8,4,3,16,10,5,6,67,29,18,18,30,76,83,7,1,10,40.0,40.0,2400,0,0,4,0,81
S45G01N91,2024-2025,20241218,home,고양 소노,17,5,33,10,43,1,39,18,25,9,0,0,15,12,3,0,64,27,18,22,25,75,79,6,1,11,40.0,40.0,2400,0,0,3,0,95,수원 KT,12,2,25,9,34,2,35,15,28,6,1,1,12,8,5,4,64,22,19,23,30,58,76,6,1,10,40.0,40.0,2400,0,0,7,0,57
S45G01N92,2024-2025,20241219,home,울산 현대모비스,22,1,29,9,38,5,42,21,24,8,1,1,19,13,2,0,67,30,16,16,20,81,86,5,0,9,40.0,40.0,2400,0,0,7,0,100,서울 삼성,17,1,24,3,27,5,37,21,28,10,0,0,11,7,1,0,65,31,20,20,25,79,76,3,1,9,40.0,40.0,2400,0,0,4,0,84
S45G01N93,2024-2025,20241219,home,원주 DB,16,3,28,13,41,4,35,12,32,15,0,0,8,5,1,0,67,27,14,14,19,74,75,7,0,12,40.0,40.0,2400,0,0,8,0,90,안양 정관장,14,2,27,10,37,3,36,15,27,5,3,3,8,6,7,0,66,23,14,14,21,57,74,5,2,8,40.0,40.0,2400,0,0,6,0,63
S45G01N94,2024-2025,20241220,home,창원 LG,21,1,32,7,39,3,39,22,20,10,0,0,14,12,4,3,59,32,18,19,19,86,73,4,0,15,40.0,40.0,2400,1,0,4,0,110,부산 KCC,22,3,14,2,16,5,41,23,21,6,0,0,16,10,3,3,62,29,17,16,23,74,78,12,0,6,40.0,40.0,2400,0,1,6,0,87
S45G01N95,2024-2025,20241220,home,수원 KT,17,3,33,7,40,4,30,18,27,11,0,0,25,19,4,0,57,29,18,19,21,88,82,4,3,19,45.0,45.0,2700,0,1,5,0,100,대구 한국가스공사,18,1,18,8,26,3,42,19,36,13,2,2,8,5,3,4,80,34,19,23,29,86,88,11,0,8,45.0,45.0,2700,0,1,21,0,88
S45G01N96,2024-2025,20241221,home,고양 소노,25,1,31,13,44,6,38,24,28,7,0,0,15,12,5,2,66,31,18,19,25,81,81,8,0,13,40.0,40.0,2400,0,0,9,0,114,서울 삼성,8,3,25,6,31,1,28,11,36,10,0,0,14,9,2,4,64,21,18,21,23,61,78,7,1,9,40.0,40.0,2400,0,0,7,0,53
S45G01N97,2024-2025,20241221,away,안양 정관장,20,4,20,8,28,3,38,14,26,12,1,1,9,7,2,2,65,27,18,19,27,73,74,6,1,8,40.0,40.0,2400,0,0,7,0,85,서울 SK,16,3,25,18,43,2,45,24,23,5,0,0,17,14,7,8,68,29,18,18,19,77,85,6,1,8,40.0,40.0,2400,0,0,9,0,96
S45G01N98,2024-2025,20241221,home,원주 DB,18,1,27,16,43,5,47,26,26,11,2,2,11,6,3,0,75,39,18,18,16,95,86,4,1,13,40.0,40.0,2400,0,0,9,0,111,울산 현대모비스,17,4,21,10,31,6,48,22,23,7,1,1,11,5,5,2,72,30,19,21,16,72,83,8,0,12,40.0,40.0,2400,0,0,13,0,78
S45G01N99,2024-2025,20241222,away,부산 KCC,16,1,24,2,26,0,34,13,23,12,0,0,10,9,2,2,57,25,14,16,15,71,67,2,0,11,40.0,40.0,2400,0,0,2,0,72,대구 한국가스공사,21,2,28,7,35,3,31,20,34,14,1,0,17,15,3,2,66,34,18,19,22,97,83,5,2,3,40.0,40.0,2400,0,0,9,0,124
S45G01N100,2024-2025,20241222,away,안양 정관장,13,1,27,8,35,3,40,17,14,4,1,1,17,12,2,1,55,22,17,18,11,60,72,5,1,15,40.0,40.0,2400,0,0,5,0,63,창원 LG,20,2,21,15,36,5,43,20,28,8,0,0,8,5,2,0,71,28,18,20,22,69,79,10,0,9,40.0,40.0,2400,0,1,11,0,87
S45G01N101,2024-2025,20241222,away,원주 DB,18,4,27,10,37,2,40,22,21,7,2,2,17,8,8,6,63,31,16,16,15,77,80,6,1,13,40.0,40.0,2400,1,0,10,0,89,수원 KT,16,1,25,11,36,2,44,19,28,13,0,0,9,4,1,0,72,32,19,20,16,81,81,6,1,9,40.0,40.0,2400,0,0,12,0,87
S45G01N102,2024-2025,20241224,home,수원 KT,19,3,24,17,41,3,46,23,25,10,3,3,16,9,7,4,74,36,18,18,30,91,90,5,0,11,40.0,40.0,2400,0,0,16,0,106,울산 현대모비스,22,1,22,13,35,4,48,24,22,6,1,1,14,10,6,2,71,31,18,17,26,78,85,7,1,9,40.0,40.0,2400,1,0,8,0,93
S45G01N103,2024-2025,20241225,home,부산 KCC,23,2,29,10,39,1,39,22,37,13,2,2,8,7,6,6,78,37,16,15,14,94,86,10,0,6,40.0,40.0,2400,1,0,21,0,121,안양 정관장,18,3,30,8,38,2,38,19,27,7,1,1,10,7,8,6,66,27,13,12,19,68,76,4,2,13,40.0,40.0,2400,1,0,4,0,76
S45G01N104,2024-2025,20241225,home,고양 소노,20,6,23,4,27,9,45,25,27,9,1,1,13,8,7,7,73,35,19,19,22,87,86,10,1,8,40.0,40.0,2400,0,0,11,0,107,원주 DB,21,5,26,18,44,3,39,19,34,11,1,0,14,10,4,4,74,30,16,19,14,81,88,4,1,15,40.0,40.0,2400,0,0,12,0,94
S45G01N105,2024-2025,20241225,home,서울 SK,13,1,31,6,37,4,35,16,28,7,1,1,11,8,4,2,64,24,16,17,20,63,75,5,0,9,40.0,40.0,2400,0,0,8,0,71,서울 삼성,15,2,29,10,39,5,29,11,37,10,0,0,8,8,1,0,66,21,17,18,23,60,74,5,0,11,40.0,40.0,2400,0,0,2,0,70
S45G01N106,2024-2025,20241226,away,대구 한국가스공사,15,2,20,13,33,2,39,14,32,7,1,1,12,3,5,4,72,22,18,22,29,54,84,6,0,8,40.0,40.0,2400,0,0,12,0,45,창원 LG,21,2,35,8,43,7,39,26,21,7,0,0,17,12,3,4,60,33,17,20,22,85,77,1,3,10,40.0,40.0,2400,0,0,2,0,114
S45G01N107,2024-2025,20241227,away,부산 KCC,15,5,21,6,27,3,44,22,23,8,0,0,15,11,4,4,67,30,14,12,18,79,82,6,0,9,40.0,40.0,2400,0,2,8,0,85,울산 현대모비스,22,2,30,24,54,3,56,26,30,11,4,3,8,4,5,0,90,40,17,19,26,95,98,5,1,10,40.0,40.0,2400,0,1,3,0,116
S45G01N108,2024-2025,20241227,home,원주 DB,18,1,28,9,37,3,35,16,29,12,2,2,13,8,6,4,66,30,17,18,16,80,79,6,0,8,40.0,40.0,2400,1,0,10,0,96,서울 SK,20,1,27,12,39,1,32,15,34,11,1,1,15,10,4,2,67,27,14,15,20,75,82,4,0,10,40.0,40.0,2400,0,0,5,0,85
S45G01N109,2024-2025,20241228,home,창원 LG,22,3,21,9,30,4,44,24,23,6,0,0,14,8,5,4,67,30,17,19,23,74,81,8,0,5,40.0,40.0,2400,0,0,14,0,93,수원 KT,15,2,27,9,36,6,35,20,28,7,0,0,17,11,3,4,63,27,17,20,21,72,80,2,0,10,40.0,40.0,2400,0,0,5,0,81
S45G01N110,2024-2025,20241228,home,대구 한국가스공사,12,4,22,9,31,7,36,18,28,8,0,0,23,16,1,0,64,26,20,20,18,76,87,7,1,9,40.0,40.0,2400,0,0,12,0,82,고양 소노,16,2,28,14,42,4,33,18,32,6,5,5,13,9,4,4,70,29,19,24,29,73,83,7,0,13,40.0,40.0,2400,1,0,7,0,86
S45G01N111,2024-2025,20241228,away,안양 정관장,17,5,23,11,34,4,36,19,32,7,2,2,18,15,5,6,70,28,17,17,17,78,88,4,0,12,40.0,40.0,2400,0,0,7,0,85,서울 삼성,23,2,25,11,36,6,40,23,38,16,2,2,3,2,5,4,80,41,19,20,28,100,83,8,0,8,40.0,40.0,2400,1,0,19,0,127
S45G01N112,2024-2025,20241229,home,창원 LG,26,0,27,8,35,7,40,24,31,13,0,0,8,7,4,2,71,37,18,18,20,94,79,9,2,6,40.0,40.0,2400,1,0,12,0,128,원주 DB,10,3,23,13,36,0,34,18,31,5,0,0,17,9,1,2,65,23,16,16,18,60,82,4,1,12,40.0,40.0,2400,0,0,6,0,50
S45G01N113,2024-2025,20241229,home,울산 현대모비스,17,1,28,13,41,5,41,16,25,12,1,1,20,14,2,2,67,29,19,21,21,84,87,4,0,8,40.0,40.0,2400,1,0,0,0,100,고양 소노,13,1,23,8,31,4,35,17,29,6,1,1,20,13,2,1,65,24,20,21,34,67,85,5,0,4,40.0,40.0,2400,0,0,7,0,69
S45G01N114,2024-2025,20241229,away,부산 KCC,17,4,25,11,36,2,48,21,33,8,2,2,23,16,9,5,83,31,16,17,17,86,106,12,0,11,45.0,45.0,2700,0,1,13,0,87,서울 SK,29,2,44,8,52,2,52,30,21,8,1,1,14,10,15,3,74,39,20,21,30,96,88,9,1,21,45.0,45.0,2700,0,0,12,0,129
S45G01N115,2024-2025,20241231,home,울산 현대모비스,28,6,26,6,32,7,41,28,21,6,4,4,10,6,7,0,66,38,16,16,19,88,76,4,0,11,40.0,40.0,2400,0,0,9,0,122,대구 한국가스공사,15,3,17,11,28,3,33,18,38,13,2,1,5,4,3,4,73,32,19,19,22,81,78,6,0,6,40.0,40.0,2400,1,0,15,0,88
S45G01N116,2024-2025,20250101,home,수원 KT,22,1,20,9,29,4,42,23,26,9,3,3,11,7,4,4,71,35,17,18,22,86,82,10,0,9,40.0,40.0,2400,0,0,12,0,103,부산 KCC,17,2,27,7,34,3,29,17,29,7,0,0,16,13,2,0,58,24,16,15,15,68,74,8,3,14,40.0,40.0,2400,1,0,5,0,78
S45G01N117,2024-2025,20250101,away,창원 LG,19,3,19,10,29,5,36,21,27,9,0,0,7,5,0,0,63,30,19,19,26,74,70,5,1,11,40.0,40.0,2400,0,0,6,0,88,서울 SK,18,1,20,12,32,3,47,29,20,3,2,2,10,6,7,3,69,34,14,13,25,77,79,7,0,7,40.0,40.0,2400,1,0,8,0,92
S45G01N118,2024-2025,20250101,away,안양 정관장,11,6,26,12,38,8,42,15,22,6,1,0,15,11,3,5,65,21,18,20,23,59,80,6,0,16,40.0,40.0,2400,0,0,7,0,64,고양 소노,17,4,26,13,39,4,44,15,23,7,0,0,14,11,3,0,67,22,19,21,28,62,81,8,2,11,40.0,40.0,2400,0,0,7,0,73
S45G01N119,2024-2025,20250102,away,서울 삼성,23,2,34,13,47,5,47,20,24,8,1,1,19,13,3,0,72,29,17,20,26,79,91,8,1,15,40.0,40.0,2400,0,0,4,0,99,원주 DB,24,5,27,8,35,5,35,16,34,11,1,1,20,13,7,1,70,28,19,20,17,80,90,9,0,10,40.0,40.0,2400,0,1,8,0,99
S45G01N120,2024-2025,20250103,home,수원 KT,18,1,28,18,46,4,40,20,30,10,1,1,12,8,4,1,71,31,18,19,23,80,83,2,0,10,40.0,40.0,2400,0,0,5,0,97,안양 정관장,14,2,23,9,32,3,37,14,28,10,1,1,7,4,2,0,66,25,19,20,19,64,73,7,1,8,40.0,40.0,2400,0,0,6,0,69
S45G01N121,2024-2025,20250103,home,서울 SK,16,5,23,8,31,6,35,20,25,10,1,1,9,6,5,4,61,31,14,14,20,78,70,3,1,10,40.0,40.0,2400,0,0,4,0,95,고양 소노,18,1,19,10,29,2,38,18,28,10,1,1,4,2,3,2,67,29,16,16,27,70,71,8,0,7,40.0,40.0,2400,0,0,8,0,81
S45G01N122,2024-2025,20250104,home,울산 현대모비스,21,1,34,19,53,6,44,20,22,7,5,3,22,18,4,2,71,30,17,17,16,85,93,4,1,10,40.0,40.0,2400,0,0,5,0,114,창원 LG,15,2,18,6,24,4,32,12,37,10,0,0,10,10,0,0,69,22,19,26,35,64,79,3,0,6,40.0,40.0,2400,0,0,3,0,59
S45G01N123,2024-2025,20250104,away,서울 삼성,15,1,18,5,23,2,31,19,24,5,3,3,25,18,5,6,58,27,18,18,32,77,83,6,0,14,40.0,40.0,2400,1,0,8,0,72,대구 한국가스공사,28,0,25,12,37,5,37,22,37,16,3,3,18,16,6,3,77,41,19,24,25,114,95,12,0,9,40.0,40.0,2400,0,0,13,0,149
S45G01N124,2024-2025,20250104,away,부산 KCC,18,2,20,7,27,2,40,25,24,8,2,2,8,8,1,0,66,35,18,18,17,86,74,7,0,11,40.0,40.0,2400,0,0,10,0,100,원주 DB,20,0,20,11,31,3,33,21,32,12,2,2,8,6,5,0,67,35,18,16,16,88,75,5,2,11,40.0,40.0,2400,0,2,13,0,100
S45G01N125,2024-2025,20250105,home,창원 LG,24,1,24,12,36,2,45,17,22,8,0,0,15,9,2,0,67,25,18,20,26,67,82,4,0,5,40.0,40.0,2400,0,0,5,0,81,고양 소노,14,4,30,9,39,1,41,21,19,5,0,0,10,7,1,0,60,26,19,20,34,64,70,3,0,10,40.0,40.0,2400,0,0,0,0,78
S45G01N126,2024-2025,20250105,home,서울 SK,13,3,22,16,38,7,38,16,32,7,2,2,19,10,9,4,72,25,18,19,24,67,91,6,1,6,40.0,40.0,2400,0,0,10,0,71,수원 KT,17,1,30,9,39,7,38,16,27,6,0,0,14,13,2,1,65,22,19,19,27,63,79,5,1,10,40.0,40.0,2400,0,0,3,0,77
S45G01N127,2024-2025,20250105,away,안양 정관장,20,2,22,7,29,2,48,21,20,7,2,2,13,10,8,4,70,30,19,21,20,77,83,7,1,7,40.0,40.0,2400,0,0,10,0,86,대구 한국가스공사,24,3,28,7,35,2,33,23,26,8,2,2,15,10,5,0,61,33,18,18,24,84,76,3,3,12,40.0,40.0,2400,0,0,7,0,103
S45G01N128,2024-2025,20250106,home,서울 삼성,25,2,35,5,40,1,37,20,26,10,7,6,8,4,10,12,70,36,17,21,27,86,78,6,0,11,40.0,40.0,2400,0,0,9,0,111,부산 KCC,20,1,31,8,39,1,52,27,21,2,0,0,15,12,5,0,73,29,17,17,23,72,88,9,0,8,40.0,40.0,2400,0,0,8,0,87
S45G01N129,2024-2025,20250107,home,서울 SK,10,2,28,7,35,5,39,17,19,6,0,0,17,11,2,2,58,23,19,20,22,63,75,6,0,11,40.0,40.0,2400,0,0,2,0,69,대구 한국가스공사,14,2,26,9,35,4,22,8,37,11,0,0,9,6,1,0,59,19,19,22,31,55,68,8,0,16,40.0,40.0,2400,0,0,6,0,59
S45G01N130,2024-2025,20250108,home,울산 현대모비스,23,3,24,10,34,4,46,28,17,5,3,3,17,15,3,2,66,36,19,18,20,92,83,7,1,16,40.0,40.0,2400,0,1,14,0,114,안양 정관장,22,2,17,8,25,5,35,19,23,6,3,3,21,15,8,5,61,28,20,21,19,77,82,12,1,17,40.0,40.0,2400,0,0,10,0,86
S45G01N131,2024-2025,20250109,home,서울 삼성,20,2,29,7,36,2,41,26,22,7,1,1,22,17,4,2,64,34,17,17,24,92,86,6,0,7,40.0,40.0,2400,0,0,4,0,116,창원 LG,23,0,23,7,30,3,44,27,27,10,1,1,7,2,2,0,72,38,19,22,24,88,79,5,0,8,40.0,40.0,2400,0,0,9,0,102
S45G01N132,2024-2025,20250109,away,고양 소노,16,3,20,8,28,1,31,16,29,10,0,0,14,6,2,1,60,26,15,14,31,68,74,4,1,10,40.0,40.0,2400,1,0,4,0,67,부산 KCC,23,0,23,5,28,3,35,19,26,16,0,0,7,7,2,0,61,35,16,18,15,93,68,7,0,8,40.0,40.0,2400,1,0,17,0,120
S45G01N133,2024-2025,20250110,home,서울 SK,16,4,29,14,43,4,48,22,26,8,0,0,9,8,4,4,74,30,16,17,21,76,83,6,0,11,40.0,40.0,2400,0,0,6,0,93,울산 현대모비스,18,5,27,10,37,1,39,14,27,12,0,0,10,6,2,2,66,26,17,18,10,70,76,6,1,11,40.0,40.0,2400,0,1,10,0,81
S45G01N134,2024-2025,20250110,home,대구 한국가스공사,16,3,32,7,39,6,35,18,29,12,2,2,13,8,4,0,66,32,18,18,30,84,79,6,0,13,40.0,40.0,2400,1,0,4,0,102,원주 DB,12,1,27,11,38,2,40,19,29,4,0,0,17,11,6,3,69,23,17,20,23,61,86,10,0,11,40.0,40.0,2400,0,0,9,0,61
S45G01N135,2024-2025,20250111,away,수원 KT,21,1,25,9,34,3,40,19,25,6,1,0,14,7,7,0,66,25,15,15,31,63,80,13,0,17,40.0,40.0,2400,0,0,17,0,70,서울 삼성,19,5,31,5,36,2,39,20,24,10,2,2,5,4,4,2,65,32,17,17,29,78,70,11,0,16,40.0,40.0,2400,0,1,12,0,101
S45G01N136,2024-2025,20250111,away,안양 정관장,17,4,21,13,34,4,40,19,34,10,0,0,14,14,2,2,74,29,18,18,15,82,88,9,1,11,40.0,40.0,2400,0,0,15,0,93,창원 LG,18,4,24,6,30,4,44,25,17,8,1,1,13,10,2,0,62,34,19,22,25,86,75,7,0,15,40.0,40.0,2400,0,0,7,0,103
