경기ID,쿼터,2PA_Away,2PA_Home,2PM_Away,2PM_Home,3PA_Away,3PA_Home,3PM_Away,3PM_Home,AST_Away,AST_Home,BLK_Away,BLK_Home,DK_Away,DK_Home,DREB_Away,DREB_Home,FGA_Away,FGA_Home,FGM_Away,FGM_Home,FTA_Away,FTA_Home,FTM_Away,FTM_Home,GD_Away,GD_Home,OREB_Away,OREB_Home,PF_Away,PF_Home,PTS_Away,PTS_Home,REB_Away,REB_Home,STL_Away,STL_Home,TO_Away,TO_Home,PTS_diff,2PM_diff,2PA_diff,3PM_diff,3PA_diff,FGM_diff,FGA_diff,FTM_diff,FTA_diff,OREB_diff,DREB_diff,REB_diff,AST_diff,STL_diff,BLK_diff,GD_diff,DK_diff,TO_diff,PF_diff,Home_Win
S41G01N244,2.0,23.0,23.0,13.0,12.0,9.0,8.0,1.0,4.0,11.0,9.0,1.0,1.0,1.0,0.0,12.0,9.0,32.0,31.0,14.0,16.0,13.0,7.0,11.0,6.0,1.0,0.0,7.0,3.0,7.0,13.0,40.0,42.0,19.0,12.0,2.0,4.0,5.0,3.0,2.0,-1.0,0.0,3.0,-1.0,2.0,-1.0,-5.0,-6.0,-4.0,-3.0,-7.0,-2.0,2.0,0.0,-1.0,-1.0,-2.0,6.0,1
S41G01N244,3.0,35.0,29.0,19.0,16.0,12.0,19.0,1.0,8.0,15.0,15.0,1.0,1.0,1.0,0.0,17.0,13.0,47.0,48.0,20.0,24.0,15.0,7.0,13.0,6.0,3.0,0.0,10.0,6.0,11.0,18.0,54.0,62.0,27.0,19.0,2.0,6.0,9.0,5.0,8.0,-3.0,-6.0,7.0,7.0,4.0,1.0,-7.0,-8.0,-4.0,-4.0,-8.0,0.0,4.0,0.0,-3.0,-1.0,-4.0,7.0,1
S41G01N244,4.0,45.0,37.0,24.0,19.0,19.0,26.0,2.0,11.0,19.0,19.0,2.0,1.0,1.0,0.0,24.0,19.0,64.0,63.0,26.0,30.0,16.0,9.0,14.0,8.0,4.0,0.0,14.0,8.0,16.0,22.0,68.0,79.0,38.0,27.0,3.0,9.0,13.0,7.0,11.0,-5.0,-8.0,9.0,7.0,4.0,-1.0,-6.0,-7.0,-6.0,-5.0,-11.0,0.0,6.0,-1.0,-4.0,-1.0,-6.0,6.0,1
S41G01N245,1.0,5.0,12.0,2.0,2.0,9.0,7.0,3.0,2.0,5.0,2.0,1.0,2.0,1.0,0.0,9.0,7.0,14.0,19.0,5.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,5.0,14.0,10.0,10.0,12.0,2.0,0.0,0.0,2.0,-4.0,0.0,7.0,-1.0,-2.0,-1.0,5.0,-1.0,-2.0,4.0,-2.0,2.0,-3.0,-2.0,1.0,0.0,-1.0,2.0,1.0,0
S41G01N245,2.0,17.0,20.0,7.0,8.0,15.0,12.0,5.0,3.0,9.0,3.0,1.0,3.0,1.0,0.0,15.0,16.0,32.0,32.0,12.0,11.0,9.0,9.0,3.0,5.0,1.0,0.0,5.0,8.0,11.0,11.0,32.0,30.0,20.0,24.0,3.0,0.0,3.0,7.0,-2.0,1.0,3.0,-2.0,-3.0,-1.0,0.0,2.0,0.0,3.0,1.0,4.0,-6.0,-3.0,2.0,-1.0,-1.0,4.0,0.0,0
S41G01N245,3.0,31.0,29.0,14.0,13.0,16.0,18.0,5.0,6.0,11.0,10.0,1.0,4.0,2.0,0.0,17.0,21.0,47.0,47.0,19.0,19.0,16.0,13.0,7.0,8.0,1.0,0.0,7.0,12.0,16.0,17.0,50.0,52.0,24.0,33.0,7.0,2.0,5.0,11.0,2.0,-1.0,-2.0,1.0,2.0,0.0,0.0,1.0,-3.0,5.0,4.0,9.0,-1.0,-5.0,3.0,-1.0,-2.0,6.0,1.0,0
S41G01N245,4.0,41.0,43.0,20.0,22.0,21.0,21.0,9.0,7.0,15.0,14.0,2.0,4.0,2.0,0.0,19.0,23.0,62.0,64.0,29.0,29.0,20.0,16.0,10.0,11.0,1.0,0.0,10.0,15.0,20.0,22.0,77.0,76.0,29.0,38.0,8.0,3.0,7.0,12.0,-1.0,2.0,2.0,-2.0,0.0,0.0,2.0,1.0,-4.0,5.0,4.0,9.0,-1.0,-5.0,2.0,-1.0,-2.0,5.0,2.0,0
S41G01N246,1.0,10.0,15.0,3.0,8.0,10.0,6.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,7.0,13.0,20.0,21.0,4.0,8.0,4.0,4.0,3.0,2.0,0.0,1.0,3.0,7.0,5.0,5.0,12.0,18.0,10.0,20.0,3.0,0.0,1.0,4.0,6.0,5.0,5.0,-1.0,-4.0,4.0,1.0,-1.0,0.0,4.0,6.0,10.0,2.0,-3.0,-1.0,1.0,0.0,3.0,0.0,1
S41G01N246,2.0,20.0,23.0,6.0,14.0,16.0,16.0,2.0,3.0,7.0,11.0,1.0,0.0,0.0,0.0,14.0,23.0,36.0,39.0,8.0,17.0,8.0,4.0,6.0,2.0,0.0,1.0,4.0,9.0,8.0,9.0,24.0,39.0,18.0,32.0,4.0,0.0,1.0,6.0,15.0,8.0,3.0,1.0,0.0,9.0,3.0,-4.0,-4.0,5.0,9.0,14.0,4.0,-4.0,-1.0,1.0,0.0,5.0,1.0,1
S41G01N246,3.0,29.0,35.0,9.0,20.0,25.0,20.0,4.0,5.0,10.0,17.0,1.0,1.0,0.0,0.0,20.0,34.0,54.0,55.0,13.0,25.0,11.0,7.0,9.0,4.0,0.0,1.0,5.0,11.0,11.0,12.0,39.0,59.0,25.0,45.0,5.0,0.0,1.0,8.0,20.0,11.0,6.0,1.0,-5.0,12.0,1.0,-5.0,-4.0,6.0,14.0,20.0,7.0,-5.0,0.0,1.0,0.0,7.0,1.0,1
S41G01N246,4.0,33.0,47.0,11.0,24.0,39.0,23.0,7.0,5.0,14.0,20.0,4.0,1.0,0.0,1.0,30.0,42.0,72.0,70.0,18.0,29.0,16.0,11.0,14.0,5.0,1.0,1.0,9.0,13.0,16.0,18.0,57.0,68.0,39.0,55.0,6.0,1.0,2.0,10.0,11.0,13.0,14.0,-2.0,-16.0,11.0,-2.0,-9.0,-5.0,4.0,12.0,16.0,6.0,-5.0,-3.0,0.0,1.0,8.0,2.0,1
S41G01N247,1.0,14.0,9.0,8.0,6.0,7.0,9.0,2.0,1.0,7.0,3.0,1.0,0.0,1.0,1.0,9.0,5.0,21.0,18.0,10.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,3.0,2.0,24.0,16.0,12.0,6.0,1.0,0.0,1.0,1.0,-8.0,-2.0,-5.0,-1.0,2.0,-3.0,-3.0,-1.0,-1.0,-2.0,-4.0,-6.0,-4.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1
S41G01N247,2.0,22.0,18.0,10.0,9.0,12.0,18.0,2.0,4.0,9.0,7.0,2.0,1.0,1.0,2.0,16.0,10.0,34.0,36.0,12.0,13.0,10.0,7.0,10.0,5.0,1.0,1.0,7.0,4.0,10.0,10.0,36.0,35.0,23.0,14.0,2.0,4.0,6.0,4.0,-1.0,-1.0,-4.0,2.0,6.0,1.0,2.0,-5.0,-3.0,-3.0,-6.0,-9.0,-2.0,2.0,-1.0,0.0,1.0,-2.0,0.0,1
S41G01N247,3.0,32.0,30.0,15.0,17.0,16.0,27.0,3.0,5.0,12.0,11.0,2.0,1.0,1.0,4.0,24.0,17.0,48.0,57.0,18.0,22.0,14.0,11.0,12.0,8.0,1.0,2.0,9.0,9.0,14.0,14.0,51.0,57.0,33.0,26.0,2.0,6.0,10.0,4.0,6.0,2.0,-2.0,2.0,11.0,4.0,9.0,-4.0,-3.0,0.0,-7.0,-7.0,-1.0,4.0,-1.0,1.0,3.0,-6.0,0.0,1
S41G01N247,4.0,38.0,44.0,20.0,24.0,23.0,33.0,4.0,6.0,17.0,17.0,4.0,1.0,2.0,6.0,31.0,22.0,61.0,77.0,24.0,30.0,18.0,15.0,16.0,10.0,1.0,3.0,10.0,13.0,20.0,16.0,68.0,76.0,41.0,35.0,3.0,9.0,14.0,5.0,8.0,4.0,6.0,2.0,10.0,6.0,16.0,-6.0,-3.0,3.0,-9.0,-6.0,0.0,6.0,-3.0,2.0,4.0,-9.0,-4.0,1
S41G01N248,1.0,16.0,11.0,7.0,7.0,2.0,7.0,0.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,6.0,9.0,18.0,18.0,7.0,10.0,4.0,3.0,0.0,1.0,0.0,0.0,5.0,3.0,5.0,4.0,14.0,24.0,11.0,12.0,3.0,2.0,2.0,3.0,10.0,0.0,-5.0,3.0,5.0,3.0,0.0,1.0,-1.0,-2.0,3.0,1.0,4.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0
S41G01N248,2.0,32.0,20.0,16.0,11.0,5.0,12.0,0.0,5.0,7.0,11.0,1.0,0.0,0.0,0.0,13.0,16.0,37.0,32.0,16.0,16.0,13.0,9.0,5.0,6.0,0.0,0.0,8.0,4.0,12.0,10.0,37.0,43.0,21.0,20.0,4.0,2.0,2.0,4.0,6.0,-5.0,-12.0,5.0,7.0,0.0,-5.0,1.0,-4.0,-4.0,3.0,-1.0,4.0,-2.0,-1.0,0.0,0.0,2.0,-2.0,0
S41G01N248,3.0,45.0,34.0,24.0,16.0,8.0,14.0,0.0,5.0,11.0,14.0,4.0,0.0,1.0,0.0,19.0,23.0,53.0,48.0,24.0,21.0,18.0,13.0,8.0,10.0,0.0,1.0,11.0,6.0,18.0,14.0,56.0,57.0,30.0,29.0,5.0,2.0,3.0,6.0,1.0,-8.0,-11.0,5.0,6.0,-3.0,-5.0,2.0,-5.0,-5.0,4.0,-1.0,3.0,-3.0,-4.0,1.0,-1.0,3.0,-4.0,0
S41G01N248,4.0,59.0,43.0,30.0,19.0,13.0,21.0,2.0,8.0,13.0,16.0,5.0,0.0,1.0,0.0,27.0,29.0,72.0,64.0,32.0,27.0,23.0,13.0,12.0,10.0,0.0,1.0,15.0,6.0,22.0,20.0,78.0,72.0,42.0,35.0,6.0,2.0,3.0,8.0,-6.0,-11.0,-16.0,6.0,8.0,-5.0,-8.0,-2.0,-10.0,-9.0,2.0,-7.0,3.0,-4.0,-5.0,1.0,-1.0,5.0,-2.0,0
S41G01N249,1.0,8.0,13.0,8.0,6.0,8.0,7.0,5.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0,8.0,4.0,16.0,20.0,13.0,8.0,4.0,4.0,2.0,3.0,0.0,0.0,1.0,3.0,4.0,5.0,33.0,21.0,9.0,7.0,0.0,3.0,3.0,1.0,-12.0,-2.0,5.0,-3.0,-1.0,-5.0,4.0,1.0,0.0,2.0,-4.0,-2.0,-1.0,3.0,0.0,0.0,0.0,-2.0,1.0,0
S41G01N249,2.0,18.0,24.0,11.0,11.0,14.0,16.0,9.0,6.0,11.0,10.0,0.0,1.0,0.0,0.0,15.0,10.0,32.0,40.0,20.0,17.0,4.0,7.0,2.0,6.0,0.0,1.0,4.0,7.0,10.0,9.0,51.0,46.0,19.0,17.0,0.0,4.0,7.0,1.0,-5.0,0.0,6.0,-3.0,2.0,-3.0,8.0,4.0,3.0,3.0,-5.0,-2.0,-1.0,4.0,1.0,1.0,0.0,-6.0,-1.0,0
S41G01N249,3.0,27.0,38.0,14.0,19.0,23.0,19.0,13.0,6.0,15.0,12.0,0.0,3.0,0.0,1.0,23.0,18.0,50.0,57.0,27.0,25.0,4.0,9.0,2.0,8.0,0.0,1.0,6.0,8.0,14.0,13.0,69.0,64.0,29.0,26.0,2.0,5.0,9.0,3.0,-5.0,5.0,11.0,-7.0,-4.0,-2.0,7.0,6.0,5.0,2.0,-5.0,-3.0,-3.0,3.0,3.0,1.0,1.0,-6.0,-1.0,0
S41G01N249,4.0,34.0,48.0,19.0,22.0,35.0,25.0,17.0,7.0,19.0,15.0,0.0,3.0,0.0,1.0,31.0,22.0,69.0,73.0,36.0,29.0,5.0,14.0,3.0,12.0,0.0,1.0,10.0,11.0,20.0,16.0,92.0,77.0,41.0,33.0,4.0,9.0,13.0,6.0,-15.0,3.0,14.0,-10.0,-10.0,-7.0,4.0,9.0,9.0,1.0,-9.0,-8.0,-4.0,5.0,3.0,1.0,1.0,-7.0,-4.0,0
S41G01N25,1.0,14.0,9.0,9.0,7.0,3.0,7.0,2.0,3.0,8.0,8.0,0.0,0.0,2.0,0.0,5.0,5.0,17.0,16.0,11.0,10.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,25.0,23.0,7.0,6.0,3.0,1.0,2.0,3.0,-2.0,-2.0,-5.0,1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,0.0,-2.0,1.0,0.0,0
S41G01N25,2.0,24.0,21.0,15.0,12.0,9.0,13.0,4.0,3.0,13.0,11.0,1.0,1.0,2.0,0.0,13.0,13.0,33.0,34.0,19.0,15.0,5.0,11.0,2.0,8.0,0.0,1.0,2.0,4.0,14.0,8.0,44.0,41.0,15.0,17.0,4.0,3.0,6.0,5.0,-3.0,-3.0,-3.0,-1.0,4.0,-4.0,1.0,6.0,6.0,2.0,0.0,2.0,-2.0,-1.0,0.0,1.0,-2.0,-1.0,-6.0,0
S41G01N25,3.0,32.0,32.0,19.0,17.0,18.0,15.0,6.0,3.0,16.0,13.0,1.0,1.0,2.0,0.0,20.0,21.0,50.0,47.0,25.0,20.0,9.0,21.0,5.0,16.0,1.0,1.0,4.0,6.0,22.0,13.0,61.0,59.0,24.0,27.0,6.0,5.0,8.0,9.0,-2.0,-2.0,0.0,-3.0,-3.0,-5.0,-3.0,11.0,12.0,2.0,1.0,3.0,-3.0,-1.0,0.0,0.0,-2.0,1.0,-9.0,0
S41G01N25,4.0,47.0,48.0,29.0,22.0,20.0,25.0,7.0,7.0,20.0,17.0,6.0,1.0,2.0,1.0,28.0,24.0,67.0,73.0,36.0,29.0,13.0,22.0,8.0,17.0,1.0,1.0,7.0,15.0,25.0,19.0,87.0,82.0,35.0,39.0,6.0,6.0,9.0,9.0,-5.0,-7.0,1.0,0.0,5.0,-7.0,6.0,9.0,9.0,8.0,-4.0,4.0,-3.0,0.0,-5.0,0.0,-1.0,0.0,-6.0,0
S41G01N250,1.0,12.0,18.0,6.0,6.0,7.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,9.0,6.0,19.0,20.0,9.0,7.0,4.0,1.0,2.0,1.0,0.0,0.0,4.0,2.0,3.0,6.0,23.0,16.0,13.0,8.0,2.0,2.0,3.0,2.0,-7.0,0.0,6.0,-2.0,-5.0,-2.0,1.0,-1.0,-3.0,-2.0,-3.0,-5.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,3.0,0
S41G01N250,2.0,22.0,28.0,9.0,10.0,14.0,10.0,4.0,3.0,5.0,4.0,3.0,0.0,1.0,0.0,17.0,16.0,36.0,38.0,13.0,13.0,7.0,5.0,3.0,5.0,0.0,1.0,8.0,4.0,10.0,10.0,33.0,34.0,25.0,20.0,3.0,5.0,8.0,4.0,1.0,1.0,6.0,-1.0,-4.0,0.0,2.0,2.0,-2.0,-4.0,-1.0,-5.0,-1.0,2.0,-3.0,1.0,-1.0,-4.0,0.0,0
S41G01N250,3.0,31.0,43.0,13.0,18.0,25.0,11.0,6.0,3.0,8.0,9.0,3.0,0.0,1.0,1.0,24.0,27.0,56.0,54.0,19.0,21.0,8.0,7.0,4.0,5.0,0.0,1.0,11.0,5.0,15.0,15.0,48.0,50.0,35.0,32.0,4.0,6.0,10.0,7.0,2.0,5.0,12.0,-3.0,-14.0,2.0,-2.0,1.0,-1.0,-6.0,3.0,-3.0,1.0,2.0,-3.0,1.0,0.0,-3.0,0.0,0
S41G01N250,4.0,41.0,56.0,18.0,21.0,29.0,15.0,7.0,3.0,13.0,11.0,4.0,0.0,1.0,1.0,33.0,30.0,70.0,71.0,25.0,24.0,14.0,10.0,8.0,8.0,0.0,2.0,14.0,8.0,20.0,19.0,65.0,59.0,47.0,38.0,5.0,8.0,13.0,9.0,-6.0,3.0,15.0,-4.0,-14.0,-1.0,1.0,0.0,-4.0,-6.0,-3.0,-9.0,-2.0,3.0,-4.0,2.0,0.0,-4.0,-1.0,0
S41G01N251,1.0,11.0,10.0,2.0,8.0,7.0,6.0,3.0,2.0,5.0,9.0,0.0,1.0,0.0,1.0,4.0,12.0,18.0,16.0,5.0,10.0,2.0,4.0,0.0,4.0,1.0,0.0,1.0,2.0,4.0,4.0,13.0,26.0,5.0,14.0,2.0,1.0,1.0,3.0,13.0,6.0,-1.0,-1.0,-1.0,5.0,-2.0,4.0,2.0,1.0,8.0,9.0,4.0,-1.0,1.0,-1.0,1.0,2.0,0.0,1
S41G01N251,2.0,19.0,19.0,5.0,11.0,12.0,14.0,5.0,9.0,8.0,17.0,0.0,2.0,0.0,1.0,10.0,20.0,31.0,33.0,10.0,20.0,9.0,7.0,5.0,6.0,1.0,1.0,1.0,3.0,7.0,11.0,30.0,55.0,11.0,23.0,2.0,2.0,4.0,4.0,25.0,6.0,0.0,4.0,2.0,10.0,2.0,1.0,-2.0,2.0,10.0,12.0,9.0,0.0,2.0,0.0,1.0,0.0,4.0,1
S41G01N251,3.0,26.0,36.0,8.0,21.0,21.0,17.0,9.0,10.0,15.0,21.0,1.0,2.0,0.0,1.0,13.0,26.0,47.0,53.0,17.0,31.0,9.0,8.0,5.0,7.0,1.0,1.0,2.0,6.0,10.0,11.0,48.0,79.0,15.0,32.0,2.0,2.0,4.0,4.0,31.0,13.0,10.0,1.0,-4.0,14.0,6.0,2.0,-1.0,4.0,13.0,17.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,1
S41G01N251,4.0,38.0,47.0,14.0,26.0,29.0,26.0,13.0,13.0,22.0,26.0,1.0,4.0,0.0,1.0,22.0,33.0,67.0,73.0,27.0,39.0,11.0,10.0,7.0,7.0,1.0,1.0,5.0,10.0,14.0,14.0,74.0,98.0,27.0,43.0,2.0,2.0,4.0,4.0,24.0,12.0,9.0,0.0,-3.0,12.0,6.0,0.0,-1.0,5.0,11.0,16.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,1
S41G01N252,1.0,10.0,10.0,5.0,4.0,6.0,7.0,1.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,8.0,7.0,16.0,17.0,6.0,7.0,3.0,8.0,2.0,7.0,0.0,0.0,2.0,2.0,5.0,4.0,15.0,24.0,10.0,9.0,0.0,3.0,3.0,1.0,9.0,-1.0,0.0,2.0,1.0,1.0,1.0,5.0,5.0,0.0,-1.0,-1.0,2.0,3.0,0.0,0.0,0.0,-2.0,-1.0,1
S41G01N252,2.0,20.0,23.0,8.0,13.0,14.0,12.0,3.0,6.0,5.0,13.0,0.0,1.0,1.0,0.0,13.0,18.0,34.0,35.0,11.0,19.0,9.0,11.0,6.0,8.0,0.0,0.0,4.0,5.0,9.0,9.0,31.0,52.0,17.0,23.0,2.0,4.0,4.0,4.0,21.0,5.0,3.0,3.0,-2.0,8.0,1.0,2.0,2.0,1.0,5.0,6.0,8.0,2.0,1.0,0.0,-1.0,0.0,0.0,1
S41G01N252,3.0,31.0,31.0,14.0,17.0,19.0,26.0,7.0,12.0,11.0,22.0,0.0,1.0,1.0,0.0,19.0,23.0,50.0,57.0,21.0,29.0,14.0,16.0,8.0,11.0,1.0,0.0,6.0,12.0,15.0,15.0,57.0,81.0,25.0,35.0,3.0,7.0,8.0,8.0,24.0,3.0,0.0,5.0,7.0,8.0,7.0,3.0,2.0,6.0,4.0,10.0,11.0,4.0,1.0,-1.0,-1.0,0.0,0.0,1
S41G01N252,4.0,45.0,42.0,22.0,21.0,24.0,31.0,7.0,13.0,17.0,27.0,0.0,2.0,1.0,0.0,27.0,28.0,69.0,73.0,29.0,34.0,22.0,24.0,15.0,17.0,1.0,0.0,9.0,16.0,21.0,22.0,80.0,98.0,36.0,44.0,4.0,8.0,9.0,11.0,18.0,-1.0,-3.0,6.0,7.0,5.0,4.0,2.0,2.0,7.0,1.0,8.0,10.0,4.0,2.0,-1.0,-1.0,2.0,1.0,1
S41G01N253,1.0,7.0,12.0,4.0,7.0,9.0,4.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,8.0,7.0,16.0,16.0,6.0,7.0,6.0,0.0,5.0,0.0,1.0,0.0,3.0,1.0,4.0,6.0,19.0,14.0,11.0,8.0,1.0,2.0,2.0,2.0,-5.0,3.0,5.0,-2.0,-5.0,1.0,0.0,-5.0,-6.0,-2.0,-1.0,-3.0,2.0,1.0,0.0,-1.0,0.0,0.0,2.0,1
S41G01N253,2.0,15.0,24.0,9.0,12.0,17.0,11.0,3.0,3.0,5.0,10.0,0.0,0.0,0.0,0.0,18.0,14.0,32.0,35.0,12.0,15.0,11.0,13.0,10.0,6.0,1.0,1.0,5.0,5.0,13.0,11.0,37.0,39.0,23.0,19.0,1.0,4.0,6.0,2.0,2.0,3.0,9.0,0.0,-6.0,3.0,3.0,-4.0,2.0,0.0,-4.0,-4.0,5.0,3.0,0.0,0.0,0.0,-4.0,-2.0,1
S41G01N253,3.0,22.0,39.0,11.0,23.0,27.0,15.0,7.0,4.0,8.0,18.0,0.0,0.0,0.0,1.0,21.0,23.0,49.0,54.0,18.0,27.0,13.0,19.0,12.0,10.0,1.0,1.0,7.0,9.0,18.0,15.0,55.0,68.0,28.0,32.0,1.0,5.0,7.0,2.0,13.0,12.0,17.0,-3.0,-12.0,9.0,5.0,-2.0,6.0,2.0,2.0,4.0,10.0,4.0,0.0,0.0,1.0,-5.0,-3.0,1
S41G01N253,4.0,30.0,49.0,14.0,30.0,36.0,22.0,10.0,5.0,11.0,21.0,0.0,0.0,0.0,1.0,25.0,31.0,66.0,71.0,24.0,35.0,18.0,23.0,15.0,13.0,2.0,1.0,10.0,12.0,23.0,20.0,73.0,88.0,35.0,43.0,2.0,7.0,10.0,4.0,15.0,16.0,19.0,-5.0,-14.0,11.0,5.0,-2.0,5.0,2.0,6.0,8.0,10.0,5.0,0.0,-1.0,1.0,-6.0,-3.0,1
S41G01N254,1.0,12.0,8.0,6.0,5.0,5.0,7.0,1.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,8.0,17.0,15.0,7.0,7.0,10.0,14.0,8.0,9.0,0.0,0.0,3.0,4.0,7.0,8.0,23.0,25.0,9.0,12.0,2.0,2.0,2.0,2.0,2.0,-1.0,-4.0,1.0,2.0,0.0,-2.0,1.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
S41G01N254,2.0,29.0,20.0,15.0,9.0,8.0,14.0,1.0,3.0,10.0,10.0,1.0,1.0,0.0,0.0,16.0,17.0,37.0,34.0,16.0,12.0,12.0,14.0,9.0,9.0,1.0,0.0,6.0,6.0,11.0,11.0,42.0,36.0,22.0,23.0,5.0,4.0,4.0,7.0,-6.0,-6.0,-9.0,2.0,6.0,-4.0,-3.0,0.0,2.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,0.0,3.0,0.0,1
S41G01N254,3.0,44.0,27.0,23.0,16.0,11.0,23.0,2.0,5.0,16.0,11.0,1.0,1.0,0.0,0.0,21.0,22.0,55.0,50.0,25.0,21.0,15.0,22.0,12.0,16.0,1.0,0.0,9.0,9.0,19.0,16.0,64.0,63.0,30.0,31.0,6.0,8.0,8.0,9.0,-1.0,-7.0,-17.0,3.0,12.0,-4.0,-5.0,4.0,7.0,0.0,1.0,1.0,-5.0,2.0,0.0,-1.0,0.0,1.0,-3.0,1
S41G01N254,4.0,53.0,37.0,27.0,20.0,16.0,31.0,4.0,8.0,20.0,15.0,2.0,1.0,0.0,1.0,26.0,29.0,69.0,68.0,31.0,28.0,16.0,26.0,13.0,19.0,1.0,0.0,9.0,14.0,25.0,19.0,79.0,83.0,35.0,43.0,8.0,10.0,10.0,12.0,4.0,-7.0,-16.0,4.0,15.0,-3.0,-1.0,6.0,10.0,5.0,3.0,8.0,-5.0,2.0,-1.0,-1.0,1.0,2.0,-6.0,1
S41G01N255,1.0,11.0,21.0,3.0,10.0,5.0,5.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,0.0,10.0,10.0,16.0,26.0,4.0,11.0,6.0,1.0,3.0,0.0,0.0,0.0,2.0,7.0,4.0,4.0,12.0,23.0,12.0,17.0,1.0,3.0,4.0,1.0,11.0,7.0,10.0,0.0,0.0,7.0,10.0,-3.0,-5.0,5.0,0.0,5.0,0.0,2.0,-1.0,0.0,-1.0,-3.0,0.0,1
S41G01N255,2.0,22.0,29.0,9.0,16.0,7.0,13.0,1.0,5.0,8.0,11.0,2.0,1.0,2.0,2.0,13.0,18.0,29.0,42.0,10.0,21.0,12.0,3.0,7.0,2.0,0.0,0.0,3.0,9.0,8.0,10.0,28.0,49.0,16.0,27.0,1.0,4.0,5.0,1.0,21.0,7.0,7.0,4.0,6.0,11.0,13.0,-5.0,-9.0,6.0,5.0,11.0,3.0,3.0,-1.0,0.0,0.0,-4.0,2.0,1
S41G01N255,3.0,35.0,36.0,16.0,17.0,12.0,18.0,1.0,8.0,14.0,13.0,3.0,3.0,3.0,2.0,18.0,26.0,47.0,54.0,17.0,25.0,18.0,7.0,12.0,4.0,0.0,0.0,6.0,10.0,13.0,14.0,47.0,62.0,24.0,36.0,7.0,7.0,8.0,9.0,15.0,1.0,1.0,7.0,6.0,8.0,7.0,-8.0,-11.0,4.0,8.0,12.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,1
S41G01N255,4.0,40.0,45.0,20.0,21.0,22.0,25.0,5.0,11.0,23.0,20.0,3.0,3.0,3.0,4.0,24.0,29.0,62.0,70.0,25.0,32.0,22.0,11.0,15.0,7.0,0.0,0.0,9.0,13.0,17.0,18.0,70.0,82.0,33.0,42.0,9.0,9.0,10.0,11.0,12.0,1.0,5.0,6.0,3.0,7.0,8.0,-8.0,-11.0,4.0,5.0,9.0,-3.0,0.0,0.0,0.0,1.0,1.0,1.0,1
S41G01N256,1.0,11.0,16.0,7.0,10.0,5.0,2.0,3.0,1.0,5.0,7.0,2.0,1.0,0.0,1.0,5.0,5.0,16.0,18.0,10.0,11.0,1.0,5.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,4.0,23.0,27.0,7.0,7.0,1.0,3.0,5.0,1.0,4.0,3.0,5.0,-2.0,-3.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,-1.0,0.0,1.0,-4.0,-1.0,0
S41G01N256,2.0,19.0,30.0,12.0,15.0,12.0,7.0,4.0,2.0,7.0,9.0,4.0,1.0,0.0,2.0,13.0,11.0,31.0,37.0,16.0,17.0,4.0,5.0,3.0,4.0,0.0,0.0,5.0,7.0,8.0,10.0,39.0,40.0,18.0,18.0,2.0,4.0,7.0,2.0,1.0,3.0,11.0,-2.0,-5.0,1.0,6.0,1.0,1.0,2.0,-2.0,0.0,2.0,2.0,-3.0,0.0,2.0,-5.0,2.0,0
S41G01N256,3.0,30.0,42.0,18.0,22.0,16.0,13.0,6.0,3.0,13.0,15.0,5.0,1.0,0.0,3.0,20.0,14.0,46.0,55.0,24.0,25.0,11.0,8.0,10.0,7.0,1.0,1.0,8.0,10.0,12.0,16.0,64.0,60.0,28.0,24.0,4.0,6.0,10.0,5.0,-4.0,4.0,12.0,-3.0,-3.0,1.0,9.0,-3.0,-3.0,2.0,-6.0,-4.0,2.0,2.0,-4.0,0.0,3.0,-5.0,4.0,0
