gameKey,seasonName,date,winner,H_TEAM,H_AST,H_BLK,H_DREB,H_OREB,H_PRB,H_TRB,H_2PA,H_2PM,H_3PA,H_3PM,H_DKA,H_DKM,H_FTA,H_FTM,H_SWA,H_SWM,H_FGA,H_FGM,H_TPF,H_PF,H_PP,H_PA,H_STL,H_TTO,H_PTO,H_MIN,H_UF,H_TF,H_EJ,H_TO,H_NR,H_TS%,H_eFG%,H_EFF,H_TOV%,H_OREB%,H_FT%,H_AST%,H_AST/TO%,H_CR,H_LC,H_LLP,H_PACE,A_TEAM,A_AST,A_BLK,A_DREB,A_OREB,A_PRB,A_TRB,A_2PA,A_2PM,A_3PA,A_3PM,A_DKA,A_DKM,A_FTA,A_FTM,A_SWA,A_SWM,A_FGA,A_FGM,A_TPF,A_PF,A_PP,A_PA,A_STL,A_TTO,A_PTO,A_MIN,A_UF,A_TF,A_EJ,A_TO,A_NR,A_TS%,A_eFG%,A_EFF,A_TOV%,A_OREB%,A_FT%,A_AST%,A_AST/TO%,A_CR,A_LC,A_LLP,A_PACE
S39G01N1,2021-2022,20211009,home,70,13,4,26,12,38,1,41,20,33,14,1,1,4,3,2,4,74,34,16,9,85,78,6,0,6,2400,0,0,0,6,10.539944803641774,56.09820485744456,55.4054054054054,100,7.338551859099804,32.432432432432435,75.0,38.23529411764706,2.1666666666666665,2,6,17,69.02000000000001,60,16,1,25,17,42,2,37,19,33,10,0,0,12,8,5,10,70,29,12,10,76,82,2,1,10,2400,0,0,0,11,-10.539944803641774,50.47821466524973,48.57142857142857,83,11.726078799249532,39.53488372093023,66.66666666666667,55.172413793103445,1.6,2,6,4,69.02000000000001
S39G01N10,2021-2022,20211011,away,50,15,0,13,13,26,7,48,19,21,7,1,1,19,17,3,6,69,26,21,13,76,88,14,1,12,2400,0,0,0,13,-27.96590778422666,49.12099276111686,42.7536231884058,80,13.42882721575649,36.111111111111114,89.47368421052632,57.69230769230769,1.25,4,4,8,74.25999999999999,6,19,3,23,11,34,3,37,23,24,12,2,2,14,10,4,8,61,35,23,13,92,75,8,3,16,2400,0,0,1,19,27.96590778422666,68.4931506849315,67.21311475409836,110,19.24001924001924,45.833333333333336,71.42857142857143,54.285714285714285,1.1875,4,4,22,74.25999999999999
S39G01N100,2021-2022,20211212,home,70,24,3,15,12,27,5,38,22,34,17,1,1,10,8,6,13,72,39,17,12,103,82,8,0,7,2400,0,0,0,7,30.814708186167238,67.40837696335078,65.97222222222223,128,8.393285371702637,37.5,80.0,61.53846153846154,3.4285714285714284,4,1,29,70.96000000000001,35,18,3,20,16,36,2,51,27,17,6,1,1,8,8,4,8,68,33,18,11,80,76,4,0,15,2400,0,0,0,15,-30.814708186167238,55.928411633109626,52.94117647058823,93,17.337031900138697,51.61290322580645,100.0,54.54545454545455,1.2,4,1,0,70.96000000000001
S39G01N101,2021-2022,20211212,home,55,19,5,20,10,30,3,56,29,17,5,2,2,20,15,3,4,73,34,20,12,88,93,12,0,5,2400,0,0,0,5,11.971393034825894,53.789731051344745,50.0,108,5.760368663594471,26.31578947368421,75.0,55.88235294117647,3.8,2,6,17,75.92,10,20,2,28,12,40,4,46,20,17,9,1,1,16,10,3,5,63,29,19,8,77,79,3,1,17,2400,0,0,1,18,-11.971393034825894,54.96858937749857,53.17460317460318,88,19.53125,37.5,62.5,68.96551724137932,1.1764705882352942,2,6,9,75.92
S39G01N102,2021-2022,20211212,away,30,23,1,27,14,41,1,44,25,30,9,2,2,15,11,7,13,74,34,16,9,88,89,10,0,16,2700,0,0,0,16,-11.399224528886862,54.59057071960298,52.027027027027025,104,16.563146997929607,33.333333333333336,73.33333333333333,67.6470588235294,1.4375,3,6,8,71.00444444444443,60,23,3,28,6,34,0,41,24,25,11,2,2,14,10,5,9,66,35,18,10,91,80,10,3,11,2700,1,0,0,14,11.399224528886862,63.05432372505543,61.36363636363637,112,13.227513227513228,18.181818181818183,71.42857142857143,65.71428571428571,2.090909090909091,3,6,12,71.00444444444443
S39G01N103,2021-2022,20211212,away,50,13,0,23,18,41,8,57,25,21,6,3,3,6,4,5,8,78,31,18,13,72,84,3,1,7,2400,0,0,0,8,14.879540208561508,44.642857142857146,43.58974358974359,80,7.987220447284345,42.857142857142854,66.66666666666667,41.935483870967744,1.8571428571428572,2,3,17,67.02000000000001,6,9,3,24,5,29,2,30,15,24,6,0,0,10,9,0,0,54,21,13,9,57,64,5,1,11,2400,0,1,0,12,-14.879540208561508,48.8013698630137,44.44444444444444,59,15.850144092219018,17.857142857142858,90.0,42.857142857142854,0.8181818181818182,2,3,1,67.02000000000001
S39G01N104,2021-2022,20211213,home,64,17,0,25,2,27,6,42,23,25,13,4,4,11,7,5,11,67,36,21,12,92,78,6,0,12,2400,0,0,1,12,9.001850913983546,64.03118040089086,63.43283582089552,101,14.31297709923664,7.142857142857143,63.63636363636363,47.22222222222222,1.4166666666666667,2,3,22,79.6,16,21,1,26,14,40,2,43,18,28,9,1,1,19,17,3,7,71,27,18,11,80,90,7,0,12,2400,1,0,0,12,-9.001850913983546,50.403225806451616,44.36619718309859,93,13.134851138353765,35.8974358974359,89.47368421052632,77.77777777777777,1.75,2,3,1,79.6
S39G01N105,2021-2022,20211214,home,6,19,1,23,14,37,4,35,17,30,14,2,2,13,8,7,17,65,31,19,10,84,78,7,0,12,2400,0,0,1,12,37.318634419130845,59.38914027149321,58.46153846153846,101,14.506769825918763,41.1764705882353,61.53846153846154,61.29032258064516,1.5833333333333333,2,7,25,69.1,35,15,5,20,11,31,4,38,18,21,4,0,0,17,11,4,8,59,22,18,11,59,76,8,2,14,2400,0,0,0,16,-37.318634419130845,44.37424789410349,40.67796610169491,63,17.39562624254473,32.35294117647059,64.70588235294117,68.18181818181819,1.0714285714285714,2,7,5,69.1
S39G01N106,2021-2022,20211215,away,60,14,0,24,12,36,5,36,16,21,6,2,2,14,12,4,9,57,22,15,12,62,71,6,0,14,2400,0,0,0,14,-10.677821841093362,49.081697276757446,43.85964912280702,72,18.144116122343185,35.294117647058826,85.71428571428571,63.63636363636363,1.0,2,2,5,65.18,50,15,2,22,12,34,2,37,21,30,8,1,1,5,3,2,4,67,29,19,12,69,72,8,0,8,2400,0,0,0,8,10.677821841093362,49.85549132947977,49.25373134328358,82,10.362694300518134,33.333333333333336,60.0,51.724137931034484,1.875,2,2,16,65.18
S39G01N107,2021-2022,20211216,away,55,18,0,18,12,30,5,54,28,20,8,1,1,27,19,3,6,74,36,22,11,99,101,11,1,11,2400,0,0,0,12,-23.715627428609224,57.63856544014905,54.054054054054056,105,11.354252683732453,34.285714285714285,70.37037037037037,50.0,1.6363636363636365,2,8,8,82.34,70,29,5,23,10,33,3,30,20,38,18,4,4,20,18,6,13,68,38,21,5,112,88,10,0,13,2400,0,2,1,13,23.715627428609224,72.91666666666667,69.11764705882354,147,14.476614699331849,35.714285714285715,90.0,76.3157894736842,2.230769230769231,2,8,13,82.34
