gameKey,seasonName,date,winner,H_TEAM,H_AST,H_BLK,H_DREB,H_OREB,H_PRB,H_TRB,H_2PA,H_2PM,H_3PA,H_3PM,H_DKA,H_DKM,H_FTA,H_FTM,H_SWA,H_SWM,H_FGA,H_FGM,H_TPF,H_PF,H_PP,H_PA,H_STL,H_TTO,H_PTO,H_MIN,H_UF,H_TF,H_EJ,H_TO,H_NR,H_TS%,H_eFG%,H_EFF,H_TOV%,H_OREB%,H_FT%,H_AST%,H_AST/TO%,H_CR,H_LC,H_LLP,H_PACE,A_TEAM,A_AST,A_BLK,A_DREB,A_OREB,A_PRB,A_TRB,A_2PA,A_2PM,A_3PA,A_3PM,A_DKA,A_DKM,A_FTA,A_FTM,A_SWA,A_SWM,A_FGA,A_FGM,A_TPF,A_PF,A_PP,A_PA,A_STL,A_TTO,A_PTO,A_MIN,A_UF,A_TF,A_EJ,A_TO,A_NR,A_TS%,A_eFG%,A_EFF,A_TOV%,A_OREB%,A_FT%,A_AST%,A_AST/TO%,A_CR,A_LC,A_LLP,A_PACE
S45G01N1,2024-2025,20241019,home,60,10,4,27,6,33,4,45,24,29,8,0,0,5,5,2,4,74,32,16,12,77,79,6,0,7,2400,0,2,0,7,7.669321389290104,50.5249343832021,48.648648648648646,85,8.413461538461538,15.789473684210526,100.0,31.25,1.4285714285714286,2,6,15,77.7,6,16,3,32,20,52,6,57,22,27,8,0,0,5,4,4,9,84,30,17,14,72,89,3,2,12,2400,0,0,0,14,-7.669321389290104,41.76334106728538,40.476190476190474,83,12.219959266802444,42.5531914893617,80.0,53.333333333333336,1.3333333333333333,2,6,6,77.7
S45G01N10,2024-2025,20241024,away,16,15,2,27,13,40,2,51,20,21,5,1,1,13,7,4,8,72,25,21,14,62,85,5,0,13,2400,0,0,0,13,-40.83473920202434,39.88677303139475,38.19444444444444,60,14.329805996472663,29.545454545454547,53.84615384615385,60.0,1.1538461538461537,5,1,0,77.0,64,19,5,31,10,41,3,41,22,31,13,1,1,12,9,3,6,72,35,20,12,92,84,6,1,9,2400,0,0,0,10,40.83473920202434,59.523809523809526,57.638888888888886,116,10.43115438108484,27.027027027027028,75.0,54.285714285714285,2.111111111111111,5,1,35,77.0
S45G01N100,2024-2025,20241222,away,70,13,1,27,8,35,3,41,18,14,4,1,1,17,12,2,4,55,22,18,14,60,72,5,1,15,2400,0,0,0,16,-14.34473955639443,48.015364916773365,43.63636363636363,63,19.359834796076406,27.586206896551722,70.58823529411765,59.09090909090909,0.8666666666666667,3,1,0,69.0,50,20,2,21,15,36,5,43,20,28,8,0,0,8,5,2,5,71,28,21,11,69,79,10,0,9,2400,0,1,0,9,14.34473955639443,46.2962962962963,45.070422535211264,87,10.775862068965518,35.714285714285715,62.5,71.42857142857143,2.2222222222222223,3,1,12,69.0
S45G01N101,2024-2025,20241222,away,16,18,4,27,10,37,2,42,24,21,7,2,2,17,8,8,15,63,31,17,13,77,80,6,1,13,2400,1,0,0,14,-4.728239572774427,54.62542565266742,54.76190476190476,89,15.572592237661715,28.571428571428573,47.05882352941177,58.064516129032256,1.3846153846153846,2,2,12,73.72,6,16,1,25,11,36,2,44,19,28,13,0,0,9,4,1,2,72,32,20,11,81,81,6,1,9,2400,0,0,0,10,4.728239572774427,53.3175355450237,53.47222222222222,87,10.593220338983052,28.94736842105263,44.44444444444444,50.0,1.7777777777777777,2,2,9,73.72
S45G01N102,2024-2025,20241224,home,6,19,3,24,17,41,3,49,26,25,10,3,3,16,9,7,15,74,36,18,10,91,90,5,0,11,2400,0,0,0,11,14.653019756330409,56.14511352418558,55.4054054054054,106,11.951325510647544,43.58974358974359,56.25,52.77777777777778,1.7272727272727273,4,8,18,74.1,10,22,1,22,13,35,4,49,25,22,6,1,1,14,10,6,12,71,31,18,8,78,85,7,1,9,2400,1,0,0,10,-14.653019756330409,50.5443234836703,47.88732394366197,93,10.445682451253482,35.13513513513514,71.42857142857143,70.96774193548387,2.4444444444444446,4,8,5,74.1
S45G01N103,2024-2025,20241225,home,60,23,2,29,10,39,1,41,24,37,13,2,2,8,7,6,13,78,37,16,11,94,86,10,0,6,2400,1,0,0,6,31.073353535187636,57.65456329735034,55.76923076923077,121,6.855575868372943,25.0,87.5,62.16216216216216,3.8333333333333335,5,7,36,76.46000000000001,70,18,3,30,8,38,2,39,20,27,7,1,1,10,7,8,17,66,27,13,9,68,76,4,2,13,2400,1,0,0,15,-31.073353535187636,48.29545454545454,46.21212121212121,76,15.587529976019184,21.62162162162162,70.0,66.66666666666667,1.3846153846153846,5,7,5,76.46000000000001
S45G01N104,2024-2025,20241225,home,66,20,6,23,4,27,9,46,26,27,9,1,1,13,8,7,15,73,35,19,11,87,86,10,1,8,2400,0,0,0,9,0.19740938721118084,55.25914634146341,54.10958904109589,107,9.22509225092251,13.333333333333334,61.53846153846154,57.142857142857146,2.5,1,6,25,79.94,16,21,5,26,18,44,3,40,19,34,11,1,0,14,10,4,9,74,30,19,12,81,88,4,1,15,2400,0,0,0,16,-0.19740938721118084,50.52395209580838,47.972972972972975,94,15.762925598991174,43.90243902439025,71.42857142857143,70.0,1.4,1,6,6,79.94
S45G01N105,2024-2025,20241225,home,55,13,1,31,6,37,4,36,17,28,7,1,1,11,8,4,9,64,24,17,13,63,75,5,0,9,2400,0,0,0,9,2.612631334268997,45.7582800697269,42.96875,71,11.562178828365878,17.142857142857142,72.72727272727273,54.166666666666664,1.4444444444444444,2,8,7,71.18,35,15,2,29,10,39,5,29,11,37,10,0,0,8,8,1,2,66,21,18,12,60,74,5,0,11,2400,0,0,0,11,-2.612631334268997,43.15304948216341,39.39393939393939,70,13.66120218579235,24.390243902439025,100.0,71.42857142857143,1.3636363636363635,2,8,7,71.18
S45G01N106,2024-2025,20241226,away,64,15,2,20,13,33,2,40,15,32,7,1,1,12,3,5,10,72,22,22,13,54,84,6,0,8,2400,0,0,0,8,-47.627900071333926,34.93788819875776,35.416666666666664,45,9.380863039399625,27.083333333333332,25.0,68.18181818181819,1.875,2,9,2,70.88,50,21,2,35,8,43,7,39,26,21,7,0,0,17,12,3,6,60,33,20,13,85,77,1,3,10,2400,0,0,0,13,47.627900071333926,62.98162418494368,60.833333333333336,114,12.906556530717603,28.571428571428573,70.58823529411765,63.63636363636363,2.1,2,9,33,70.88
S45G01N107,2024-2025,20241227,away,60,15,5,21,6,27,3,44,22,23,8,0,0,15,11,4,8,67,30,14,8,79,82,6,0,9,2400,0,2,1,9,-16.33364153589946,53.66847826086957,50.74626865671642,85,10.89588377723971,16.666666666666668,73.33333333333333,50.0,1.6666666666666667,2,5,5,78.06,10,22,2,30,24,54,3,60,29,30,11,4,3,8,4,5,10,90,40,21,13,95,98,5,1,10,2400,0,2,0,11,16.33364153589946,50.791274593669804,50.55555555555556,116,9.659969088098919,53.333333333333336,50.0,55.0,2.2,2,5,17,78.06
