gameKey,seasonName,date,winner,H_TEAM,H_AST,H_BLK,H_DREB,H_OREB,H_PRB,H_TRB,H_2PA,H_2PM,H_3PA,H_3PM,H_DKA,H_DKM,H_FTA,H_FTM,H_SWA,H_SWM,H_FGA,H_FGM,H_TPF,H_PF,H_PP,H_PA,H_STL,H_TTO,H_PTO,H_MIN,H_UF,H_TF,H_EJ,H_TO,H_NR,H_TS%,H_eFG%,H_EFF,H_TOV%,H_OREB%,H_FT%,H_AST%,H_AST/TO%,H_CR,H_LC,H_LLP,H_PACE,A_TEAM,A_AST,A_BLK,A_DREB,A_OREB,A_PRB,A_TRB,A_2PA,A_2PM,A_3PA,A_3PM,A_DKA,A_DKM,A_FTA,A_FTM,A_SWA,A_SWM,A_FGA,A_FGM,A_TPF,A_PF,A_PP,A_PA,A_STL,A_TTO,A_PTO,A_MIN,A_UF,A_TF,A_EJ,A_TO,A_NR,A_TS%,A_eFG%,A_EFF,A_TOV%,A_OREB%,A_FT%,A_AST%,A_AST/TO%,A_CR,A_LC,A_LLP,A_PACE
S41G01N1,2022-2023,20221015,away,55,14,1,27,7,34,1,43,21,24,8,1,1,16,9,2,4,67,29,20,9,75,83,11,2,11,2400,0,0,0,13,-14.171127459859306,50.6482982171799,49.25373134328358,78,12.935089369708372,17.94871794871795,56.25,48.275862068965516,1.2727272727272727,4,3,2,78.92,70,24,1,32,8,40,2,41,22,24,10,0,0,20,14,6,12,65,32,17,9,88,85,7,0,14,2400,0,0,0,14,14.171127459859306,59.62059620596206,56.92307692307692,109,15.945330296127564,22.857142857142858,70.0,75.0,1.7142857142857142,4,3,15,78.92
S41G01N10,2022-2023,20221020,home,6,14,2,15,6,21,3,32,15,26,12,2,2,26,19,2,4,58,27,21,15,85,84,8,0,9,2400,0,0,0,9,-3.2309493504572515,61.203917050691246,56.89655172413793,86,11.473737888832229,20.689655172413794,73.07692307692308,51.851851851851855,1.5555555555555556,2,5,3,70.64,35,18,2,23,9,32,1,33,23,25,10,1,1,11,7,1,2,58,33,25,11,83,69,6,2,15,2400,0,0,1,17,3.2309493504572515,66.04073838319542,65.51724137931035,96,19.270298047276462,37.5,63.63636363636363,54.54545454545455,1.2,2,5,18,70.64
S41G01N100,2022-2023,20221214,home,64,20,2,27,7,34,3,36,22,25,10,1,1,19,15,4,8,61,32,24,12,89,80,6,1,5,2400,0,0,2,6,19.12365859348492,64.15801614763552,60.65573770491803,115,6.724045185583647,25.925925925925927,78.94736842105263,62.5,4.0,2,7,15,69.52000000000001,35,21,0,20,8,28,3,39,16,25,12,1,1,22,13,2,4,64,28,18,8,81,86,4,1,6,2400,1,0,0,7,-19.12365859348492,54.96742671009771,53.125,85,7.53012048192771,22.857142857142858,59.09090909090909,75.0,3.5,2,7,8,69.52000000000001
S41G01N101,2022-2023,20221215,away,6,15,0,22,15,37,1,44,19,28,9,2,2,10,6,6,13,72,28,18,12,71,82,7,0,9,2400,0,0,0,9,-11.555240078646463,46.46596858638743,45.138888888888886,74,10.53864168618267,34.883720930232556,60.0,53.57142857142857,1.6666666666666667,6,6,6,70.34,55,16,3,28,11,39,3,52,27,15,5,1,1,12,10,5,8,67,32,17,12,79,79,6,1,9,2400,0,0,0,10,11.555240078646463,54.64858882125069,51.492537313432834,99,11.07283464566929,33.333333333333336,83.33333333333333,50.0,1.7777777777777777,6,6,14,70.34
S41G01N102,2022-2023,20221215,away,70,19,0,21,13,34,2,49,27,23,6,3,3,11,8,4,8,72,33,18,10,80,83,5,0,7,2400,0,0,0,7,-12.821229214126276,52.05622071837584,50.0,91,8.349236641221374,34.21052631578947,72.72727272727273,57.57575757575758,2.7142857142857144,2,9,9,72.0,60,25,2,25,3,28,3,35,22,24,12,0,0,14,12,2,5,59,34,17,11,92,73,4,1,11,2400,0,0,0,12,12.821229214126276,70.59545733578884,67.79661016949153,115,14.44327731092437,12.5,85.71428571428571,73.52941176470588,2.272727272727273,2,9,14,72.0
S41G01N103,2022-2023,20221216,home,10,24,2,26,10,36,4,51,30,15,4,3,3,19,17,4,6,66,34,17,9,89,85,9,2,13,2400,1,0,0,15,18.94197391415429,59.84400215169446,54.54545454545455,115,14.880952380952381,38.46153846153846,89.47368421052632,70.58823529411765,1.8461538461538463,2,9,17,77.7,16,20,0,16,13,29,7,66,29,6,2,0,0,16,11,5,11,72,31,18,8,75,88,9,0,12,2400,0,0,0,12,-18.94197391415429,47.44433198380566,44.44444444444444,82,13.181019332161686,33.333333333333336,68.75,64.51612903225806,1.6666666666666667,2,9,2,77.7
S41G01N104,2022-2023,20221216,away,64,11,3,22,11,33,2,54,21,13,4,2,1,19,15,2,4,67,25,16,11,69,86,7,0,6,2400,0,0,0,6,-17.206691645927975,45.78025477707006,40.298507462686565,73,7.374631268436578,26.19047619047619,78.94736842105263,44.0,1.8333333333333333,2,7,4,69.88,50,20,5,31,12,43,1,52,27,15,6,2,1,10,8,1,2,67,33,18,9,80,77,5,0,10,2400,0,0,0,10,17.206691645927975,56.02240896358543,53.73134328358209,108,12.285012285012284,35.294117647058826,80.0,60.60606060606061,2.0,2,7,14,69.88
S41G01N105,2022-2023,20221217,home,73,23,2,22,7,29,2,34,18,35,21,3,3,9,7,2,4,69,39,18,10,106,78,9,0,9,2400,0,0,1,9,28.140142919805356,72.64254385964912,71.73913043478261,130,10.980966325036604,25.925925925925927,77.77777777777777,58.97435897435897,2.5555555555555554,1,6,26,74.56,55,15,1,20,13,33,2,45,27,24,7,1,0,14,9,4,8,69,34,17,12,84,83,7,1,12,2400,0,0,0,13,-28.140142919805356,55.88078765300692,54.34782608695652,89,13.767783386874713,37.142857142857146,64.28571428571429,44.11764705882353,1.25,1,6,12,74.56
S41G01N106,2022-2023,20221217,away,6,17,2,25,11,36,4,37,16,37,12,1,1,11,9,2,4,74,28,16,10,77,85,5,0,4,2400,0,0,0,4,-15.745548733219309,48.83307965499746,45.945945945945944,89,4.8285852245292125,26.829268292682926,81.81818181818181,60.714285714285715,4.25,3,2,7,72.12,70,23,6,30,5,35,4,42,24,26,11,1,1,10,8,3,6,68,35,19,13,89,78,3,0,5,2400,1,0,0,5,15.745548733219309,61.46408839779005,59.55882352941177,120,6.459948320413436,16.666666666666668,80.0,65.71428571428571,4.6,3,2,17,72.12
S41G01N107,2022-2023,20221217,away,60,12,1,16,7,23,1,39,19,22,6,1,1,20,16,5,8,61,25,18,12,72,81,7,0,6,2400,0,0,0,6,-24.65918203688851,51.57593123209169,45.90163934426229,70,7.9155672823219,19.444444444444443,80.0,48.0,2.0,10,1,0,68.03999999999999,35,18,4,29,7,36,2,41,27,18,8,4,4,12,9,4,8,59,35,22,11,87,71,3,2,10,2400,0,0,0,12,24.65918203688851,67.67268201617921,66.10169491525424,111,13.462574044157243,30.434782608695652,75.0,51.42857142857143,1.8,10,1,16,68.03999999999999
