gameKey,seasonName,date,H_TEAM,H_AST,H_BLK,H_DREB,H_OREB,H_PRB,H_TRB,H_2PA,H_2PM,H_3PA,H_3PM,H_DKA,H_DKM,H_FTA,H_FTM,H_SWA,H_SWM,H_FGA,H_FGM,H_TPF,H_PF,H_SUB,H_PP,H_PA,H_STL,H_TTO,H_PTO,H_MIN,H_MIN_M,H_MIN_S,H_UF,H_TF,H_TOM,H_EJ,H_EFF,A_TEAM,A_AST,A_BLK,A_DREB,A_OREB,A_PRB,A_TRB,A_2PA,A_2PM,A_3PA,A_3PM,A_DKA,A_DKM,A_FTA,A_FTM,A_SWA,A_SWM,A_FGA,A_FGM,A_TPF,A_PF,A_SUB,A_PP,A_PA,A_STL,A_TTO,A_PTO,A_MIN,A_MIN_M,A_MIN_S,A_UF,A_TF,A_TOM,A_EJ,A_EFF
S39G01N143,2021-2022,20220105,수원 KT,25,4,23,12,35,2,40,24,23,7,2,2,21,13,8,6,65,33,14,17,19,86,86,11,0,16,40.0,40.0,2400,1,0,10,0,107,대구 한국가스공사,19,0,22,6,28,5,35,16,29,13,3,3,19,17,7,7,67,32,20,24,32,94,86,13,0,12,40.0,40.0,2400,0,0,16,0,110
S39G01N144,2021-2022,20220106,창원 LG,19,0,25,10,35,2,42,17,21,7,3,3,17,10,6,2,66,27,16,18,19,71,83,11,1,6,40.0,40.0,2400,0,0,7,0,85,고양 오리온,13,1,29,12,41,3,37,17,23,5,0,0,16,12,6,8,60,22,18,19,39,61,76,4,2,12,40.0,40.0,2400,0,0,8,0,67
S39G01N145,2021-2022,20220107,서울 삼성,24,2,28,16,44,2,45,23,26,11,1,1,13,4,2,0,72,35,20,20,15,85,85,6,1,10,40.0,40.0,2400,0,0,15,0,106,대구 한국가스공사,15,1,22,7,29,2,37,22,22,5,1,1,17,12,3,0,60,28,16,17,30,73,77,5,1,9,40.0,40.0,2400,0,0,10,0,78
S39G01N146,2021-2022,20220108,원주 DB,15,2,32,15,47,3,37,18,33,10,0,0,12,9,3,2,70,28,16,17,24,75,82,5,0,12,40.0,40.0,2400,1,0,4,0,90,안양 KGC,15,6,26,10,36,2,28,15,37,11,3,3,18,8,3,4,68,29,18,18,24,77,86,6,1,8,40.0,40.0,2400,0,0,17,0,84
S39G01N147,2021-2022,20220108,서울 SK,25,6,35,15,50,1,49,24,20,5,5,5,10,8,14,9,74,34,16,16,26,81,84,10,1,13,40.0,40.0,2400,0,0,10,0,117,고양 오리온,12,3,22,13,35,4,45,15,26,6,0,0,16,11,3,0,71,21,15,16,28,59,87,10,0,14,40.0,40.0,2400,0,0,5,0,54
S39G01N148,2021-2022,20220108,창원 LG,15,4,21,8,29,5,44,18,20,7,2,2,14,9,2,2,66,27,19,22,24,70,80,8,0,8,40.0,40.0,2400,0,0,6,0,79,울산 현대모비스,15,5,27,12,39,5,39,19,19,6,1,1,20,15,2,2,59,26,16,17,27,73,79,7,1,13,40.0,40.0,2400,0,0,10,0,92
S39G01N149,2021-2022,20220108,전주 KCC,20,1,19,5,24,2,36,18,23,8,4,4,19,16,8,4,63,30,18,19,17,84,82,8,0,12,40.0,40.0,2400,0,0,16,0,91,수원 KT,22,5,26,8,34,2,38,24,20,8,4,4,19,17,5,4,62,36,15,16,19,97,81,10,0,13,40.0,40.0,2400,0,0,12,0,129
S39G01N150,2021-2022,20220109,서울 삼성,9,3,21,7,28,6,59,24,5,1,0,0,13,11,3,2,64,25,17,19,20,62,77,6,2,14,40.0,40.0,2400,0,0,2,0,57,원주 DB,25,2,29,6,35,4,49,27,17,8,2,2,11,6,7,8,68,37,17,18,17,88,79,7,0,11,40.0,40.0,2400,0,0,17,0,114
S39G01N151,2021-2022,20220109,안양 KGC,19,3,30,9,39,3,33,13,32,9,1,0,16,13,3,0,66,22,18,19,26,66,82,7,1,9,40.0,40.0,2400,0,0,14,0,80,서울 SK,10,5,32,10,42,4,44,16,21,5,2,2,16,16,7,6,67,23,16,16,30,67,83,5,0,9,40.0,40.0,2400,0,0,4,0,80
S39G01N152,2021-2022,20220109,전주 KCC,19,3,23,11,34,5,44,22,24,7,1,1,29,19,4,2,69,30,17,20,23,86,98,7,0,12,45.0,45.0,2700,0,0,4,0,93,창원 LG,17,3,27,14,41,1,53,29,23,7,1,1,14,9,7,6,77,37,20,23,16,90,91,10,2,9,45.0,45.0,2700,0,1,12,0,106
S39G01N153,2021-2022,20220109,대구 한국가스공사,18,3,20,3,23,2,27,17,23,8,4,4,10,9,3,6,54,29,18,22,26,75,64,8,0,15,40.0,40.0,2400,0,0,6,0,88,울산 현대모비스,17,2,18,13,31,3,39,22,24,6,0,0,20,17,5,2,63,28,16,17,21,79,83,10,1,10,40.0,40.0,2400,0,0,14,0,93
S39G01N154,2021-2022,20220110,고양 오리온,17,0,20,14,34,4,58,32,16,5,1,0,14,10,4,2,75,37,14,14,32,89,89,6,1,6,40.0,40.0,2400,0,0,10,0,101,수원 KT,22,3,22,11,33,3,42,24,21,7,4,4,10,4,4,2,67,35,13,13,18,81,77,3,1,12,40.0,40.0,2400,0,0,5,0,94
S39G01N155,2021-2022,20220111,서울 SK,19,1,26,5,31,4,42,22,18,7,0,0,23,19,8,6,60,29,17,18,24,84,83,4,0,13,40.0,40.0,2400,0,0,13,0,95,창원 LG,16,4,24,12,36,2,38,18,31,10,2,2,9,6,4,0,71,30,19,21,19,76,80,11,0,14,40.0,40.0,2400,0,0,9,0,87
S39G01N156,2021-2022,20220111,원주 DB,21,1,27,10,37,5,51,23,25,9,1,1,8,7,5,6,77,33,18,19,20,82,85,9,1,5,40.0,40.0,2400,0,0,20,0,104,전주 KCC,12,2,33,8,41,2,34,16,25,7,2,2,26,17,5,0,61,25,15,15,19,74,87,5,0,13,40.0,40.0,2400,0,0,0,0,78
S39G01N157,2021-2022,20220112,서울 삼성,7,2,22,12,34,1,54,19,15,3,0,0,11,9,1,2,69,22,20,25,21,56,80,5,0,11,40.0,40.0,2400,1,0,4,0,45,울산 현대모비스,17,4,31,10,41,3,41,24,13,4,0,0,31,20,2,0,54,28,18,19,24,80,85,3,1,12,40.0,40.0,2400,0,0,19,0,98
S39G01N158,2021-2022,20220112,안양 KGC,19,4,24,5,29,1,23,14,41,16,0,0,6,3,6,6,64,30,18,18,23,79,70,7,1,9,40.0,40.0,2400,0,0,12,0,92,대구 한국가스공사,19,0,28,5,33,1,30,11,25,13,0,0,12,12,5,2,55,24,16,16,20,73,67,6,3,13,40.0,40.0,2400,0,0,13,0,85
S39G01N159,2021-2022,20220118,안양 KGC,22,1,22,12,34,1,32,19,33,10,0,0,14,11,1,0,65,29,19,21,19,79,79,4,1,10,40.0,40.0,2400,0,1,11,0,91,창원 LG,13,1,26,11,37,2,38,19,23,9,0,0,24,17,2,2,61,28,18,19,20,82,85,7,1,10,40.0,40.0,2400,0,0,16,0,91
S39G01N160,2021-2022,20220119,수원 KT,22,3,29,8,37,6,43,21,27,10,0,0,11,10,3,4,70,31,15,17,21,82,81,4,1,11,40.0,40.0,2400,0,0,7,0,102,서울 SK,18,1,23,16,39,5,61,25,20,8,2,2,12,7,8,2,83,35,17,17,26,85,95,7,0,5,40.0,40.0,2400,0,0,14,0,97
S39G01N161,2021-2022,20220119,전주 KCC,18,1,23,14,37,4,38,22,23,9,1,1,20,13,4,2,62,32,18,18,21,86,82,1,0,10,40.0,40.0,2400,0,0,8,0,100,고양 오리온,17,3,18,16,34,1,45,18,23,7,1,1,15,12,4,2,69,26,18,19,26,71,84,7,0,6,40.0,40.0,2400,0,0,16,0,81
S39G01N162,2021-2022,20220120,대구 한국가스공사,24,1,25,11,36,7,43,22,30,14,0,0,18,16,4,0,73,36,18,19,25,102,91,7,0,9,40.0,40.0,2400,0,0,13,0,129,원주 DB,16,5,22,16,38,3,44,26,34,7,0,0,19,14,6,0,78,33,19,23,24,87,97,7,0,11,40.0,40.0,2400,0,0,12,0,95
S39G01N163,2021-2022,20220121,울산 현대모비스,16,3,27,7,34,3,40,18,20,9,2,2,16,10,2,4,62,29,15,19,24,77,78,3,1,9,40.0,40.0,2400,0,0,10,0,87,안양 KGC,21,1,27,15,42,0,34,14,34,11,1,1,15,10,3,0,69,26,18,22,28,73,84,4,2,9,40.0,40.0,2400,0,0,8,0,82
S39G01N164,2021-2022,20220122,전주 KCC,23,1,27,10,37,4,39,25,29,7,3,2,17,10,6,0,71,34,17,18,20,85,88,9,3,13,40.0,40.0,2400,0,0,12,0,99,서울 삼성,11,1,31,7,38,0,47,22,16,5,2,2,13,7,3,2,65,29,18,22,26,70,78,7,1,17,40.0,40.0,2400,0,0,14,0,67
S39G01N165,2021-2022,20220122,고양 오리온,21,1,26,9,35,0,42,26,24,8,1,1,10,9,9,2,67,35,14,14,20,87,77,6,0,9,40.0,40.0,2400,0,0,8,0,108,대구 한국가스공사,27,3,20,7,27,4,40,21,27,12,1,1,6,3,3,0,68,34,17,16,19,83,74,7,0,7,40.0,40.0,2400,1,0,15,0,107
S39G01N166,2021-2022,20220122,서울 SK,22,2,28,9,37,0,56,32,20,9,2,2,9,6,12,12,78,43,15,15,20,101,87,7,0,9,40.0,40.0,2400,0,0,10,0,122,원주 DB,16,1,25,10,35,3,42,23,35,12,1,1,8,8,2,4,78,36,18,20,20,92,86,5,0,12,40.0,40.0,2400,0,0,11,0,98
S39G01N167,2021-2022,20220122,창원 LG,16,2,26,15,41,3,52,28,17,5,1,1,21,12,3,4,70,34,17,18,19,85,91,5,0,8,40.0,40.0,2400,0,0,11,0,99,수원 KT,15,2,21,4,25,2,37,20,20,6,1,1,12,10,2,0,58,27,18,19,24,70,70,3,0,11,40.0,40.0,2400,1,0,2,0,73
S39G01N168,2021-2022,20220123,고양 오리온,22,2,15,5,20,1,38,20,23,8,0,0,16,12,1,0,61,28,17,19,22,76,77,6,0,6,40.0,40.0,2400,0,0,13,0,84,서울 삼성,15,1,26,10,36,3,38,23,13,4,2,2,15,8,5,4,53,29,17,20,18,70,68,4,2,17,40.0,40.0,2400,2,1,6,1,79
S39G01N169,2021-2022,20220123,전주 KCC,21,1,23,7,30,4,37,23,21,6,0,0,20,16,4,4,58,29,14,14,20,80,78,4,0,10,40.0,40.0,2400,0,0,6,0,97,안양 KGC,21,0,20,6,26,2,30,15,31,15,2,2,3,2,4,0,63,32,17,19,29,81,66,8,1,9,40.0,40.0,2400,0,0,11,0,96
S39G01N170,2021-2022,20220123,원주 DB,18,1,30,2,32,1,45,29,14,5,0,0,19,15,7,4,59,34,17,17,18,88,78,7,0,12,40.0,40.0,2400,0,0,12,0,106,창원 LG,22,1,22,8,30,4,40,19,28,11,1,1,12,8,2,0,69,31,17,22,15,81,81,7,0,12,40.0,40.0,2400,0,0,11,0,91
S39G01N171,2021-2022,20220123,울산 현대모비스,17,3,20,14,34,4,55,29,14,2,1,1,19,13,1,0,70,32,16,17,21,79,89,7,0,16,40.0,40.0,2400,0,0,6,0,84,수원 KT,15,5,21,9,30,3,40,19,21,8,1,1,13,12,8,10,62,28,18,21,17,76,75,9,2,18,40.0,40.0,2400,0,0,12,0,83
S39G01N172,2021-2022,20220124,서울 SK,20,0,29,18,47,9,53,31,29,7,1,1,16,12,4,6,83,39,17,18,21,97,99,5,0,8,40.0,40.0,2400,0,0,6,0,122,대구 한국가스공사,18,3,21,5,26,3,37,18,33,15,1,1,7,4,5,0,71,34,16,19,25,87,78,4,0,8,40.0,40.0,2400,0,0,10,0,93
S39G01N173,2021-2022,20220331,창원 LG,18,3,25,15,40,4,42,23,24,8,1,1,23,19,8,4,67,32,17,16,21,91,90,4,0,10,40.0,40.0,2400,1,0,17,0,111,서울 삼성,11,0,20,12,32,5,43,23,30,7,0,0,10,5,1,0,73,30,18,26,29,72,83,4,2,10,40.0,40.0,2400,0,0,7,0,64
S39G01N174,2021-2022,20220126,울산 현대모비스,24,3,24,4,28,2,47,26,11,4,3,3,17,12,9,2,61,33,14,14,14,82,78,14,0,11,40.0,40.0,2400,0,0,18,0,109,원주 DB,18,3,20,8,28,6,41,22,24,7,0,0,7,4,4,4,65,29,15,16,19,69,72,7,0,17,40.0,40.0,2400,0,0,9,0,75
S39G01N175,2021-2022,20220127,안양 KGC,20,4,24,10,34,2,32,22,30,9,0,0,7,7,2,0,62,31,18,20,24,78,69,5,1,11,40.0,40.0,2400,0,0,13,0,100,고양 오리온,15,0,19,8,27,4,37,18,21,6,0,0,15,11,0,0,58,24,17,17,26,65,73,5,3,10,40.0,40.0,2400,0,1,6,0,65
S39G01N176,2021-2022,20220128,울산 현대모비스,25,2,19,11,30,2,46,25,21,7,4,4,5,3,8,2,71,36,16,16,18,82,76,9,0,13,40.0,40.0,2400,0,0,23,0,100,전주 KCC,26,0,21,14,35,3,46,28,21,7,1,1,13,9,3,2,68,36,13,13,17,88,81,7,1,13,40.0,40.0,2400,0,0,15,0,109
S39G01N177,2021-2022,20220323,고양 오리온,17,1,21,12,33,2,46,19,25,8,1,1,14,11,4,2,72,28,14,14,31,75,86,7,0,3,40.0,40.0,2400,0,0,11,0,85,원주 DB,18,1,29,9,38,2,42,24,18,7,0,0,10,4,0,0,60,31,17,18,25,73,70,2,1,14,40.0,40.0,2400,0,0,4,0,84
S39G01N178,2021-2022,20220404,서울 삼성,13,2,16,4,20,6,36,17,28,11,0,0,10,6,5,5,64,28,17,19,37,73,74,10,0,16,40.0,40.0,2400,0,0,14,0,68,서울 SK,24,5,30,13,43,4,49,29,23,7,1,1,15,11,11,2,73,37,16,16,24,92,88,14,0,14,40.0,40.0,2400,0,0,16,0,128
S39G01N179,2021-2022,20220129,안양 KGC,20,2,21,17,38,2,34,13,38,11,1,1,10,6,6,0,73,25,14,17,42,67,83,10,0,15,40.0,40.0,2400,0,0,18,0,72,수원 KT,15,2,27,15,42,7,44,27,23,2,1,1,19,15,5,2,68,30,14,14,25,77,87,8,2,15,40.0,40.0,2400,0,0,10,0,92
S39G01N180,2021-2022,20220130,대구 한국가스공사,21,4,22,7,29,1,41,25,21,10,0,0,6,5,3,0,62,35,16,16,13,85,68,8,0,9,40.0,40.0,2400,0,0,25,0,111,전주 KCC,12,1,16,9,25,4,25,9,27,10,3,3,12,11,2,0,55,22,15,15,18,65,67,6,2,14,40.0,40.0,2400,0,0,3,0,63
S39G01N181,2021-2022,20220130,울산 현대모비스,16,5,33,4,37,2,41,27,14,5,3,3,24,16,6,6,58,35,19,24,23,91,82,5,1,11,40.0,40.0,2400,1,0,8,0,113,창원 LG,15,2,18,8,26,4,47,20,19,5,1,1,23,17,4,0,67,26,20,25,22,74,90,7,0,9,40.0,40.0,2400,1,0,4,0,72
S39G01N182,2021-2022,20220130,서울 SK,17,5,26,19,45,5,66,39,17,3,2,2,13,9,9,4,85,44,18,21,26,100,98,10,0,14,40.0,40.0,2400,0,0,14,0,123,원주 DB,12,5,19,13,32,5,44,21,29,9,1,1,15,13,3,4,74,31,15,17,24,84,89,10,2,14,40.0,40.0,2400,0,0,17,0,87
S39G01N183,2021-2022,20220402,수원 KT,23,2,24,9,33,2,44,23,26,8,3,3,7,5,6,2,73,34,13,15,25,81,80,8,0,7,40.0,40.0,2400,0,0,15,0,101,고양 오리온,15,2,29,10,39,2,41,20,22,6,0,0,12,7,5,0,63,26,11,11,35,65,75,5,2,15,40.0,40.0,2400,0,0,2,0,69
S39G01N184,2021-2022,20220322,안양 KGC,23,1,30,14,44,4,42,25,34,6,0,0,16,14,8,4,76,31,17,20,22,82,92,8,0,11,40.0,40.0,2400,0,0,18,0,104,서울 삼성,13,0,28,7,35,5,45,19,19,4,0,0,24,16,2,0,64,23,16,19,27,66,88,6,0,12,40.0,40.0,2400,0,0,7,0,64
S39G01N185,2021-2022,20220201,창원 LG,4,2,24,21,45,1,37,12,33,3,1,1,14,6,1,2,71,16,17,20,15,41,85,8,0,12,40.0,40.0,2400,0,1,9,0,26,전주 KCC,15,5,30,8,38,9,29,14,22,7,1,1,20,12,3,2,52,22,15,19,15,63,72,6,2,15,40.0,40.0,2400,0,0,11,0,81
S39G01N186,2021-2022,20220201,울산 현대모비스,18,2,30,9,39,6,46,20,16,7,3,2,18,12,4,2,65,29,15,17,13,77,83,5,0,11,40.0,40.0,2400,0,0,2,0,94,대구 한국가스공사,12,1,26,9,35,2,37,17,29,8,0,0,15,10,2,0,66,25,19,23,30,68,81,5,0,10,40.0,40.0,2400,0,0,7,0,67
S39G01N187,2021-2022,20220315,수원 KT,20,4,25,12,37,3,43,25,19,8,2,2,28,21,3,0,64,35,16,17,20,99,92,6,0,12,40.0,40.0,2400,0,0,16,0,121,서울 삼성,19,4,17,14,31,5,54,27,21,5,0,0,11,11,6,0,75,32,18,27,27,80,86,7,0,12,40.0,40.0,2400,0,0,12,0,91
S39G01N188,2021-2022,20220202,원주 DB,17,2,29,6,35,0,32,13,28,10,0,0,7,7,3,4,60,23,14,14,21,63,67,2,1,16,40.0,40.0,2400,0,0,0,0,65,안양 KGC,23,1,31,6,37,1,42,24,28,10,0,0,6,3,5,0,70,34,16,16,23,81,76,10,2,6,40.0,40.0,2400,0,0,23,0,106
S39G01N189,2021-2022,20220331,고양 오리온,14,3,13,12,25,1,46,21,22,7,1,0,15,14,4,2,69,28,16,17,33,77,84,12,0,9,40.0,40.0,2400,0,0,13,0,81,서울 SK,23,2,25,11,36,5,40,19,22,14,0,0,20,12,7,4,62,33,15,15,22,92,82,6,1,14,40.0,40.0,2400,0,0,10,0,112
S39G01N190,2021-2022,20220203,대구 한국가스공사,17,2,22,8,30,5,32,17,28,9,1,1,25,23,2,2,61,27,17,19,22,86,86,4,0,8,40.0,40.0,2400,0,1,4,0,100,창원 LG,15,0,25,13,38,2,49,21,21,10,0,0,10,8,3,0,70,31,18,20,17,80,80,5,0,10,40.0,40.0,2400,0,1,2,0,89
S39G01N191,2021-2022,20220204,전주 KCC,17,2,28,8,36,4,34,13,35,12,0,0,14,10,1,2,69,25,18,18,16,72,83,3,0,12,40.0,40.0,2400,0,0,2,0,74,서울 SK,19,6,34,14,48,2,50,23,25,8,4,4,11,8,9,8,79,35,17,19,22,86,90,10,0,8,40.0,40.0,2400,0,0,17,0,116
S39G01N192,2021-2022,20220205,고양 오리온,14,9,25,11,36,3,48,18,16,5,0,0,18,13,3,0,64,23,17,23,29,64,82,7,1,9,40.0,40.0,2400,0,0,4,0,77,울산 현대모비스,16,3,28,17,45,2,52,17,11,3,1,1,28,23,1,2,64,21,15,18,18,68,92,5,3,8,40.0,40.0,2400,0,0,4,0,80
S39G01N193,2021-2022,20220205,대구 한국가스공사,20,1,27,10,37,3,36,15,30,15,2,2,20,17,3,5,68,32,18,18,26,96,88,5,0,9,40.0,40.0,2400,0,0,10,0,114,원주 DB,23,0,25,8,33,4,40,22,31,10,1,1,19,14,6,4,72,33,20,20,23,90,91,3,2,7,40.0,40.0,2400,0,0,4,0,100
S39G01N194,2021-2022,20220205,창원 LG,23,1,30,16,46,2,48,22,22,12,1,1,14,12,2,0,71,35,19,22,21,94,85,3,1,10,40.0,40.0,2400,0,0,7,0,120,안양 KGC,16,2,19,13,32,3,34,15,31,5,2,1,23,18,5,6,67,21,16,18,34,65,90,7,1,7,40.0,40.0,2400,1,0,10,0,66
S39G01N195,2021-2022,20220206,서울 SK,13,3,30,20,50,5,65,30,15,2,0,0,16,14,5,6,80,32,18,18,20,80,96,5,0,12,40.0,40.0,2400,0,1,12,0,94,수원 KT,14,5,24,10,34,2,37,16,32,10,1,1,13,11,3,0,70,27,19,20,19,75,83,8,2,10,40.0,40.0,2400,0,1,14,0,81
S39G01N196,2021-2022,20220206,원주 DB,19,3,28,17,45,3,52,22,24,8,2,2,9,7,3,4,78,32,17,18,23,79,87,8,0,8,40.0,40.0,2400,0,0,13,0,101,울산 현대모비스,22,6,25,13,38,2,49,24,20,3,2,2,9,7,4,2,71,29,13,13,22,68,80,5,1,12,40.0,40.0,2400,0,0,8,0,84
S39G01N197,2021-2022,20220206,전주 KCC,19,0,28,9,37,5,33,20,23,7,3,3,39,32,8,4,59,30,18,20,15,99,98,8,0,8,40.0,40.0,2400,0,0,12,0,124,서울 삼성,15,1,21,17,38,2,34,14,38,11,0,0,14,10,2,0,72,25,20,28,30,71,86,2,1,11,40.0,40.0,2400,0,0,5,0,66
S39G01N198,2021-2022,20220329,안양 KGC,21,1,30,9,39,2,31,19,44,11,2,2,5,5,4,2,77,32,12,16,21,80,82,4,0,5,40.0,40.0,2400,0,0,8,0,97,대구 한국가스공사,14,1,32,13,45,1,39,18,29,6,0,0,14,11,1,0,68,24,17,17,31,65,82,3,0,12,40.0,40.0,2400,0,0,4,0,70
S39G01N199,2021-2022,20220208,수원 KT,18,2,23,17,40,3,41,20,25,8,3,3,18,14,5,6,69,31,18,19,23,84,87,3,0,13,40.0,40.0,2400,0,0,16,0,95,원주 DB,22,3,21,8,29,1,33,19,33,14,0,0,14,12,3,2,66,33,19,19,23,92,80,10,0,9,40.0,40.0,2400,0,0,14,0,113
S39G01N200,2021-2022,20220208,창원 LG,12,3,29,20,49,5,52,23,21,4,1,1,16,4,3,4,74,28,19,26,19,64,90,4,0,10,40.0,40.0,2400,0,0,7,0,69,고양 오리온,15,2,25,10,35,7,39,12,24,9,1,1,24,18,2,0,64,22,18,20,26,71,88,2,1,7,40.0,40.0,2400,0,0,4,0,76
S39G01N201,2021-2022,20220209,서울 삼성,14,2,16,8,24,7,41,20,22,7,0,0,10,8,1,0,63,27,19,25,39,69,73,6,2,18,40.0,40.0,2400,0,0,13,0,64,울산 현대모비스,24,3,25,11,36,3,38,22,23,8,6,6,21,14,7,6,67,36,12,13,15,94,88,11,3,11,40.0,40.0,2400,0,0,20,0,119
S39G01N202,2021-2022,20220210,고양 오리온,21,1,19,9,28,1,50,34,16,6,2,2,12,10,6,2,68,42,16,17,33,100,80,9,0,14,45.0,45.0,2700,0,0,8,0,118,전주 KCC,18,1,16,10,26,2,45,30,18,5,3,2,16,14,5,2,66,37,15,17,27,93,82,9,0,15,45.0,45.0,2700,0,0,10,0,103
S39G01N203,2021-2022,20220211,수원 KT,8,5,21,20,41,5,52,17,14,4,1,1,26,20,3,2,67,22,13,13,22,68,93,5,2,9,40.0,40.0,2400,0,0,6,0,70,울산 현대모비스,15,5,21,18,39,5,49,22,20,4,1,1,13,8,4,2,70,27,19,23,25,66,83,2,1,10,40.0,40.0,2400,0,0,8,0,73
S39G01N204,2021-2022,20220212,대구 한국가스공사,14,1,17,6,23,3,29,13,42,9,0,0,12,8,4,2,71,22,13,16,22,61,83,12,0,6,40.0,40.0,2400,0,0,13,0,55,서울 SK,11,1,40,10,50,5,42,23,20,8,0,0,17,13,4,4,62,31,15,18,20,83,79,2,1,18,40.0,40.0,2400,0,1,3,0,98
S39G01N205,2021-2022,20220212,전주 KCC,13,2,25,14,39,6,44,21,20,4,3,3,19,13,8,4,67,28,13,13,15,73,86,8,0,9,40.0,40.0,2400,0,0,10,0,87,안양 KGC,19,1,25,6,31,3,25,9,37,15,1,1,6,3,2,2,63,25,18,18,18,68,69,6,0,12,40.0,40.0,2400,0,1,9,0,75
S39G01N206,2021-2022,20220212,원주 DB,21,0,23,7,30,4,47,26,19,6,1,1,5,4,2,0,67,33,15,16,17,76,72,2,1,7,40.0,40.0,2400,0,0,6,0,90,고양 오리온,7,5,25,7,32,1,48,29,17,1,0,0,8,7,3,2,65,30,12,14,27,68,73,5,0,8,40.0,40.0,2400,0,0,8,0,74
S39G01N207,2021-2022,20220212,서울 삼성,16,2,21,15,36,5,39,16,31,10,2,2,15,11,5,4,72,28,19,23,33,77,87,6,0,11,40.0,40.0,2400,1,1,5,0,83,창원 LG,23,0,30,20,50,2,56,31,22,4,1,1,23,14,7,0,79,36,17,18,17,90,102,6,2,9,40.0,40.0,2400,0,0,6,0,108
S39G01N208,2021-2022,20220213,전주 KCC,10,3,17,8,25,4,38,21,20,7,0,0,27,20,5,4,58,28,16,17,13,83,85,7,1,8,40.0,40.0,2400,0,0,7,0,86,수원 KT,24,1,21,13,34,3,41,22,19,8,3,3,20,13,8,2,63,33,18,23,18,87,83,6,1,9,40.0,40.0,2400,0,0,13,0,108
S39G01N209,2021-2022,20220213,안양 KGC,13,5,19,12,31,3,35,16,30,9,0,0,18,8,4,0,65,25,16,19,19,67,83,5,0,12,40.0,40.0,2400,0,0,9,0,62,울산 현대모비스,15,4,24,23,47,8,48,21,23,6,2,2,20,16,3,2,73,29,17,18,17,80,93,5,1,12,40.0,40.0,2400,0,0,16,0,98
S39G01N210,2021-2022,20220213,대구 한국가스공사,23,1,17,3,20,3,36,24,20,10,2,2,9,9,4,0,58,36,19,22,24,91,67,7,0,13,40.0,40.0,2400,0,0,11,0,110,고양 오리온,18,2,19,9,28,1,41,25,22,9,2,2,17,15,6,6,65,36,15,15,24,96,82,9,1,11,40.0,40.0,2400,0,0,13,0,111
S39G01N211,2021-2022,20220213,서울 삼성,14,4,19,12,31,4,59,23,20,7,1,1,6,5,4,4,80,31,19,23,33,74,86,6,0,8,40.0,40.0,2400,0,0,12,0,75,서울 SK,17,7,35,15,50,6,52,28,22,7,2,2,24,17,10,8,76,37,13,14,24,98,100,8,0,10,40.0,40.0,2400,0,0,8,0,130
S39G01N212,2021-2022,20220214,창원 LG,13,1,26,8,34,6,56,29,18,5,0,0,20,9,7,2,74,34,15,17,16,82,94,10,1,7,40.0,40.0,2400,0,0,12,0,87,원주 DB,23,6,30,11,41,3,40,18,29,11,0,0,9,8,3,0,69,29,18,25,28,77,78,2,1,17,40.0,40.0,2400,0,0,6,0,93
S39G01N213,2021-2022,20220331,안양 KGC,25,3,28,8,36,1,34,22,38,17,2,2,11,7,5,2,74,41,19,23,26,106,85,6,0,10,40.0,40.0,2400,0,0,7,0,130,수원 KT,21,0,24,11,35,3,42,18,21,10,2,2,29,19,5,3,65,30,19,21,25,89,94,4,1,10,40.0,40.0,2400,0,0,8,0,96
S39G01N214,2021-2022,20220215,울산 현대모비스,19,3,21,10,31,4,42,17,26,8,3,2,13,8,7,6,71,27,16,18,19,70,84,13,2,11,40.0,40.0,2400,0,0,18,0,78,서울 SK,17,4,28,15,43,7,47,23,23,7,1,1,12,7,2,2,71,31,15,17,17,76,83,7,0,20,40.0,40.0,2400,0,0,15,0,89
S39G01N215,2021-2022,20220215,서울 삼성,26,1,26,7,33,2,38,22,32,13,1,1,10,8,3,2,71,36,18,22,21,93,81,3,0,5,40.0,40.0,2400,0,0,4,0,116,대구 한국가스공사,20,3,25,10,35,3,45,25,25,11,0,0,18,12,3,2,70,36,15,15,19,95,88,2,0,6,40.0,40.0,2400,0,1,5,0,112
S39G01N216,2021-2022,20220330,원주 DB,20,4,21,10,31,1,49,26,25,6,1,1,9,7,8,8,75,33,14,16,16,79,84,11,0,10,40.0,40.0,2400,0,0,18,0,92,전주 KCC,24,2,28,9,37,4,45,26,19,9,0,0,10,6,4,0,64,35,15,15,14,85,74,5,1,15,40.0,40.0,2400,0,0,0,0,108
S39G01N217,2021-2022,20220302,고양 오리온,17,3,21,13,34,3,41,19,27,8,3,3,13,9,5,4,71,30,17,16,17,77,84,8,0,11,40.0,40.0,2400,1,0,5,0,86,서울 삼성,22,1,27,10,37,2,42,21,20,7,4,4,13,12,7,4,66,32,17,18,32,83,79,8,0,12,40.0,40.0,2400,1,0,8,0,106
S39G01N218,2021-2022,20220302,서울 SK,13,0,25,12,37,2,45,21,24,7,1,1,20,14,7,6,70,29,16,17,25,79,90,7,2,7,40.0,40.0,2400,0,1,17,0,82,안양 KGC,19,4,26,9,35,4,29,15,35,14,2,2,13,9,4,0,66,31,18,20,47,85,79,6,0,13,40.0,40.0,2400,0,0,9,0,101
