gameKey,seasonName,date,H_TEAM,H_AST,H_BLK,H_DREB,H_OREB,H_PRB,H_TRB,H_2PA,H_2PM,H_3PA,H_3PM,H_DKA,H_DKM,H_FTA,H_FTM,H_SWA,H_SWM,H_FGA,H_FGM,H_TPF,H_PF,H_SUB,H_PP,H_PA,H_STL,H_TTO,H_PTO,H_MIN,H_MIN_M,H_MIN_S,H_UF,H_TF,H_TOM,H_EJ,H_EFF,A_TEAM,A_AST,A_BLK,A_DREB,A_OREB,A_PRB,A_TRB,A_2PA,A_2PM,A_3PA,A_3PM,A_DKA,A_DKM,A_FTA,A_FTM,A_SWA,A_SWM,A_FGA,A_FGM,A_TPF,A_PF,A_SUB,A_PP,A_PA,A_STL,A_TTO,A_PTO,A_MIN,A_MIN_M,A_MIN_S,A_UF,A_TF,A_TOM,A_EJ,A_EFF
S39G01N67,2021-2022,20211114,서울 삼성,13,2,22,15,37,5,39,19,23,6,1,0,14,8,4,0,63,25,19,20,25,64,77,5,0,12,40.0,40.0,2400,0,0,7,0,70,전주 KCC,15,4,23,13,36,4,39,19,27,7,0,0,16,12,2,0,66,26,14,14,20,71,82,9,0,8,40.0,40.0,2400,0,0,8,0,87
S39G01N68,2021-2022,20211114,수원 KT,18,2,23,8,31,2,40,25,18,8,0,0,24,15,2,0,58,33,18,22,23,89,82,3,0,11,40.0,40.0,2400,0,0,7,0,100,창원 LG,12,2,18,14,32,3,38,21,27,8,0,0,19,14,3,4,65,29,19,20,18,80,84,6,1,7,40.0,40.0,2400,1,0,11,0,86
S39G01N69,2021-2022,20211114,울산 현대모비스,24,4,24,9,33,1,44,28,22,10,0,0,10,6,4,2,66,38,17,17,22,92,76,9,0,19,40.0,40.0,2400,0,0,14,0,112,원주 DB,19,1,18,11,29,5,45,26,24,7,3,2,12,9,7,8,72,35,15,15,23,86,84,13,1,15,40.0,40.0,2400,0,0,17,0,97
S39G01N70,2021-2022,20211115,서울 SK,25,3,19,5,24,1,55,34,11,5,0,0,8,6,9,4,66,39,16,16,30,89,74,9,1,6,40.0,40.0,2400,0,0,18,0,115,고양 오리온,11,5,23,4,27,4,36,22,20,8,2,2,13,11,4,6,58,32,18,18,30,83,71,5,1,16,40.0,40.0,2400,0,0,10,0,90
S39G01N71,2021-2022,20211116,울산 현대모비스,17,4,20,7,27,4,47,19,20,6,1,1,17,12,5,4,68,26,15,17,29,70,85,8,1,10,40.0,40.0,2400,0,0,10,0,72,수원 KT,20,6,29,15,44,4,53,28,18,6,1,1,14,9,10,6,72,35,18,18,29,85,86,5,3,13,40.0,40.0,2400,0,0,14,0,106
S39G01N72,2021-2022,20211117,대구 한국가스공사,18,0,29,11,40,1,39,19,28,13,4,3,10,5,1,2,71,35,16,18,25,88,81,3,0,10,40.0,40.0,2400,0,0,11,0,99,고양 오리온,18,2,24,6,30,2,34,15,25,11,2,2,20,12,6,2,61,28,16,18,17,79,81,8,0,9,40.0,40.0,2400,0,0,14,0,89
S39G01N73,2021-2022,20211118,안양 KGC,22,7,22,8,30,1,38,22,33,15,4,4,13,11,9,6,75,41,15,16,15,108,88,11,0,5,40.0,40.0,2400,0,0,14,0,138,전주 KCC,20,3,26,13,39,4,47,27,26,9,1,1,11,9,7,2,74,37,16,16,16,92,85,3,1,12,40.0,40.0,2400,0,0,4,0,109
S39G01N74,2021-2022,20211120,창원 LG,16,2,21,14,35,1,47,20,30,12,0,0,12,9,4,4,77,32,20,23,22,85,89,10,0,5,40.0,40.0,2400,1,0,19,0,96,서울 SK,15,5,31,10,41,4,44,21,14,5,0,0,28,16,7,8,58,26,15,18,24,73,86,2,0,16,40.0,40.0,2400,0,0,4,0,80
S39G01N75,2021-2022,20211121,서울 삼성,10,4,18,13,31,4,44,17,19,3,1,1,17,13,3,2,64,21,18,18,28,58,81,9,1,14,40.0,40.0,2400,1,0,8,0,54,수원 KT,12,5,28,7,35,2,36,18,16,5,3,3,14,10,4,4,55,26,16,18,19,67,69,9,1,18,40.0,40.0,2400,1,0,11,0,78
S39G01N76,2021-2022,20211121,대구 한국가스공사,17,1,27,11,38,2,35,20,36,8,2,2,8,5,7,2,73,30,16,19,19,73,81,7,0,11,40.0,40.0,2400,0,0,12,0,81,안양 KGC,25,4,29,12,41,6,37,20,36,14,1,1,16,6,9,8,74,35,9,9,8,90,90,8,1,10,40.0,40.0,2400,0,0,12,0,114
S39G01N77,2021-2022,20211127,원주 DB,19,2,30,7,37,4,43,22,25,9,1,1,8,4,8,8,69,32,19,22,29,77,77,6,0,8,40.0,40.0,2400,0,0,11,0,96,서울 삼성,15,5,28,11,39,1,39,14,23,7,0,0,24,18,2,0,62,21,19,19,28,67,86,6,1,12,40.0,40.0,2400,0,0,4,0,73
S39G01N78,2021-2022,20211128,서울 SK,25,3,28,10,38,1,48,29,23,7,1,1,19,15,4,2,72,37,17,18,23,96,91,10,0,8,40.0,40.0,2400,1,0,8,0,126,전주 KCC,21,1,24,6,30,1,46,26,23,9,0,0,15,12,6,2,69,35,19,21,19,91,84,6,1,11,40.0,40.0,2400,0,0,6,0,101
S39G01N79,2021-2022,20211128,수원 KT,15,2,28,10,38,3,39,27,28,9,1,1,14,13,6,8,68,37,13,12,21,96,82,6,0,11,40.0,40.0,2400,1,0,12,0,117,안양 KGC,18,3,19,9,28,3,43,26,27,5,2,2,14,9,6,0,72,33,18,19,19,80,86,8,0,9,40.0,40.0,2400,0,0,12,0,87
S39G01N80,2021-2022,20211201,원주 DB,20,2,25,11,36,3,43,19,23,9,2,2,17,13,6,8,68,30,19,24,30,82,85,7,1,13,40.0,40.0,2400,0,0,11,0,94,창원 LG,14,1,26,15,41,1,48,22,19,7,1,1,28,16,8,4,68,30,17,18,20,83,96,9,0,13,40.0,40.0,2400,0,0,12,0,86
S39G01N81,2021-2022,20211202,고양 오리온,16,3,21,7,28,2,42,23,19,6,2,2,23,18,2,2,63,31,16,16,24,86,86,7,1,12,40.0,40.0,2400,0,0,9,0,92,울산 현대모비스,24,1,21,11,32,7,56,37,21,3,1,1,10,8,5,0,78,41,17,23,26,93,88,8,0,11,40.0,40.0,2400,0,0,10,0,115
S39G01N82,2021-2022,20211203,안양 KGC,18,3,21,9,30,6,32,14,33,8,3,3,17,11,6,2,68,25,17,17,21,69,85,4,0,10,40.0,40.0,2400,0,0,15,0,71,창원 LG,22,2,31,15,46,2,36,17,32,14,0,0,13,8,4,2,68,31,18,20,19,84,81,5,1,12,40.0,40.0,2400,0,0,13,0,106
S39G01N83,2021-2022,20211204,전주 KCC,26,5,24,9,33,4,36,19,25,10,2,2,23,18,5,0,63,31,17,18,17,90,86,9,0,14,40.0,40.0,2400,0,0,12,0,116,원주 DB,20,1,25,10,35,5,37,19,36,11,1,1,13,12,7,2,74,31,17,20,23,85,87,8,0,12,40.0,40.0,2400,0,1,11,0,98
S39G01N84,2021-2022,20211204,서울 삼성,17,3,21,9,30,4,41,19,23,6,2,2,16,14,2,0,66,27,19,22,21,74,82,6,0,12,40.0,40.0,2400,0,0,11,0,81,고양 오리온,19,3,27,8,35,2,41,20,14,6,3,3,18,14,7,2,58,29,17,18,25,78,76,10,0,13,40.0,40.0,2400,1,0,16,0,101
S39G01N85,2021-2022,20211204,울산 현대모비스,22,2,25,14,39,2,46,19,23,9,4,4,10,8,6,2,73,32,18,18,22,81,83,10,0,14,40.0,40.0,2400,0,0,17,0,99,서울 SK,16,4,24,9,33,5,40,21,22,7,3,2,14,10,8,6,65,30,19,20,24,77,79,9,0,13,40.0,40.0,2400,0,0,14,0,92
S39G01N86,2021-2022,20211204,대구 한국가스공사,19,1,28,9,37,5,32,12,34,11,4,4,16,11,2,0,70,27,17,19,20,76,86,4,0,8,40.0,40.0,2400,0,0,9,0,86,수원 KT,20,6,32,12,44,2,42,19,28,11,1,1,16,10,4,2,71,31,19,22,16,83,87,3,2,9,40.0,40.0,2400,0,0,5,0,101
S39G01N87,2021-2022,20211205,서울 삼성,16,5,24,10,34,4,26,13,25,9,2,2,20,10,3,0,53,24,17,22,21,67,73,1,0,9,40.0,40.0,2400,0,0,2,0,79,창원 LG,18,0,21,14,35,1,39,18,20,5,2,2,20,10,2,2,61,25,18,19,13,65,81,7,1,4,40.0,40.0,2400,0,0,2,0,75
S39G01N88,2021-2022,20211205,안양 KGC,21,4,30,9,39,7,45,21,38,12,1,1,17,10,2,0,84,34,10,15,36,90,101,10,1,17,45.0,45.0,2700,0,0,10,0,96,원주 DB,16,4,39,13,52,4,52,25,32,11,1,1,15,11,7,8,85,37,16,18,30,96,100,9,1,19,45.0,45.0,2700,0,0,16,0,109
S39G01N89,2021-2022,20211205,대구 한국가스공사,16,2,29,11,40,5,35,14,23,9,3,3,18,12,3,0,61,26,19,20,17,73,79,3,1,17,40.0,40.0,2400,0,0,5,0,80,서울 SK,17,4,23,13,36,2,54,24,19,6,0,0,16,9,7,4,73,30,15,15,25,75,89,12,0,8,40.0,40.0,2400,0,1,19,0,88
S39G01N90,2021-2022,20211205,고양 오리온,19,4,19,12,31,4,43,21,26,10,0,0,18,16,8,4,69,31,14,14,19,88,87,13,1,9,40.0,40.0,2400,0,0,16,0,109,전주 KCC,18,4,24,14,38,0,50,30,18,6,0,0,12,7,9,2,68,36,16,17,11,85,80,5,2,15,40.0,40.0,2400,0,0,7,0,96
S39G01N91,2021-2022,20211206,울산 현대모비스,15,4,26,17,43,0,49,20,16,5,1,1,20,15,5,2,66,26,20,22,19,72,86,9,1,12,40.0,40.0,2400,1,0,8,0,85,수원 KT,14,6,22,19,41,1,39,15,26,8,3,3,21,15,1,0,68,26,18,23,19,75,89,5,0,14,40.0,40.0,2400,0,0,7,0,80
S39G01N92,2021-2022,20211207,서울 삼성,14,4,24,17,41,4,41,18,29,7,0,0,18,16,3,2,70,25,16,17,27,73,88,3,2,12,40.0,40.0,2400,0,1,4,0,78,원주 DB,26,5,25,4,29,4,42,23,22,11,1,1,15,13,4,0,65,35,17,18,18,94,80,7,0,7,40.0,40.0,2400,0,0,17,0,126
S39G01N93,2021-2022,20211208,고양 오리온,24,3,35,9,44,0,42,27,23,9,1,1,7,6,6,2,66,37,17,22,27,89,73,8,3,13,40.0,40.0,2400,0,0,11,0,122,창원 LG,14,3,18,16,34,3,39,16,31,7,1,1,19,11,3,0,71,24,16,16,21,66,90,7,0,13,40.0,40.0,2400,0,0,9,0,59
S39G01N94,2021-2022,20211209,전주 KCC,19,1,20,15,35,1,34,23,31,10,3,3,17,16,2,4,68,36,17,20,20,98,85,2,0,11,40.0,40.0,2400,0,0,8,0,112,대구 한국가스공사,18,1,16,6,22,4,30,17,31,15,2,2,23,20,4,4,63,34,18,20,24,103,86,11,0,7,40.0,40.0,2400,0,0,14,0,120
S39G01N95,2021-2022,20211210,고양 오리온,18,3,20,7,27,3,37,19,20,7,2,2,11,8,5,4,59,28,17,18,27,71,70,7,1,12,40.0,40.0,2400,0,0,6,0,82,서울 SK,23,2,25,10,35,1,46,28,19,5,0,0,14,10,9,2,65,33,16,17,22,81,79,5,1,9,40.0,40.0,2400,0,0,17,0,101
S39G01N96,2021-2022,20211211,울산 현대모비스,26,4,31,11,42,5,43,25,20,4,4,4,22,17,6,0,67,33,20,21,20,87,89,9,0,10,40.0,40.0,2400,0,0,14,0,124,안양 KGC,12,3,23,7,30,4,40,18,22,4,0,0,18,9,1,0,62,22,20,23,21,57,80,3,0,15,40.0,40.0,2400,0,0,6,0,45
S39G01N97,2021-2022,20211211,전주 KCC,17,2,24,8,32,2,41,21,26,11,0,0,15,12,4,2,67,32,15,16,22,87,82,10,0,4,40.0,40.0,2400,0,0,10,0,108,서울 삼성,18,4,28,13,41,1,39,18,27,10,0,0,11,4,0,0,66,28,16,19,31,70,77,4,1,13,40.0,40.0,2400,0,0,2,0,79
S39G01N98,2021-2022,20211211,창원 LG,18,2,20,15,35,4,37,20,30,10,4,4,8,5,4,0,71,34,16,16,17,83,79,5,0,12,40.0,40.0,2400,0,0,11,0,95,대구 한국가스공사,13,3,20,7,27,6,36,25,27,6,1,1,15,12,4,5,64,32,16,17,19,82,79,5,1,9,40.0,40.0,2400,0,0,11,0,91
S39G01N99,2021-2022,20211211,원주 DB,15,4,25,13,38,5,41,16,24,8,2,2,21,15,4,2,67,26,11,11,25,75,88,6,1,16,40.0,40.0,2400,0,0,14,0,79,수원 KT,25,6,27,12,39,4,50,26,26,10,5,5,6,2,9,4,81,41,17,22,24,94,87,11,0,9,40.0,40.0,2400,0,0,17,0,126
S39G01N100,2021-2022,20211212,안양 KGC,24,3,15,12,27,5,37,21,34,17,1,1,10,8,6,2,72,39,17,17,19,103,82,8,0,7,40.0,40.0,2400,0,0,17,0,128,서울 삼성,18,3,20,16,36,2,50,26,17,6,1,1,8,8,4,2,68,33,17,18,21,80,76,4,0,15,40.0,40.0,2400,0,0,9,0,93
S39G01N101,2021-2022,20211212,서울 SK,19,5,20,10,30,3,54,27,17,5,2,2,20,15,3,0,73,34,19,20,28,88,93,12,0,5,40.0,40.0,2400,0,0,12,0,108,울산 현대모비스,20,2,28,12,40,4,45,19,17,9,1,1,16,10,3,0,63,29,18,19,31,77,79,3,1,17,40.0,40.0,2400,0,0,6,0,88
S39G01N102,2021-2022,20211212,고양 오리온,23,1,27,14,41,1,42,23,30,9,2,2,15,11,7,2,74,34,16,16,15,88,89,10,0,16,45.0,45.0,2700,0,0,17,0,104,전주 KCC,23,3,28,6,34,0,39,22,25,11,2,2,14,10,5,4,66,35,18,17,16,91,80,10,3,11,45.0,45.0,2700,1,0,13,0,112
S39G01N103,2021-2022,20211212,창원 LG,12,2,16,16,32,5,46,19,21,7,2,2,15,10,4,2,69,28,17,19,20,73,84,6,1,10,40.0,40.0,2400,0,0,14,0,73,수원 KT,10,2,26,11,37,1,33,18,24,9,0,0,16,12,3,4,57,27,16,16,26,75,73,8,2,14,40.0,40.0,2400,0,1,7,0,83
S39G01N104,2021-2022,20211213,대구 한국가스공사,17,0,25,2,27,6,38,19,25,13,4,4,11,7,5,4,67,36,19,21,24,92,78,6,0,12,40.0,40.0,2400,0,0,14,0,101,원주 DB,21,1,26,14,40,2,42,17,28,9,1,1,19,17,3,2,71,27,18,17,18,80,90,7,0,12,40.0,40.0,2400,1,0,11,0,93
S39G01N105,2021-2022,20211214,수원 KT,19,1,23,14,37,4,33,15,30,14,2,2,13,8,7,6,65,31,16,19,19,84,78,7,0,12,40.0,40.0,2400,0,0,13,0,101,서울 삼성,15,5,20,11,31,4,38,18,21,4,0,0,17,11,4,2,59,22,18,18,21,59,76,8,2,14,40.0,40.0,2400,0,0,7,0,63
S39G01N106,2021-2022,20211215,전주 KCC,14,0,24,12,36,5,34,14,21,6,2,2,14,12,4,5,57,22,15,15,20,62,71,6,0,14,40.0,40.0,2400,0,0,7,0,72,창원 LG,15,2,22,12,34,2,36,20,30,8,1,1,5,3,2,0,67,29,18,19,17,69,72,8,0,8,40.0,40.0,2400,0,0,15,0,82
S39G01N107,2021-2022,20211216,서울 SK,18,0,18,12,30,5,53,27,20,8,1,1,27,19,3,0,74,36,18,22,19,99,101,11,1,11,40.0,40.0,2400,0,0,4,0,105,안양 KGC,29,5,23,10,33,3,26,16,38,18,4,4,20,18,6,2,68,38,18,19,13,112,88,10,0,13,40.0,40.0,2400,0,1,13,0,147
S39G01N108,2021-2022,20211217,전주 KCC,15,4,20,9,29,3,47,23,24,8,1,1,14,9,5,2,72,32,20,19,15,81,86,9,0,11,40.0,40.0,2400,1,0,8,0,85,울산 현대모비스,25,9,31,19,50,5,48,23,29,12,1,1,16,13,4,4,78,36,17,18,20,97,94,9,0,14,40.0,40.0,2400,1,0,12,0,136
S39G01N109,2021-2022,20211218,원주 DB,17,4,37,11,48,2,48,24,23,8,2,1,7,4,7,4,73,33,16,16,20,78,80,6,0,11,40.0,40.0,2400,0,0,11,0,101,고양 오리온,13,2,25,7,32,3,42,19,24,3,1,1,12,9,5,4,67,23,16,17,27,58,79,8,1,8,40.0,40.0,2400,0,0,8,0,60
S39G01N110,2021-2022,20211218,서울 SK,16,6,23,14,37,3,56,28,15,6,0,0,11,9,4,6,71,34,17,18,24,83,82,6,0,10,40.0,40.0,2400,0,0,13,0,102,창원 LG,15,2,21,12,33,5,39,18,29,10,1,1,16,9,3,2,69,29,17,16,18,77,85,8,1,10,40.0,40.0,2400,1,0,8,0,82
S39G01N111,2021-2022,20211218,안양 KGC,21,1,20,11,31,7,40,23,36,14,1,1,15,12,3,2,77,38,16,16,22,102,92,10,0,4,40.0,40.0,2400,0,0,19,0,126,수원 KT,18,1,27,8,35,0,39,20,21,8,5,4,8,7,1,2,65,32,16,15,23,79,73,3,0,14,40.0,40.0,2400,1,0,3,0,88
S39G01N112,2021-2022,20211218,대구 한국가스공사,21,3,30,8,38,3,40,23,29,11,2,2,17,13,8,4,71,36,15,16,21,96,88,10,0,9,40.0,40.0,2400,0,0,13,0,123,서울 삼성,15,3,24,11,35,5,52,25,23,6,1,1,8,5,7,6,76,32,17,20,21,75,84,6,0,12,40.0,40.0,2400,0,1,12,0,80
S39G01N113,2021-2022,20211219,원주 DB,16,3,29,9,38,9,55,23,15,5,2,2,19,13,1,0,72,30,18,20,26,78,91,5,0,8,40.0,40.0,2400,0,0,9,0,93,울산 현대모비스,21,7,28,15,43,5,47,19,26,6,0,0,22,16,3,0,73,25,19,20,21,72,95,4,2,9,40.0,40.0,2400,0,0,7,0,87
S39G01N114,2021-2022,20211219,서울 SK,23,1,23,14,37,2,54,28,18,6,2,2,11,10,14,10,74,36,14,14,19,88,85,10,0,11,40.0,40.0,2400,0,0,16,0,111,전주 KCC,20,2,21,8,29,2,40,27,27,7,2,2,6,4,6,0,69,36,14,16,18,83,75,9,1,12,40.0,40.0,2400,0,0,17,0,97
S39G01N115,2021-2022,20211219,대구 한국가스공사,12,0,26,9,35,3,40,14,26,9,5,5,7,4,0,0,71,28,15,17,19,69,78,5,1,5,40.0,40.0,2400,0,0,11,0,72,수원 KT,12,6,31,18,49,1,40,16,24,7,2,2,20,15,1,2,66,25,13,13,12,72,86,2,1,9,40.0,40.0,2400,0,0,2,0,86
S39G01N116,2021-2022,20211219,고양 오리온,17,1,19,10,29,4,46,21,21,7,3,3,20,14,5,2,70,31,16,16,17,83,90,8,0,6,40.0,40.0,2400,0,0,15,0,91,안양 KGC,22,4,28,5,33,1,27,15,29,16,3,3,13,11,3,2,59,34,16,18,12,95,72,5,2,11,40.0,40.0,2400,0,0,8,0,120
S39G01N117,2021-2022,20211220,창원 LG,19,2,23,12,35,7,32,21,26,6,1,1,29,19,5,2,59,28,16,23,20,81,88,8,1,10,40.0,40.0,2400,0,0,13,0,100,서울 삼성,15,3,18,10,28,4,41,23,18,2,0,0,25,16,4,2,59,25,20,22,20,68,84,6,1,11,40.0,40.0,2400,1,2,6,0,69
S39G01N118,2021-2022,20211221,안양 KGC,25,3,22,11,33,3,27,12,44,15,6,5,7,5,5,2,77,32,18,24,9,84,84,6,0,2,40.0,40.0,2400,0,0,13,0,105,대구 한국가스공사,21,1,34,8,42,2,28,13,27,10,5,5,23,19,2,5,60,28,17,18,22,85,83,2,0,10,40.0,40.0,2400,0,0,0,0,107
S39G01N119,2021-2022,20211222,원주 DB,18,1,23,9,32,4,34,16,30,8,1,1,18,14,3,6,65,25,19,22,29,72,83,9,0,16,40.0,40.0,2400,0,0,4,0,76,서울 SK,13,2,26,16,42,5,55,28,17,3,0,0,25,20,4,0,72,31,17,19,28,85,97,13,1,12,40.0,40.0,2400,0,0,8,0,101
S39G01N120,2021-2022,20211223,수원 KT,28,4,25,10,35,3,39,26,25,10,3,3,17,12,3,0,67,39,19,20,23,100,84,8,0,10,40.0,40.0,2400,0,0,10,0,135,전주 KCC,16,2,14,8,22,3,41,23,20,7,1,1,17,11,3,4,62,31,16,18,22,80,79,6,1,11,40.0,40.0,2400,0,0,10,0,80
S39G01N121,2021-2022,20211224,고양 오리온,15,4,29,10,39,2,50,29,26,8,2,2,14,12,9,10,78,39,15,18,29,98,92,14,0,16,45.0,45.0,2700,0,0,16,0,115,울산 현대모비스,30,4,28,10,38,1,51,30,22,6,4,4,16,9,8,2,77,40,15,15,27,95,93,6,1,18,45.0,45.0,2700,0,0,6,0,111
S39G01N122,2021-2022,20211225,창원 LG,18,0,22,12,34,3,36,19,24,10,0,0,22,16,2,0,60,29,16,16,16,84,82,6,1,8,40.0,40.0,2400,0,0,7,0,99,원주 DB,17,1,18,8,26,3,32,18,30,10,2,2,7,5,5,8,64,30,19,23,20,75,71,6,1,8,40.0,40.0,2400,0,0,9,0,83
S39G01N123,2021-2022,20211225,서울 SK,18,6,25,7,32,3,49,29,13,4,1,1,21,12,10,6,63,34,18,20,23,84,84,5,0,8,40.0,40.0,2400,0,0,10,0,102,서울 삼성,21,0,23,10,33,5,41,21,27,8,1,1,13,10,3,0,69,30,14,16,18,78,82,3,2,10,40.0,40.0,2400,0,0,2,0,86
S39G01N124,2021-2022,20211225,안양 KGC,18,1,21,16,37,4,40,24,34,11,5,3,13,9,2,2,79,38,13,14,14,96,92,2,0,4,40.0,40.0,2400,0,0,4,0,109,전주 KCC,20,1,22,5,27,4,39,23,23,9,3,3,14,13,4,2,65,35,18,21,16,92,79,2,1,6,40.0,40.0,2400,0,0,7,0,108
S39G01N125,2021-2022,20211226,대구 한국가스공사,12,1,19,15,34,2,44,16,25,6,5,5,8,5,3,0,74,27,17,17,19,65,82,5,2,13,40.0,40.0,2400,0,0,12,0,54,울산 현대모비스,36,4,28,7,35,3,41,27,24,12,4,4,8,6,11,4,69,43,13,13,22,104,77,9,1,9,40.0,40.0,2400,0,0,19,0,153
S39G01N126,2021-2022,20211226,수원 KT,21,4,25,16,41,3,35,20,35,8,2,2,23,18,5,0,72,30,12,14,18,86,95,10,1,13,40.0,40.0,2400,0,0,5,0,104,서울 SK,15,1,25,14,39,1,58,26,13,6,0,0,16,12,4,2,71,32,17,19,19,82,87,9,0,12,40.0,40.0,2400,0,0,14,0,92
S39G01N127,2021-2022,20211226,고양 오리온,12,3,28,10,38,3,44,20,21,5,0,0,17,11,2,0,65,25,12,12,19,66,82,7,0,12,40.0,40.0,2400,0,0,12,0,71,서울 삼성,17,2,28,4,32,3,44,23,17,4,2,2,5,2,3,2,63,29,19,23,18,64,68,9,0,15,40.0,40.0,2400,0,0,8,0,75
S39G01N128,2021-2022,20211227,안양 KGC,19,5,24,5,29,1,27,16,27,12,2,2,13,8,4,2,56,30,15,15,9,80,69,10,0,17,40.0,40.0,2400,0,0,6,0,96,창원 LG,23,1,22,7,29,2,44,23,22,12,0,0,7,4,9,0,66,35,18,18,13,86,73,14,0,12,40.0,40.0,2400,0,1,23,0,109
S39G01N129,2021-2022,20211227,원주 DB,22,4,25,10,35,5,49,26,21,8,5,4,9,8,8,6,75,38,15,17,16,92,84,10,1,5,40.0,40.0,2400,0,0,19,0,124,전주 KCC,17,2,24,5,29,3,31,15,28,11,0,0,20,13,3,0,59,26,16,18,25,76,79,3,0,10,40.0,40.0,2400,0,0,4,0,80
S39G01N130,2021-2022,20211228,고양 오리온,19,1,11,21,32,3,57,23,16,5,3,3,9,7,4,2,76,31,12,12,29,74,85,10,1,9,40.0,40.0,2400,0,0,15,0,82,수원 KT,24,4,18,11,29,5,43,27,16,8,1,1,12,8,2,0,60,36,16,17,20,88,72,6,2,14,40.0,40.0,2400,0,0,9,0,112
S39G01N131,2021-2022,20211229,대구 한국가스공사,16,0,27,9,36,3,37,13,31,11,5,5,12,8,5,4,73,29,14,18,20,77,85,7,0,13,40.0,40.0,2400,0,0,11,0,78,서울 SK,22,2,30,11,41,2,45,23,25,12,1,1,12,7,6,2,71,36,17,18,23,91,83,8,0,12,40.0,40.0,2400,0,0,15,0,114
S39G01N132,2021-2022,20211230,울산 현대모비스,22,4,27,15,42,2,39,20,20,8,1,1,22,14,2,2,60,29,17,19,17,80,82,7,1,17,40.0,40.0,2400,0,0,6,0,100,서울 삼성,19,1,17,13,30,4,45,20,22,6,1,1,16,10,4,0,68,27,19,20,19,70,84,10,0,12,40.0,40.0,2400,1,1,10,0,75
S39G01N133,2021-2022,20211231,안양 KGC,21,3,21,10,31,5,38,16,32,13,3,3,20,13,2,0,73,32,16,18,22,90,93,7,0,9,40.0,40.0,2400,0,0,11,0,100,원주 DB,24,1,29,10,39,3,48,29,16,4,2,2,24,15,4,6,66,35,16,21,20,89,90,6,0,11,40.0,40.0,2400,0,0,10,0,111
S39G01N134,2021-2022,20220101,울산 현대모비스,20,4,29,11,40,4,36,19,22,8,3,3,7,6,3,0,61,30,14,15,19,74,68,6,0,17,40.0,40.0,2400,0,0,4,0,99,창원 LG,12,0,15,14,29,4,42,18,25,7,1,1,10,6,1,0,68,26,17,17,15,65,78,11,2,10,40.0,40.0,2400,0,0,13,0,63
S39G01N135,2021-2022,20220101,대구 한국가스공사,12,1,15,16,31,2,32,17,29,10,1,1,14,12,2,0,62,28,20,21,33,78,76,5,1,17,40.0,40.0,2400,0,0,9,0,75,고양 오리온,16,2,15,8,23,3,35,23,17,9,0,0,21,14,6,8,52,32,15,17,33,87,73,10,2,11,40.0,40.0,2400,1,0,15,0,101
S39G01N136,2021-2022,20220101,수원 KT,21,4,24,6,30,3,43,25,18,5,1,1,21,18,7,2,62,31,16,19,18,85,83,9,0,12,40.0,40.0,2400,0,0,18,0,106,서울 삼성,11,1,25,17,42,0,55,22,14,4,0,0,14,12,1,0,69,26,19,20,23,68,83,8,1,14,40.0,40.0,2400,0,0,6,0,70
S39G01N137,2021-2022,20220102,창원 LG,15,3,20,15,35,1,43,21,20,4,1,1,17,13,2,2,64,26,17,18,15,69,81,7,2,8,40.0,40.0,2400,0,0,7,0,78,대구 한국가스공사,18,0,23,12,35,4,30,12,29,9,3,3,10,8,3,2,62,24,19,21,18,65,72,5,3,11,40.0,40.0,2400,1,0,4,0,73
S39G01N138,2021-2022,20220102,울산 현대모비스,18,5,23,11,34,2,50,24,15,5,0,0,14,10,6,2,65,29,16,17,22,73,79,8,0,9,40.0,40.0,2400,0,0,12,0,91,고양 오리온,12,3,25,9,34,0,41,20,18,6,0,0,13,11,7,2,59,26,13,14,31,69,72,7,2,11,40.0,40.0,2400,0,0,8,0,77
S39G01N139,2021-2022,20220102,전주 KCC,17,2,25,6,31,1,39,22,27,7,1,1,13,10,8,4,67,30,16,16,14,77,80,8,1,14,40.0,40.0,2400,0,0,8,0,81,서울 SK,16,0,27,10,37,2,46,24,20,8,3,3,11,7,8,8,69,35,17,17,21,85,80,8,0,14,40.0,40.0,2400,0,0,17,0,96
S39G01N140,2021-2022,20220103,수원 KT,17,4,24,10,34,2,45,24,24,6,1,1,16,8,6,6,70,31,17,19,18,76,86,9,1,10,40.0,40.0,2400,0,0,16,0,84,원주 DB,18,4,26,16,42,7,51,28,24,6,1,1,19,11,6,4,76,35,16,16,21,87,95,7,2,10,40.0,40.0,2400,0,0,9,0,104
S39G01N141,2021-2022,20220103,서울 삼성,17,0,26,12,38,6,51,26,21,7,1,1,14,11,1,0,73,34,20,24,19,86,87,4,0,14,40.0,40.0,2400,0,0,4,0,95,안양 KGC,20,2,26,7,33,1,32,22,34,10,2,1,25,21,4,2,68,33,16,17,15,97,93,11,0,8,40.0,40.0,2400,0,0,10,0,117
S39G01N142,2021-2022,20220104,울산 현대모비스,30,3,23,11,34,5,45,28,23,8,2,2,13,9,9,0,70,38,16,16,16,93,83,9,1,15,40.0,40.0,2400,0,0,10,0,122,서울 SK,24,3,18,20,38,4,65,33,18,5,2,2,13,9,8,2,85,40,14,14,23,94,98,9,0,10,40.0,40.0,2400,0,0,24,0,113
