gameKey,seasonName,date,H_TEAM,H_AST,H_BLK,H_DREB,H_OREB,H_PRB,H_TRB,H_2PA,H_2PM,H_3PA,H_3PM,H_DKA,H_DKM,H_FTA,H_FTM,H_SWA,H_SWM,H_FGA,H_FGM,H_TPF,H_PF,H_SUB,H_PP,H_PA,H_STL,H_TTO,H_PTO,H_MIN,H_MIN_M,H_MIN_S,H_UF,H_TF,H_TOM,H_EJ,H_EFF,A_TEAM,A_AST,A_BLK,A_DREB,A_OREB,A_PRB,A_TRB,A_2PA,A_2PM,A_3PA,A_3PM,A_DKA,A_DKM,A_FTA,A_FTM,A_SWA,A_SWM,A_FGA,A_FGM,A_TPF,A_PF,A_SUB,A_PP,A_PA,A_STL,A_TTO,A_PTO,A_MIN,A_MIN_M,A_MIN_S,A_UF,A_TF,A_TOM,A_EJ,A_EFF
S43G01N75,2023-2024,20231201,서울 삼성,14,1,27,7,34,2,40,17,19,5,1,1,19,13,2,2,60,23,18,20,28,64,79,6,1,10,40.0,40.0,2400,0,0,9,0,67,고양 소노,14,2,30,9,39,1,32,18,33,10,0,0,14,12,2,2,65,28,19,19,17,78,79,4,1,9,40.0,40.0,2400,0,1,8,0,89
S43G01N76,2023-2024,20231202,원주 DB,17,2,21,6,27,5,46,24,21,4,0,0,16,10,4,0,67,28,15,17,23,70,83,7,0,8,40.0,40.0,2400,0,0,4,0,75,창원 LG,20,1,33,12,45,2,42,26,29,10,0,0,14,9,4,0,71,36,19,20,28,91,85,5,1,11,40.0,40.0,2400,0,0,11,0,112
S43G01N77,2023-2024,20231202,서울 SK,10,0,30,9,39,4,55,25,20,3,0,0,16,13,8,12,75,28,16,19,19,72,91,9,0,6,40.0,40.0,2400,0,0,8,0,78,부산 KCC,17,4,36,9,45,1,40,23,25,4,1,1,17,14,10,4,66,28,16,18,23,74,83,4,0,11,40.0,40.0,2400,0,0,2,0,93
S43G01N78,2023-2024,20231202,대구 한국가스공사,14,4,25,4,29,2,30,19,26,11,0,0,13,10,2,2,56,30,17,18,29,81,69,3,1,18,40.0,40.0,2400,0,0,7,0,85,수원 KT,26,4,20,10,30,2,34,21,37,15,3,3,9,6,7,2,74,39,18,20,26,99,83,14,0,8,40.0,40.0,2400,0,0,21,0,129
S43G01N79,2023-2024,20231203,울산 현대모비스,19,1,25,10,35,5,42,17,20,8,0,0,13,8,6,0,62,25,18,19,18,66,75,6,2,11,40.0,40.0,2400,1,0,6,0,77,고양 소노,13,2,26,11,37,4,36,16,34,10,0,0,10,9,0,0,70,26,17,17,47,71,80,5,0,10,40.0,40.0,2400,0,0,10,0,77
S43G01N80,2023-2024,20231203,서울 SK,23,3,27,5,32,0,37,18,29,13,1,1,11,8,2,0,67,32,10,10,14,85,78,12,0,8,40.0,40.0,2400,0,0,6,0,109,안양 정관장,16,2,28,7,35,4,39,18,24,10,1,1,5,3,4,2,64,29,16,15,15,71,69,6,0,18,40.0,40.0,2400,1,0,15,0,79
S43G01N81,2023-2024,20231203,부산 KCC,14,4,28,12,40,4,52,24,17,4,0,0,22,17,6,4,69,28,17,19,12,77,91,5,0,8,40.0,40.0,2400,0,0,9,0,90,서울 삼성,20,1,26,11,37,6,35,15,34,11,1,1,14,9,0,0,70,27,19,23,20,74,84,6,0,11,40.0,40.0,2400,0,0,4,0,85
S43G01N82,2023-2024,20231204,원주 DB,22,3,25,8,33,5,42,22,22,12,1,1,7,6,6,0,65,35,17,20,22,88,72,9,0,14,40.0,40.0,2400,0,0,14,0,115,대구 한국가스공사,9,3,20,15,35,5,46,17,27,8,3,3,12,10,2,0,76,28,17,19,28,74,88,6,1,10,40.0,40.0,2400,0,0,12,0,71
S43G01N83,2023-2024,20231205,수원 KT,21,2,16,15,31,6,43,26,31,6,1,1,18,14,2,2,75,33,19,19,15,86,93,6,1,5,40.0,40.0,2400,0,0,27,0,100,고양 소노,19,2,21,12,33,4,28,17,33,12,1,1,11,9,1,2,62,30,17,20,31,81,73,3,1,17,40.0,40.0,2400,0,0,3,0,90
S43G01N84,2023-2024,20231205,서울 삼성,15,4,23,10,33,4,44,20,29,11,2,2,11,5,4,5,75,33,17,16,24,82,86,6,1,9,40.0,40.0,2400,0,1,8,0,86,창원 LG,22,2,28,9,37,5,53,33,19,6,3,2,9,7,10,6,75,41,18,17,23,95,84,6,0,8,40.0,40.0,2400,0,1,13,0,123
S43G01N85,2023-2024,20231207,창원 LG,18,1,23,10,33,2,41,19,20,9,0,0,23,20,4,2,61,28,18,19,16,85,84,7,0,9,40.0,40.0,2400,0,0,11,0,101,부산 KCC,13,2,21,9,30,4,45,23,17,9,0,0,14,8,2,0,62,32,19,21,21,81,76,2,0,12,40.0,40.0,2400,1,0,6,0,84
S43G01N86,2023-2024,20231207,울산 현대모비스,13,0,27,8,35,4,34,16,31,11,0,0,15,10,1,0,65,27,17,19,14,75,80,5,2,12,40.0,40.0,2400,0,0,7,0,75,서울 SK,18,2,23,3,26,5,40,20,18,6,2,2,22,16,5,2,60,28,18,20,25,78,82,6,1,8,40.0,40.0,2400,0,0,13,0,88
S43G01N87,2023-2024,20231208,고양 소노,20,1,21,8,29,4,24,11,40,13,4,4,7,5,2,0,68,28,17,17,24,74,75,9,0,8,40.0,40.0,2400,0,0,9,0,87,대구 한국가스공사,15,3,28,6,34,1,29,21,28,10,1,1,9,6,2,2,58,32,20,20,30,80,67,4,1,11,40.0,40.0,2400,0,0,6,0,96
S43G01N88,2023-2024,20231208,원주 DB,19,2,27,10,37,3,48,25,21,8,3,3,13,11,7,6,72,36,17,20,22,91,85,11,0,12,40.0,40.0,2400,0,0,13,0,113,서울 삼성,16,1,28,14,42,3,47,20,23,5,2,2,12,8,4,2,72,27,17,19,32,67,84,8,2,17,40.0,40.0,2400,0,0,8,0,69
S43G01N89,2023-2024,20231209,울산 현대모비스,22,3,23,13,36,5,48,27,21,9,0,0,17,12,3,0,69,36,19,19,18,93,86,4,1,11,40.0,40.0,2400,1,0,11,0,113,안양 정관장,15,4,18,11,29,2,43,25,23,6,0,0,18,10,4,6,66,31,20,21,17,78,84,6,0,9,40.0,40.0,2400,0,0,11,0,82
S43G01N90,2023-2024,20231209,창원 LG,12,1,32,8,40,3,33,20,28,10,1,1,21,12,4,0,62,31,18,22,17,84,83,6,0,15,40.0,40.0,2400,0,0,7,0,91,수원 KT,10,1,24,9,33,7,47,20,24,5,2,2,18,17,3,4,73,27,19,23,31,76,91,9,0,10,40.0,40.0,2400,0,0,7,0,79
S43G01N91,2023-2024,20231210,고양 소노,21,3,18,10,28,2,30,19,34,11,0,0,7,5,3,2,64,30,16,17,15,76,71,5,1,9,40.0,40.0,2400,0,0,6,0,89,대구 한국가스공사,18,3,20,9,29,2,33,17,27,13,3,3,5,5,1,2,63,33,18,18,18,84,68,5,3,9,40.0,40.0,2400,0,0,11,0,99
S43G01N92,2023-2024,20231210,원주 DB,19,1,29,11,40,6,42,22,24,10,2,2,21,10,7,4,68,34,19,16,23,88,89,8,0,12,40.0,40.0,2400,1,2,10,0,105,안양 정관장,21,6,23,16,39,1,44,20,33,11,2,1,12,8,2,2,79,32,20,23,29,83,91,8,0,10,40.0,40.0,2400,0,1,13,0,97
S43G01N93,2023-2024,20231211,울산 현대모비스,20,2,21,6,27,4,44,27,17,5,0,0,20,11,4,0,61,32,20,19,17,80,81,4,0,10,40.0,40.0,2400,1,0,10,0,89,창원 LG,12,2,24,18,42,3,55,30,23,7,0,0,15,7,5,10,78,37,17,19,22,88,93,7,2,7,40.0,40.0,2400,0,0,11,0,96
S43G01N94,2023-2024,20231212,수원 KT,20,1,16,15,31,4,42,22,38,12,1,1,14,12,4,2,81,35,19,26,37,94,95,7,0,9,40.0,40.0,2400,0,0,11,0,100,서울 삼성,19,4,27,17,44,2,48,30,23,5,1,1,25,22,7,4,72,36,19,22,21,99,97,5,2,14,40.0,40.0,2400,0,0,8,0,118
S43G01N95,2023-2024,20231212,원주 DB,18,1,24,7,31,5,33,17,38,17,0,0,8,6,3,0,71,34,14,14,15,91,79,7,0,8,40.0,40.0,2400,0,0,6,0,106,서울 SK,15,5,26,11,37,2,47,25,24,9,1,1,4,3,4,4,72,35,15,15,17,82,76,6,0,9,40.0,40.0,2400,0,0,11,0,100
S43G01N96,2023-2024,20231212,부산 KCC,22,4,40,10,50,4,47,24,25,7,2,2,28,20,6,6,74,33,19,20,19,93,102,2,0,9,45.0,45.0,2700,0,0,7,0,117,대구 한국가스공사,10,2,31,15,46,3,56,24,36,11,1,1,7,5,3,4,93,36,20,26,27,88,100,7,1,7,45.0,45.0,2700,0,1,8,0,89
S43G01N97,2023-2024,20231214,대구 한국가스공사,13,3,23,7,30,2,41,20,24,7,1,1,8,6,1,0,66,28,16,18,24,69,74,11,0,12,40.0,40.0,2400,0,0,9,0,76,서울 SK,21,4,28,11,39,3,43,24,24,9,0,0,10,6,8,6,67,33,14,14,22,81,77,9,0,15,40.0,40.0,2400,0,0,15,0,104
S43G01N98,2023-2024,20231215,수원 KT,21,3,23,6,29,6,29,15,40,12,1,1,17,14,5,6,70,28,19,19,28,82,87,16,0,10,40.0,40.0,2400,1,0,17,0,102,고양 소노,12,3,28,8,36,6,16,6,38,13,0,0,14,13,1,2,54,19,20,20,48,64,68,6,1,24,40.0,40.0,2400,1,1,5,0,66
S43G01N99,2023-2024,20231215,부산 KCC,20,2,29,18,47,5,56,25,24,8,2,2,17,16,6,2,82,35,17,18,11,94,99,3,0,8,40.0,40.0,2400,0,0,4,0,115,원주 DB,18,2,24,4,28,2,43,25,22,6,0,0,20,20,8,3,65,31,17,17,27,88,85,4,1,5,40.0,40.0,2400,0,0,9,0,102
S43G01N100,2023-2024,20231216,안양 정관장,19,2,27,12,39,0,41,21,23,10,1,1,11,10,3,2,65,32,20,22,22,84,76,3,0,9,40.0,40.0,2400,0,0,9,0,104,서울 삼성,20,2,22,13,35,2,45,26,21,3,0,0,21,14,10,6,66,29,17,17,24,75,87,5,0,8,40.0,40.0,2400,0,0,6,0,87
S43G01N101,2023-2024,20231216,대구 한국가스공사,11,1,26,6,32,3,40,22,22,10,3,3,13,8,5,2,65,35,18,20,21,88,78,6,0,11,40.0,40.0,2400,0,0,12,0,95,창원 LG,11,1,25,11,36,2,36,13,26,10,0,0,14,13,3,2,62,23,20,20,30,69,76,6,1,14,40.0,40.0,2400,1,0,7,0,70
S43G01N102,2023-2024,20231216,서울 SK,23,2,26,17,43,6,55,28,26,9,0,0,6,2,3,0,81,37,17,17,20,85,87,9,2,12,40.0,40.0,2400,0,0,13,0,106,울산 현대모비스,21,4,20,4,24,5,43,22,18,7,0,0,15,12,8,2,61,29,13,14,18,77,76,9,1,11,40.0,40.0,2400,0,0,9,0,93
S43G01N103,2023-2024,20231217,원주 DB,16,2,26,7,33,3,36,17,29,9,1,1,22,19,2,0,66,27,16,16,17,82,88,5,1,11,40.0,40.0,2400,2,0,5,0,87,수원 KT,17,1,28,16,44,9,39,17,36,14,1,1,20,12,4,4,76,32,20,22,20,90,96,8,3,11,40.0,40.0,2400,0,0,15,0,103
S43G01N104,2023-2024,20231217,창원 LG,24,5,28,14,42,4,50,21,28,12,1,1,15,13,4,0,79,34,19,23,27,93,94,6,0,5,40.0,40.0,2400,0,0,6,0,122,서울 삼성,12,3,29,15,44,4,52,21,19,4,4,4,23,13,0,0,75,29,19,19,22,75,98,2,1,10,40.0,40.0,2400,0,0,4,0,73
S43G01N105,2023-2024,20231217,부산 KCC,18,2,31,18,49,6,49,24,22,2,1,1,18,13,5,2,72,27,15,15,14,69,90,5,1,14,40.0,40.0,2400,0,0,8,0,84,고양 소노,16,3,25,12,37,2,43,19,30,7,0,0,7,2,0,0,73,26,20,21,16,61,80,9,0,11,40.0,40.0,2400,0,0,10,0,65
S43G01N106,2023-2024,20231218,안양 정관장,18,1,19,10,29,1,28,14,33,12,1,1,19,14,0,0,62,27,18,20,25,80,81,7,1,11,40.0,40.0,2400,1,0,8,0,84,대구 한국가스공사,19,3,23,14,37,2,44,29,21,6,4,3,15,9,8,4,69,38,20,24,28,91,84,10,1,10,40.0,40.0,2400,0,0,18,0,114
S43G01N107,2023-2024,20231219,수원 KT,18,0,26,13,39,5,31,11,33,10,3,3,19,13,0,0,67,24,14,16,27,71,86,4,1,10,40.0,40.0,2400,0,0,0,0,77,서울 SK,21,3,26,6,32,3,40,23,21,8,1,1,21,13,7,6,62,32,17,21,22,85,83,8,0,5,40.0,40.0,2400,0,0,7,0,109
S43G01N108,2023-2024,20231219,울산 현대모비스,24,3,26,10,36,5,54,27,15,3,0,0,25,18,3,2,69,30,19,23,17,81,94,6,0,11,40.0,40.0,2400,0,0,10,0,98,부산 KCC,26,3,23,12,35,4,44,20,24,10,0,0,22,14,2,0,68,30,18,22,18,84,90,4,0,11,40.0,40.0,2400,1,0,3,0,99
S43G01N109,2023-2024,20231221,대구 한국가스공사,10,3,19,3,22,4,41,23,24,5,2,2,13,7,6,11,67,30,17,22,29,72,80,8,0,9,40.0,40.0,2400,0,0,14,0,67,원주 DB,19,1,31,18,49,4,46,26,25,5,2,2,17,14,4,6,73,33,19,21,24,85,90,7,2,14,40.0,40.0,2400,0,0,4,0,106
S43G01N110,2023-2024,20231221,고양 소노,14,6,26,7,33,1,29,18,27,7,1,1,14,11,1,0,57,26,15,15,21,70,71,5,0,16,40.0,40.0,2400,0,0,11,0,79,서울 SK,17,0,22,9,31,5,39,22,29,10,0,0,7,6,8,6,68,32,16,16,17,80,75,10,2,8,40.0,40.0,2400,0,0,12,0,96
S43G01N111,2023-2024,20231222,울산 현대모비스,25,4,28,10,38,0,40,23,19,9,2,2,21,17,6,0,61,34,19,22,16,94,82,10,1,18,40.0,40.0,2400,0,0,16,0,121,수원 KT,17,3,17,10,27,7,45,21,21,4,5,5,14,10,8,8,71,30,18,18,25,74,85,13,0,16,40.0,40.0,2400,1,0,16,0,80
S43G01N112,2023-2024,20231222,안양 정관장,19,5,20,12,32,1,44,21,22,7,1,1,15,10,5,2,67,29,14,14,21,75,82,5,0,13,40.0,40.0,2400,0,0,6,0,81,부산 KCC,27,1,26,11,37,2,41,28,32,13,2,2,7,5,7,4,75,43,18,19,17,104,82,6,1,8,40.0,40.0,2400,0,0,14,0,134
S43G01N113,2023-2024,20231223,창원 LG,13,1,29,9,38,4,24,10,25,8,0,0,24,18,1,0,49,18,16,16,21,62,73,6,1,24,40.0,40.0,2400,0,0,0,0,62,서울 SK,11,1,21,11,32,4,49,21,20,4,1,1,12,8,5,2,70,26,19,20,17,64,82,17,1,9,40.0,40.0,2400,1,0,14,0,71
S43G01N114,2023-2024,20231223,고양 소노,14,2,20,16,36,4,33,15,40,8,1,1,5,2,3,4,74,24,14,16,30,58,79,8,0,21,40.0,40.0,2400,0,0,7,0,48,원주 DB,26,2,28,8,36,4,39,22,22,10,1,1,21,16,8,6,62,33,17,18,22,92,83,13,1,14,40.0,40.0,2400,0,0,18,0,124
S43G01N115,2023-2024,20231223,대구 한국가스공사,20,5,31,9,40,2,36,20,33,13,4,4,22,20,3,2,73,37,20,26,17,107,95,10,0,6,40.0,40.0,2400,0,0,14,0,140,서울 삼성,15,0,20,14,34,4,43,17,22,7,2,2,27,23,0,0,67,26,17,21,27,82,94,3,0,14,40.0,40.0,2400,0,0,2,0,79
S43G01N116,2023-2024,20231224,고양 소노,13,0,17,11,28,2,33,18,32,9,0,0,16,9,1,2,65,27,17,19,21,72,81,6,0,9,40.0,40.0,2400,0,0,4,0,67,울산 현대모비스,27,3,29,13,42,1,37,21,29,13,0,0,16,11,5,0,66,34,19,21,17,92,82,6,1,8,40.0,40.0,2400,0,0,7,0,125
S43G01N117,2023-2024,20231224,안양 정관장,20,1,13,13,26,3,40,17,34,14,2,1,9,7,2,0,76,32,19,19,14,85,85,7,0,8,40.0,40.0,2400,1,0,12,0,88,수원 KT,27,3,30,14,44,0,32,21,31,16,6,6,15,11,4,4,69,43,16,17,20,113,84,6,0,11,40.0,40.0,2400,0,0,14,0,152
S43G01N118,2023-2024,20231224,창원 LG,22,3,29,11,40,2,47,22,30,11,0,0,18,14,5,2,77,33,18,24,18,91,95,5,0,3,40.0,40.0,2400,0,0,7,0,112,부산 KCC,17,3,29,9,38,4,43,27,20,5,2,2,31,22,5,0,65,34,18,19,14,95,96,1,0,7,40.0,40.0,2400,0,0,0,0,111
S43G01N119,2023-2024,20231225,원주 DB,17,5,22,4,26,4,43,26,21,11,2,2,19,13,7,4,66,39,17,18,15,102,85,11,0,11,40.0,40.0,2400,0,0,18,0,121,울산 현대모비스,22,4,20,16,36,5,49,24,23,9,2,2,15,13,8,6,74,35,19,21,17,92,89,9,1,15,40.0,40.0,2400,0,0,16,0,111
S43G01N120,2023-2024,20231225,서울 SK,29,7,30,9,39,3,54,31,22,4,2,2,16,11,14,2,78,37,19,22,20,89,94,12,0,7,40.0,40.0,2400,1,0,12,0,126,서울 삼성,14,2,29,22,51,6,52,16,24,4,5,5,25,20,4,0,81,25,16,17,27,74,106,5,0,15,40.0,40.0,2400,0,0,7,0,76
S43G01N121,2023-2024,20231225,대구 한국가스공사,14,1,20,7,27,4,41,25,22,8,3,3,13,10,5,11,66,36,20,24,34,90,79,6,1,7,40.0,40.0,2400,0,0,11,0,101,부산 KCC,23,1,21,8,29,2,36,21,27,13,0,0,21,15,3,0,63,34,19,19,17,96,84,4,0,9,40.0,40.0,2400,0,0,5,0,111
S43G01N122,2023-2024,20231226,창원 LG,26,1,23,11,34,3,43,27,28,9,0,0,16,13,11,8,71,36,16,16,22,94,87,10,0,6,40.0,40.0,2400,0,0,21,0,124,안양 정관장,20,2,25,6,31,1,32,18,31,11,0,0,8,6,1,0,63,29,15,18,22,75,71,3,2,13,40.0,40.0,2400,0,0,3,0,81
S43G01N123,2023-2024,20231228,대구 한국가스공사,18,1,18,8,26,3,38,22,22,6,3,3,10,7,5,4,63,31,17,18,23,75,73,9,1,15,40.0,40.0,2400,0,0,15,0,81,수원 KT,25,0,22,15,37,3,39,22,27,11,1,1,14,6,3,2,67,34,18,18,19,85,81,8,0,16,40.0,40.0,2400,0,0,10,0,101
S43G01N124,2023-2024,20231228,고양 소노,17,1,23,12,35,3,45,26,25,8,1,1,9,7,3,0,71,35,19,20,45,85,80,6,1,10,40.0,40.0,2400,0,0,6,0,98,안양 정관장,17,0,22,10,32,5,37,20,31,10,0,0,12,11,1,0,68,30,18,21,12,81,80,6,0,12,40.0,40.0,2400,0,0,10,0,90
S43G01N125,2023-2024,20231228,울산 현대모비스,31,2,29,10,39,4,43,26,29,12,1,1,16,12,7,0,73,39,19,23,21,102,89,10,0,9,40.0,40.0,2400,0,0,13,0,141,서울 삼성,26,2,24,8,32,1,39,18,22,10,0,0,31,19,7,2,61,28,18,20,33,85,92,7,1,11,40.0,40.0,2400,0,0,9,0,96
S43G01N126,2023-2024,20231229,원주 DB,27,2,33,8,41,4,45,29,23,8,2,2,6,5,4,0,70,39,17,17,20,91,76,4,0,11,40.0,40.0,2400,0,0,2,0,126,창원 LG,14,2,17,16,33,6,45,19,34,9,0,0,13,10,4,0,79,28,16,17,21,75,92,6,0,5,40.0,40.0,2400,0,0,9,0,77
S43G01N127,2023-2024,20231230,고양 소노,17,0,25,18,43,1,43,17,31,6,2,2,17,11,3,4,76,25,15,17,25,67,93,5,0,10,40.0,40.0,2400,0,0,10,0,66,서울 삼성,22,2,35,8,43,1,40,23,24,10,1,1,16,8,6,0,65,34,19,20,29,86,81,4,0,11,40.0,40.0,2400,0,0,10,0,108
S43G01N128,2023-2024,20231230,안양 정관장,15,2,24,7,31,1,29,12,43,12,0,0,10,8,1,0,72,24,16,19,29,68,82,9,2,8,40.0,40.0,2400,0,0,8,0,66,서울 SK,23,5,37,4,41,5,42,27,18,5,4,4,12,9,9,2,64,36,13,16,17,86,76,6,0,13,40.0,40.0,2400,0,0,6,0,122
S43G01N129,2023-2024,20231230,수원 KT,25,2,19,12,31,4,42,23,30,14,2,2,9,6,3,4,74,39,19,19,19,98,83,15,1,9,40.0,40.0,2400,1,0,15,0,127,부산 KCC,17,2,20,12,32,4,41,21,26,11,0,0,10,8,2,0,67,32,14,14,21,83,77,3,1,18,40.0,40.0,2400,0,0,13,0,85
S43G01N130,2023-2024,20231231,안양 정관장,14,4,22,9,31,1,34,16,36,16,0,0,9,6,4,2,70,32,18,19,20,86,79,8,1,8,40.0,40.0,2400,0,0,12,0,94,원주 DB,20,4,28,12,40,6,43,24,30,10,2,2,12,11,6,4,75,36,13,14,15,93,87,4,1,9,40.0,40.0,2400,0,0,13,0,117
S43G01N131,2023-2024,20231231,창원 LG,15,2,28,9,37,3,43,18,22,10,0,0,18,13,6,4,65,28,18,18,26,79,83,5,1,7,40.0,40.0,2400,0,0,10,0,91,고양 소노,17,1,28,14,42,4,39,15,32,11,0,0,13,9,2,0,71,26,18,22,25,72,84,5,2,9,40.0,40.0,2400,0,0,2,0,81
S43G01N132,2023-2024,20231231,대구 한국가스공사,13,4,16,9,25,2,35,17,24,9,2,2,22,18,3,2,61,28,18,19,25,83,83,3,1,5,40.0,40.0,2400,1,0,9,0,87,울산 현대모비스,21,2,23,12,35,3,43,24,20,8,2,2,15,14,2,2,65,34,20,27,21,90,80,2,4,8,40.0,40.0,2400,0,0,4,0,109
S43G01N133,2023-2024,20240101,수원 KT,15,2,18,11,29,6,47,25,24,6,3,2,17,11,6,6,74,33,20,21,15,83,91,11,0,4,40.0,40.0,2400,0,0,18,0,95,부산 KCC,18,6,30,11,41,2,38,23,24,8,0,0,17,10,4,2,62,31,16,18,21,80,79,1,2,14,40.0,40.0,2400,0,1,4,0,94
S43G01N134,2023-2024,20240101,서울 삼성,20,3,27,10,37,1,30,12,35,14,2,2,7,6,3,0,67,28,19,21,24,76,74,4,0,14,40.0,40.0,2400,0,0,9,0,87,서울 SK,20,4,27,18,45,3,53,26,25,5,2,2,15,9,6,0,80,33,16,16,17,80,95,8,0,8,40.0,40.0,2400,0,0,12,0,99
S43G01N135,2023-2024,20240102,원주 DB,22,3,23,9,32,2,31,21,28,10,2,2,19,12,2,0,61,33,17,18,22,88,80,5,0,19,40.0,40.0,2400,0,0,9,0,98,고양 소노,22,4,20,13,33,5,32,17,42,17,2,2,9,5,2,2,76,36,19,22,31,94,85,12,3,10,40.0,40.0,2400,0,0,15,0,113
S43G01N136,2023-2024,20240102,안양 정관장,12,2,24,15,39,6,45,23,29,7,0,0,23,17,0,0,74,30,16,22,24,84,97,6,1,5,40.0,40.0,2400,0,0,3,0,93,창원 LG,20,1,22,6,28,6,35,22,24,6,1,1,22,16,4,2,60,29,20,25,27,80,82,2,0,8,40.0,40.0,2400,0,0,4,0,92
S43G01N137,2023-2024,20240103,부산 KCC,15,2,27,8,35,4,30,18,33,8,1,1,17,12,4,4,64,27,18,18,9,74,81,6,0,10,40.0,40.0,2400,0,0,8,0,84,서울 SK,11,4,24,13,37,6,57,28,19,4,1,1,10,7,6,4,77,33,16,18,18,77,87,5,0,7,40.0,40.0,2400,0,0,11,0,86
S43G01N138,2023-2024,20240104,대구 한국가스공사,15,1,25,16,41,2,37,15,29,14,0,0,9,9,3,2,66,29,17,18,23,81,75,7,1,12,40.0,40.0,2400,0,1,18,0,97,안양 정관장,14,5,20,12,32,2,34,13,29,12,0,0,13,8,2,2,63,25,17,17,17,70,76,9,0,11,40.0,40.0,2400,0,0,9,0,78
S43G01N139,2023-2024,20240104,서울 삼성,16,0,16,13,29,3,35,14,32,8,1,1,9,7,0,0,68,23,14,14,29,61,77,4,0,13,40.0,40.0,2400,0,0,10,0,53,수원 KT,21,3,30,11,41,3,27,20,40,17,3,3,9,6,5,7,70,40,16,16,16,103,79,12,2,7,40.0,40.0,2400,0,0,14,0,141
S43G01N140,2023-2024,20240105,서울 SK,21,0,31,13,44,0,53,30,15,3,0,0,19,18,9,0,68,33,19,21,19,87,87,8,0,10,40.0,40.0,2400,0,0,14,0,114,고양 소노,14,0,18,11,29,4,23,11,37,8,2,2,16,11,5,7,62,21,15,15,30,61,78,5,0,15,40.0,40.0,2400,0,0,7,0,52
S43G01N141,2023-2024,20240106,창원 LG,16,1,25,15,40,4,47,22,24,8,1,1,20,8,2,2,72,31,20,24,26,78,92,5,0,9,40.0,40.0,2400,0,0,4,0,82,대구 한국가스공사,17,4,25,5,30,4,35,22,23,7,1,1,20,15,2,0,59,30,20,26,25,82,79,2,0,10,40.0,40.0,2400,0,0,5,0,95
S43G01N142,2023-2024,20240106,울산 현대모비스,15,2,25,14,39,4,44,22,25,8,0,0,24,15,5,2,69,30,16,16,16,83,93,9,0,11,40.0,40.0,2400,0,0,9,0,93,수원 KT,20,1,26,10,36,5,47,24,25,7,3,3,10,7,5,2,75,34,17,18,22,82,85,8,1,11,40.0,40.0,2400,0,0,14,0,96
S43G01N143,2023-2024,20240106,서울 삼성,13,4,25,11,36,4,38,17,30,9,1,1,14,10,2,2,69,27,17,20,26,73,83,2,0,6,40.0,40.0,2400,0,0,4,0,80,원주 DB,18,2,33,14,47,1,39,20,32,11,1,1,18,12,1,0,72,32,17,18,18,87,90,3,0,4,40.0,40.0,2400,0,0,10,0,108
S43G01N144,2023-2024,20240107,서울 SK,20,7,30,11,41,4,40,18,23,10,4,4,12,9,6,4,67,32,17,18,24,83,79,2,0,9,40.0,40.0,2400,0,0,4,0,110,안양 정관장,17,2,25,9,34,3,39,19,33,8,1,1,10,7,1,0,73,28,14,14,21,71,83,6,3,3,40.0,40.0,2400,0,0,8,0,79
S43G01N145,2023-2024,20240107,부산 KCC,20,1,32,9,41,7,38,16,25,10,0,0,26,21,5,4,63,26,18,17,20,83,89,5,1,13,40.0,40.0,2400,0,1,2,0,101,고양 소노,17,4,22,5,27,3,39,20,29,8,0,0,12,10,2,2,68,28,19,26,35,74,80,9,2,9,40.0,40.0,2400,0,1,17,0,81
S43G01N146,2023-2024,20240107,창원 LG,21,4,32,5,37,1,42,22,25,12,0,0,12,10,5,0,67,34,16,20,26,90,79,7,0,10,40.0,40.0,2400,0,0,18,0,115,울산 현대모비스,19,1,25,16,41,4,58,26,19,5,0,0,18,12,2,2,77,31,17,18,33,79,95,8,2,11,40.0,40.0,2400,0,0,10,0,87
S43G01N147,2023-2024,20240108,원주 DB,21,3,19,8,27,5,38,25,32,11,2,2,13,7,5,4,72,38,17,16,12,94,85,9,0,8,40.0,40.0,2400,0,1,17,0,111,수원 KT,20,0,28,18,46,2,55,29,24,7,0,0,10,7,1,0,79,36,19,20,17,86,89,4,1,14,40.0,40.0,2400,0,1,6,0,97
S43G01N148,2023-2024,20240108,대구 한국가스공사,12,1,31,7,38,2,33,19,26,8,0,0,20,15,1,0,59,27,16,18,24,77,79,4,0,11,40.0,40.0,2400,0,0,4,0,86,서울 삼성,11,0,22,7,29,5,47,26,26,4,0,0,7,7,5,4,73,30,19,21,31,71,80,7,0,6,40.0,40.0,2400,0,0,8,0,74
S43G01N149,2023-2024,20240109,창원 LG,14,1,24,13,37,6,35,13,30,7,0,0,14,10,4,0,65,20,17,16,23,57,79,6,1,7,40.0,40.0,2400,1,0,8,0,64,서울 SK,14,7,28,15,43,4,45,19,24,7,1,1,7,3,4,2,70,27,16,17,15,64,77,4,2,9,40.0,40.0,2400,0,0,6,0,78
S43G01N150,2023-2024,20240109,부산 KCC,18,1,25,10,35,3,45,23,22,10,3,3,11,9,5,4,70,36,18,20,15,91,81,5,0,10,40.0,40.0,2400,0,0,4,0,107,울산 현대모비스,21,3,22,16,38,3,51,29,23,3,2,2,20,15,4,0,76,34,15,16,11,86,96,5,0,8,40.0,40.0,2400,0,0,8,0,101
