gameKey,seasonName,date,TEAM,AST,BLK,DREB,DKM,DKA,SWA,2PM,2PA,FGA,FGM,TPF,FTM,FTA,PPF,SUB,OREB,PP,PA,PRB,STL,3PM,3PA,TTO,TRB,PTO,MIN,MIN_M,MIN_S,BPF,BPS,DPS,EFF,EJ,FST,MXD,MXS,PPS,PPT,SWM,TOM,TPF_G,TPF_T,TPS
S41G01N119,2022-2023,20221224,고양 캐롯,13,3,20,0,0,4,13,25,65,29,20,9,11,23,21,6,83,76,26,11,16,40,0,2,13,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N120,2022-2023,20221224,안양 KGC,17,1,21,2,2,5,21,38,58,28,20,12,19,23,21,7,73,77,28,10,5,18,2,2,13,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N120,2022-2023,20221224,창원 LG,11,5,25,1,1,3,22,44,58,29,14,15,20,19,22,10,79,78,35,8,6,13,2,0,16,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N121,2022-2023,20221225,수원 KT,16,6,32,1,1,3,23,48,75,31,16,8,9,19,20,18,77,84,50,6,7,26,0,2,13,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N121,2022-2023,20221225,원주 DB,14,4,20,2,4,2,20,44,65,23,15,17,22,15,23,10,64,87,30,8,1,17,1,6,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N122,2022-2023,20221225,울산 현대모비스,21,4,32,0,0,4,19,48,74,25,17,20,30,18,19,18,76,104,50,6,6,26,0,2,6,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N122,2022-2023,20221225,대구 한국가스공사,10,2,31,0,0,1,22,45,66,28,16,8,12,23,26,8,70,78,39,3,6,21,1,0,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N123,2022-2023,20221225,서울 SK,17,5,29,4,4,7,24,46,67,33,18,11,20,20,15,8,82,87,37,6,5,17,0,5,8,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N123,2022-2023,20221225,서울 삼성,14,0,30,4,4,7,14,39,64,22,17,16,22,21,29,8,64,86,38,7,4,21,1,6,12,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N124,2022-2023,20221226,창원 LG,19,2,18,3,3,4,24,36,62,33,14,13,19,15,22,5,85,81,23,9,6,23,0,4,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N124,2022-2023,20221226,전주 KCC,25,2,24,1,1,2,28,47,70,41,19,7,10,19,17,12,101,80,36,5,12,22,1,1,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N125,2022-2023,20221227,안양 KGC,19,3,26,0,0,7,23,41,61,30,19,17,21,22,19,5,84,82,31,11,7,20,0,5,14,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N125,2022-2023,20221227,고양 캐롯,17,1,25,2,2,3,11,21,64,26,18,17,21,18,12,8,82,85,33,10,13,41,1,3,13,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N126,2022-2023,20221227,수원 KT,30,2,22,3,4,4,25,40,69,38,18,15,19,21,26,7,101,88,29,7,10,25,0,4,12,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N126,2022-2023,20221227,울산 현대모비스,15,0,23,0,0,2,23,38,63,32,17,18,22,18,19,8,91,85,31,8,9,25,2,2,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N127,2022-2023,20221229,안양 KGC,17,3,31,2,2,3,22,49,78,36,13,8,12,13,18,7,92,90,38,6,12,27,0,2,3,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N127,2022-2023,20221229,원주 DB,16,3,32,3,4,2,21,49,78,31,14,5,9,14,18,14,74,87,46,1,7,25,1,4,13,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N128,2022-2023,20221229,전주 KCC,17,4,27,0,0,1,19,35,58,29,13,14,22,13,15,9,82,80,36,3,10,23,2,2,8,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N128,2022-2023,20221229,대구 한국가스공사,13,2,18,4,4,4,16,37,68,31,20,0,0,21,28,9,73,68,27,6,11,27,0,3,7,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N129,2022-2023,20221230,수원 KT,25,2,19,4,4,3,20,32,62,34,18,10,12,21,26,7,88,74,26,10,10,26,0,2,14,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N129,2022-2023,20221230,서울 삼성,11,2,15,4,4,6,22,39,59,31,17,11,13,17,29,8,78,72,23,6,5,16,0,4,18,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N130,2022-2023,20221231,고양 캐롯,12,1,21,2,2,6,15,28,65,30,19,8,10,23,14,6,81,75,27,10,13,35,0,1,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N130,2022-2023,20221231,대구 한국가스공사,12,0,28,1,1,5,24,44,58,31,18,16,24,19,18,10,84,82,38,4,6,13,0,2,15,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N131,2022-2023,20221231,울산 현대모비스,16,2,25,0,0,5,21,44,67,26,16,11,15,16,22,9,68,82,34,7,5,23,2,2,7,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N131,2022-2023,20221231,안양 KGC,20,5,33,1,1,2,22,45,71,32,17,4,7,19,14,10,77,78,43,4,9,25,0,5,12,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N132,2022-2023,20221231,원주 DB,22,1,27,3,3,11,30,51,69,40,17,15,20,17,19,10,102,89,37,9,7,15,0,0,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N132,2022-2023,20221231,전주 KCC,12,1,22,2,2,3,28,47,74,37,18,9,15,18,21,12,90,89,34,7,7,25,0,1,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N133,2022-2023,20230101,고양 캐롯,16,1,14,1,1,4,16,28,69,29,16,7,8,16,18,7,77,77,21,8,12,40,0,1,6,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N133,2022-2023,20230101,수원 KT,22,1,34,0,0,5,20,30,56,33,17,11,13,17,16,6,90,69,40,6,13,26,2,1,14,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N134,2022-2023,20230101,서울 삼성,17,0,25,1,1,2,17,42,67,26,14,7,12,15,22,7,67,79,32,4,8,24,0,3,8,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N134,2022-2023,20230101,서울 SK,17,5,32,2,2,7,25,46,71,35,17,8,15,18,21,11,86,86,43,6,8,23,1,2,6,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N135,2022-2023,20230101,창원 LG,17,3,28,0,0,3,23,51,68,25,18,21,27,21,21,12,73,95,40,6,2,17,0,2,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N135,2022-2023,20230101,울산 현대모비스,13,2,33,1,2,1,24,57,73,30,20,12,15,26,22,15,77,88,48,5,5,14,0,1,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N136,2022-2023,20230102,원주 DB,18,0,27,2,2,3,18,39,59,27,14,9,16,14,19,10,70,75,37,3,7,18,0,2,19,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N136,2022-2023,20230102,안양 KGC,23,4,24,1,1,2,32,51,76,39,18,2,3,18,21,9,86,79,33,9,6,24,1,1,6,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N137,2022-2023,20230103,전주 KCC,21,1,27,1,1,4,23,39,59,31,19,10,13,19,15,9,79,72,36,8,7,19,1,1,13,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N137,2022-2023,20230103,고양 캐롯,16,0,18,0,0,4,15,27,63,25,17,12,14,18,23,7,72,77,25,10,10,36,0,5,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N138,2022-2023,20230104,서울 SK,21,4,33,3,3,10,26,45,75,38,14,12,17,17,19,8,97,92,41,11,9,27,0,5,6,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N138,2022-2023,20230104,원주 DB,14,0,26,4,4,4,20,48,71,26,18,9,16,20,22,11,63,87,37,4,2,19,0,4,13,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N139,2022-2023,20230105,고양 캐롯,17,4,19,0,0,4,17,35,63,27,16,16,23,16,24,9,80,86,28,8,10,28,2,6,7,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N139,2022-2023,20230105,울산 현대모비스,13,1,21,2,2,2,19,42,67,30,18,8,12,20,18,16,77,79,37,4,9,23,2,6,12,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N140,2022-2023,20230105,서울 삼성,9,5,28,0,0,3,19,43,60,24,19,15,22,22,28,10,68,82,38,4,5,17,0,0,15,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N140,2022-2023,20230105,창원 LG,23,0,28,3,3,10,20,45,67,30,18,12,21,23,21,6,79,88,34,8,7,19,0,4,8,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N141,2022-2023,20230106,전주 KCC,14,2,27,0,1,1,18,46,73,27,16,7,8,16,16,13,70,81,40,6,9,26,1,6,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N141,2022-2023,20230106,서울 SK,22,1,25,0,0,6,19,46,63,28,16,13,15,16,18,7,78,78,32,6,9,17,0,3,8,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N142,2022-2023,20230106,안양 KGC,20,1,23,2,2,5,19,39,69,32,16,8,15,17,13,12,83,84,35,6,11,28,0,3,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N142,2022-2023,20230106,수원 KT,20,2,28,1,1,4,22,43,74,34,17,6,10,18,21,13,85,84,41,7,11,30,1,1,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N143,2022-2023,20230107,울산 현대모비스,21,3,28,0,0,2,18,41,80,32,18,12,19,21,21,16,90,99,44,5,14,39,1,4,14,45.0,45.0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N143,2022-2023,20230107,원주 DB,24,4,27,3,3,6,32,59,76,38,17,15,22,18,25,8,94,98,35,7,3,14,1,5,10,45.0,45.0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N144,2022-2023,20230107,창원 LG,12,0,29,0,0,4,24,45,67,26,18,10,17,19,18,19,64,84,48,2,2,22,1,3,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N144,2022-2023,20230107,고양 캐롯,11,1,23,1,1,0,14,35,70,26,17,10,13,20,13,11,73,83,34,3,11,34,1,4,4,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N145,2022-2023,20230107,대구 한국가스공사,17,1,21,0,0,1,20,41,60,30,20,13,17,23,28,8,83,77,29,6,10,19,0,2,6,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N145,2022-2023,20230107,서울 삼성,20,1,25,3,4,0,14,31,57,26,19,16,24,20,22,8,77,81,33,3,9,22,2,3,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N146,2022-2023,20230108,울산 현대모비스,20,1,20,1,1,3,29,53,74,35,19,14,19,22,19,15,89,93,35,8,5,20,0,2,4,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N146,2022-2023,20230108,수원 KT,18,0,19,3,3,0,19,41,60,31,18,12,16,20,27,8,83,76,27,3,9,16,0,3,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N147,2022-2023,20230108,안양 KGC,21,1,34,5,5,4,18,40,71,33,18,7,11,20,12,7,83,82,41,4,10,26,0,3,6,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N147,2022-2023,20230108,서울 SK,16,2,30,0,1,7,20,45,70,28,16,16,26,16,20,10,80,96,40,2,8,24,0,3,7,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N148,2022-2023,20230108,서울 삼성,13,4,24,0,1,4,21,47,71,25,18,4,10,22,21,17,58,81,41,7,4,23,0,4,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N148,2022-2023,20230108,전주 KCC,16,3,25,0,0,3,15,36,59,24,16,11,14,16,19,10,68,73,35,3,9,23,0,6,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N149,2022-2023,20230109,고양 캐롯,19,4,18,0,0,1,14,29,65,30,17,11,14,17,21,11,87,79,29,3,16,36,0,3,6,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N149,2022-2023,20230109,대구 한국가스공사,13,1,20,1,1,1,28,51,66,33,19,6,9,21,25,14,76,75,34,6,4,14,3,4,6,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N150,2022-2023,20230110,수원 KT,13,1,19,2,2,2,14,46,68,21,15,13,23,16,17,15,60,91,34,8,5,20,1,3,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N150,2022-2023,20230110,전주 KCC,19,3,33,1,1,3,18,39,59,28,18,14,20,19,15,9,79,79,42,6,9,19,0,3,12,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N151,2022-2023,20230110,서울 SK,17,6,30,0,0,4,19,47,72,23,19,11,18,22,22,13,61,90,43,5,4,25,0,1,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N151,2022-2023,20230110,창원 LG,21,3,37,1,1,7,22,43,69,33,19,9,20,22,25,10,85,89,47,6,10,25,1,2,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N152,2022-2023,20230111,울산 현대모비스,17,1,14,1,1,1,19,46,75,29,17,19,23,18,18,17,86,98,31,8,9,28,0,5,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N152,2022-2023,20230111,안양 KGC,23,3,26,3,3,4,26,44,67,40,18,9,12,20,17,9,100,79,35,6,11,20,1,5,13,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N153,2022-2023,20230117,원주 DB,24,3,27,3,3,4,23,45,68,33,16,8,11,16,23,8,81,79,35,5,7,20,0,3,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N153,2022-2023,20230117,창원 LG,21,0,23,1,1,5,26,50,69,34,14,7,9,14,26,7,82,78,30,8,7,18,1,1,8,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N154,2022-2023,20230119,고양 캐롯,25,7,18,1,1,3,18,38,78,33,15,7,7,15,25,14,87,85,32,9,14,39,0,3,4,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N154,2022-2023,20230119,원주 DB,17,3,27,2,2,7,25,45,62,30,14,9,11,14,23,11,72,73,38,3,3,15,0,4,15,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N155,2022-2023,20230119,서울 삼성,12,1,21,0,1,2,20,49,67,25,20,11,14,23,32,14,66,81,35,7,5,17,0,3,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N155,2022-2023,20230119,수원 KT,17,2,26,0,1,3,19,38,64,27,17,15,24,20,20,18,77,88,44,6,8,25,1,3,14,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N156,2022-2023,20230120,창원 LG,21,2,28,0,0,8,20,39,66,26,19,11,15,21,22,7,69,81,35,4,6,27,0,8,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N156,2022-2023,20230120,대구 한국가스공사,15,1,29,1,1,5,22,43,68,26,18,9,18,20,20,9,64,86,38,7,3,24,1,4,8,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N157,2022-2023,20230120,울산 현대모비스,18,2,39,2,2,5,21,45,64,26,15,11,12,15,22,9,66,76,48,5,3,17,0,4,15,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N157,2022-2023,20230120,전주 KCC,11,0,25,0,0,3,21,54,78,26,15,7,9,15,26,12,64,87,37,6,5,24,1,4,5,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N158,2022-2023,20230121,수원 KT,17,4,29,5,5,4,16,38,65,29,19,7,10,20,17,10,73,75,39,5,8,22,0,4,17,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N158,2022-2023,20230121,서울 SK,21,1,25,1,2,5,24,51,73,29,15,14,20,15,18,13,76,93,38,14,4,20,0,2,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N159,2022-2023,20230121,고양 캐롯,14,3,26,1,1,0,10,29,76,28,15,12,13,15,23,17,85,89,43,6,17,46,1,3,5,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N159,2022-2023,20230121,안양 KGC,18,3,28,2,2,6,19,33,61,28,16,2,8,16,18,6,65,69,34,3,7,26,1,3,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N160,2022-2023,20230121,서울 삼성,18,3,19,2,3,5,26,53,71,32,16,14,17,18,24,12,82,88,31,12,4,15,1,5,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N160,2022-2023,20230121,원주 DB,17,2,19,2,2,4,20,38,57,31,18,14,21,20,28,5,85,78,24,8,9,17,0,7,16,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N161,2022-2023,20230122,대구 한국가스공사,17,2,14,0,0,5,24,50,71,33,18,11,19,23,36,10,86,90,24,7,9,21,0,7,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N161,2022-2023,20230122,울산 현대모비스,21,3,26,1,1,3,27,41,64,36,18,13,18,19,27,12,93,82,38,8,8,22,1,1,14,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N162,2022-2023,20230122,창원 LG,24,3,28,4,4,7,22,41,68,37,17,8,17,18,17,11,93,85,39,4,11,23,0,3,7,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N162,2022-2023,20230122,전주 KCC,12,3,22,1,1,4,19,36,65,29,16,7,9,17,23,5,74,74,27,2,9,28,1,2,6,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N163,2022-2023,20230122,안양 KGC,21,2,27,3,3,3,21,43,67,33,16,16,23,19,15,8,91,90,35,11,9,21,0,6,7,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N163,2022-2023,20230122,서울 삼성,6,2,20,3,3,2,16,45,67,23,18,16,19,19,27,16,66,86,36,3,4,19,3,2,14,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N164,2022-2023,20230123,원주 DB,19,5,26,0,0,4,24,52,68,30,18,14,17,19,24,14,80,85,40,4,6,16,0,6,13,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N164,2022-2023,20230123,수원 KT,13,3,22,2,2,5,22,46,83,30,16,10,17,17,19,22,76,100,44,12,6,35,0,6,8,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N165,2022-2023,20230123,서울 SK,15,1,21,2,2,3,25,48,72,31,17,16,18,19,10,16,82,90,37,4,4,22,2,3,7,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N165,2022-2023,20230123,고양 캐롯,16,3,20,0,0,3,17,24,60,28,17,13,15,20,23,6,80,75,26,5,11,36,1,7,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N166,2022-2023,20230124,울산 현대모비스,22,1,22,1,1,6,23,46,58,29,18,19,25,19,24,9,82,83,31,10,5,11,1,2,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N166,2022-2023,20230124,창원 LG,17,1,20,2,2,2,19,41,64,27,20,15,19,23,22,13,75,83,33,5,6,21,0,4,14,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N167,2022-2023,20230124,전주 KCC,13,2,24,0,0,2,15,35,63,23,15,13,15,15,18,8,67,78,32,9,8,28,0,2,13,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N167,2022-2023,20230124,대구 한국가스공사,14,2,33,1,1,3,20,38,60,28,16,9,11,18,29,7,72,71,40,7,7,21,1,1,12,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N168,2022-2023,20230126,원주 DB,19,3,30,4,5,10,22,42,70,31,17,4,4,19,30,12,71,74,42,10,5,23,1,3,16,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N168,2022-2023,20230126,대구 한국가스공사,8,2,20,0,0,4,17,35,63,24,15,10,14,15,26,9,65,77,29,11,7,28,2,5,14,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N169,2022-2023,20230127,서울 삼성,14,0,20,3,3,2,20,42,60,27,20,12,19,26,27,8,70,79,28,5,4,15,2,5,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N169,2022-2023,20230127,울산 현대모비스,17,3,26,0,0,5,26,40,59,30,18,21,28,20,21,11,85,87,37,7,4,19,0,1,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N170,2022-2023,20230127,수원 KT,25,3,28,3,4,6,24,41,63,33,16,18,19,18,19,10,90,82,38,10,6,18,1,3,18,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N170,2022-2023,20230127,고양 캐롯,13,3,16,1,1,5,12,18,66,28,16,5,8,19,23,8,76,74,24,9,15,47,1,4,14,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N171,2022-2023,20230128,서울 SK,16,5,32,0,0,7,36,57,90,45,19,19,28,28,35,11,118,118,43,5,9,33,0,3,9,45.0,45.0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N171,2022-2023,20230128,대구 한국가스공사,24,4,32,1,1,4,27,55,90,41,17,21,29,25,31,19,116,119,51,6,13,34,1,3,12,45.0,45.0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N172,2022-2023,20230128,창원 LG,17,3,33,0,0,2,20,40,62,25,17,13,19,17,26,9,68,81,42,8,5,22,1,9,20,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N172,2022-2023,20230128,안양 KGC,10,3,22,0,0,6,21,42,67,25,18,9,11,21,17,8,63,78,30,10,4,25,0,1,12,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N173,2022-2023,20230128,원주 DB,26,5,24,6,6,7,30,52,74,40,16,5,7,17,25,13,89,81,37,9,4,16,1,0,5,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N173,2022-2023,20230128,전주 KCC,14,1,22,0,0,3,19,41,66,28,13,8,9,13,20,13,73,75,35,4,9,25,1,1,12,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N174,2022-2023,20230129,수원 KT,19,2,21,2,2,4,23,43,69,32,15,9,12,17,18,13,80,81,34,7,7,24,2,3,12,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N174,2022-2023,20230129,창원 LG,21,1,21,3,3,4,24,44,71,34,14,6,10,16,21,16,81,81,37,9,7,24,1,5,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N175,2022-2023,20230129,안양 KGC,17,1,25,0,0,3,18,45,80,28,20,21,25,23,18,20,87,105,45,10,10,35,1,5,15,45.0,45.0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N175,2022-2023,20230129,대구 한국가스공사,18,3,32,0,0,4,19,40,64,28,19,20,25,23,22,8,85,89,40,11,9,24,1,1,15,45.0,45.0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N176,2022-2023,20230129,울산 현대모비스,17,4,27,0,0,5,19,43,71,29,18,11,12,20,22,9,79,83,36,4,10,28,1,7,7,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N176,2022-2023,20230129,서울 SK,14,6,28,0,0,1,23,55,71,25,15,13,15,16,19,14,65,86,42,4,2,16,1,5,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N177,2022-2023,20230130,고양 캐롯,13,3,27,2,2,2,17,35,70,24,17,15,19,18,16,11,68,89,38,10,5,33,0,4,7,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N177,2022-2023,20230130,서울 삼성,13,4,33,1,1,5,17,36,58,22,19,17,23,25,27,10,65,81,43,5,4,21,0,2,15,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N178,2022-2023,20230131,수원 KT,17,2,21,1,1,3,22,33,58,32,18,15,18,19,21,6,88,76,27,4,9,24,0,2,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N178,2022-2023,20230131,대구 한국가스공사,17,1,18,0,0,4,27,41,69,34,18,9,13,21,28,13,84,82,31,8,7,28,3,0,7,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
