시즌,경기ID,누적쿼터,팀명,구분,선수명,최종승리팀(1=홈승),PTS,2PM,2PA,2P%,3PM,3PA,3P%,FGM,FGA,FG%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,GD,DK,TO,PF
../kbl_data/2021-2022,S39G01N32,Q1,서울 SK,Home,리온 윌리엄스,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1,서울 SK,Home,이현석,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1,서울 SK,Home,최원혁,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1,서울 SK,Home,최준용,1,0,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1,서울 SK,Home,안영준,1,2,1,2,50.0,0,2,0.0,1,4,25.0,0,1,0.0,0,1,1,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1,서울 SK,Home,자밀 워니,1,9,3,4,75.0,1,1,100.0,4,5,80.0,0,0,0.0,2,2,4,1,0,0,0,0,1,0
../kbl_data/2021-2022,S39G01N32,Q1,서울 SK,Home,오재현,1,4,2,2,100.0,0,3,0.0,2,5,40.0,0,0,0.0,0,0,0,2,1,0,0,0,0,1
../kbl_data/2021-2022,S39G01N32,Q1,원주 DB,Away,윤호영,1,0,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1,원주 DB,Away,박찬희,1,0,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,3,1,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1,원주 DB,Away,김종규,1,6,3,3,100.0,0,0,0.0,3,3,100.0,0,0,0.0,1,3,4,0,0,0,0,0,0,1
../kbl_data/2021-2022,S39G01N32,Q1,원주 DB,Away,허웅,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1,원주 DB,Away,김영훈,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1,원주 DB,Away,배강률,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1,원주 DB,Away,김철욱,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1,원주 DB,Away,박상권,1,3,0,2,0.0,1,1,100.0,1,3,33.3,0,0,0.0,0,0,0,0,0,0,0,0,1,3
../kbl_data/2021-2022,S39G01N32,Q1,원주 DB,Away,김훈,1,0,0,0,0.0,0,1,0.0,0,1,0.0,0,0,0.0,2,1,3,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1,원주 DB,Away,나카무라 타이치,1,0,0,1,0.0,0,2,0.0,0,3,0.0,0,0,0.0,0,1,1,4,0,0,0,0,1,0
../kbl_data/2021-2022,S39G01N32,Q1,원주 DB,Away,레나드 프리먼,1,10,3,6,50.0,1,1,100.0,4,7,57.1,1,2,50.0,1,3,4,1,0,0,0,1,0,0
../kbl_data/2021-2022,S39G01N32,Q1,원주 DB,Away,정호영,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2,서울 SK,Home,양우섭,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2,서울 SK,Home,허일영,1,10,2,2,100.0,2,3,66.7,4,5,80.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2
../kbl_data/2021-2022,S39G01N32,Q1-Q2,서울 SK,Home,김선형,1,11,1,2,50.0,3,3,100.0,4,5,80.0,0,0,0.0,0,1,1,5,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2,서울 SK,Home,최부경,1,2,1,2,50.0,0,0,0.0,1,2,50.0,0,0,0.0,1,5,6,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2,서울 SK,Home,김승원,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2,서울 SK,Home,리온 윌리엄스,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,1,0,0,0,1,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2,서울 SK,Home,이현석,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2,서울 SK,Home,최원혁,1,0,0,0,0.0,0,1,0.0,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,1
../kbl_data/2021-2022,S39G01N32,Q1-Q2,서울 SK,Home,최준용,1,10,3,5,60.0,0,2,0.0,3,7,42.9,4,4,100.0,0,0,0,1,1,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2,서울 SK,Home,안영준,1,5,1,2,50.0,0,3,0.0,1,5,20.0,3,5,60.0,2,1,3,0,0,0,0,0,1,1
../kbl_data/2021-2022,S39G01N32,Q1-Q2,서울 SK,Home,자밀 워니,1,11,4,5,80.0,1,1,100.0,5,6,83.3,0,0,0.0,2,5,7,1,0,0,0,0,1,1
../kbl_data/2021-2022,S39G01N32,Q1-Q2,서울 SK,Home,오재현,1,6,3,3,100.0,0,3,0.0,3,6,50.0,0,0,0.0,0,0,0,3,1,0,0,0,0,2
../kbl_data/2021-2022,S39G01N32,Q1-Q2,원주 DB,Away,윤호영,1,2,1,2,50.0,0,0,0.0,1,2,50.0,0,0,0.0,0,2,2,1,0,0,0,0,1,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2,원주 DB,Away,박찬희,1,0,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,3,1,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2,원주 DB,Away,김종규,1,6,3,4,75.0,0,0,0.0,3,4,75.0,0,0,0.0,1,3,4,0,0,0,0,0,0,1
../kbl_data/2021-2022,S39G01N32,Q1-Q2,원주 DB,Away,허웅,1,6,2,2,100.0,0,2,0.0,2,4,50.0,2,2,100.0,0,0,0,0,1,0,0,0,1,2
../kbl_data/2021-2022,S39G01N32,Q1-Q2,원주 DB,Away,김영훈,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2,원주 DB,Away,배강률,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,1,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2,원주 DB,Away,김철욱,1,5,2,2,100.0,0,0,0.0,2,2,100.0,1,2,50.0,0,0,0,0,1,0,0,0,0,2
../kbl_data/2021-2022,S39G01N32,Q1-Q2,원주 DB,Away,박상권,1,3,0,2,0.0,1,1,100.0,1,3,33.3,0,0,0.0,0,0,0,0,0,0,0,0,1,3
../kbl_data/2021-2022,S39G01N32,Q1-Q2,원주 DB,Away,김훈,1,0,0,0,0.0,0,2,0.0,0,2,0.0,0,0,0.0,2,1,3,0,0,0,0,0,0,2
../kbl_data/2021-2022,S39G01N32,Q1-Q2,원주 DB,Away,나카무라 타이치,1,0,0,1,0.0,0,2,0.0,0,3,0.0,0,0,0.0,0,1,1,4,0,0,0,0,1,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2,원주 DB,Away,레나드 프리먼,1,10,3,8,37.5,1,2,50.0,4,10,40.0,1,2,50.0,1,3,4,2,0,0,0,1,0,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2,원주 DB,Away,정호영,1,4,2,3,66.7,0,0,0.0,2,3,66.7,0,0,0.0,0,0,0,1,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,서울 SK,Home,양우섭,1,3,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,서울 SK,Home,허일영,1,12,3,3,100.0,2,3,66.7,5,6,83.3,0,0,0.0,0,1,1,0,1,0,0,0,1,3
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,서울 SK,Home,김선형,1,11,1,2,50.0,3,4,75.0,4,6,66.7,0,0,0.0,0,2,2,6,0,0,0,0,0,1
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,서울 SK,Home,최부경,1,2,1,3,33.3,0,0,0.0,1,3,33.3,0,0,0.0,1,5,6,1,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,서울 SK,Home,김승원,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,서울 SK,Home,리온 윌리엄스,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1,2,50.0,0,2,2,0,1,0,0,0,1,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,서울 SK,Home,이현석,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,서울 SK,Home,최원혁,1,0,0,1,0.0,0,1,0.0,0,2,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,1
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,서울 SK,Home,최준용,1,15,4,6,66.7,1,3,33.3,5,9,55.6,4,4,100.0,0,2,2,2,1,1,0,0,1,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,서울 SK,Home,안영준,1,7,2,4,50.0,0,3,0.0,2,7,28.6,3,5,60.0,3,2,5,0,0,0,0,0,2,1
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,서울 SK,Home,자밀 워니,1,17,7,10,70.0,1,1,100.0,8,11,72.7,0,0,0.0,2,8,10,2,0,1,0,0,1,1
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,서울 SK,Home,오재현,1,10,5,5,100.0,0,3,0.0,5,8,62.5,0,0,0.0,0,1,1,3,1,0,1,0,0,2
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,원주 DB,Away,윤호영,1,5,1,2,50.0,1,1,100.0,2,3,66.7,0,0,0.0,0,2,2,1,0,0,0,0,1,1
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,원주 DB,Away,박찬희,1,0,0,4,0.0,0,1,0.0,0,5,0.0,0,0,0.0,0,1,1,5,2,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,원주 DB,Away,김종규,1,8,4,6,66.7,0,2,0.0,4,8,50.0,0,0,0.0,1,4,5,0,0,0,0,0,1,3
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,원주 DB,Away,허웅,1,9,2,2,100.0,1,3,33.3,3,5,60.0,2,2,100.0,1,0,1,2,1,0,0,0,1,2
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,원주 DB,Away,김영훈,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,원주 DB,Away,배강률,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,1,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,원주 DB,Away,김철욱,1,5,2,2,100.0,0,0,0.0,2,2,100.0,1,2,50.0,0,0,0,0,1,0,0,0,0,2
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,원주 DB,Away,박상권,1,3,0,2,0.0,1,1,100.0,1,3,33.3,0,0,0.0,0,0,0,0,0,0,0,0,1,3
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,원주 DB,Away,김훈,1,0,0,0,0.0,0,2,0.0,0,2,0.0,0,0,0.0,2,1,3,0,0,0,0,0,0,2
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,원주 DB,Away,나카무라 타이치,1,5,1,3,33.3,1,5,20.0,2,8,25.0,0,0,0.0,0,3,3,5,0,0,1,0,1,1
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,원주 DB,Away,레나드 프리먼,1,14,5,11,45.5,1,2,50.0,6,13,46.2,1,2,50.0,1,4,5,3,0,0,0,2,2,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3,원주 DB,Away,정호영,1,4,2,3,66.7,0,0,0.0,2,3,66.7,0,0,0.0,0,0,0,1,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,서울 SK,Home,양우섭,1,5,1,1,100.0,1,2,50.0,2,3,66.7,0,0,0.0,0,0,0,0,0,0,0,0,1,1
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,서울 SK,Home,허일영,1,12,3,3,100.0,2,3,66.7,5,6,83.3,0,0,0.0,0,1,1,0,1,0,0,0,1,3
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,서울 SK,Home,김선형,1,11,1,2,50.0,3,4,75.0,4,6,66.7,0,0,0.0,0,2,2,6,0,0,0,0,0,1
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,서울 SK,Home,최부경,1,4,2,4,50.0,0,0,0.0,2,4,50.0,0,0,0.0,1,6,7,1,0,0,0,1,1,1
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,서울 SK,Home,김승원,1,0,0,0,0.0,0,1,0.0,0,1,0.0,0,0,0.0,1,1,2,1,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,서울 SK,Home,리온 윌리엄스,1,3,1,1,100.0,0,2,0.0,1,3,33.3,1,2,50.0,0,5,5,0,2,0,0,0,1,1
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,서울 SK,Home,이현석,1,2,0,1,0.0,0,3,0.0,0,4,0.0,2,2,100.0,0,1,1,1,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,서울 SK,Home,최원혁,1,0,0,1,0.0,0,1,0.0,0,2,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,1
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,서울 SK,Home,최준용,1,17,5,7,71.4,1,4,25.0,6,11,54.5,4,4,100.0,0,2,2,2,1,1,0,0,1,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,서울 SK,Home,안영준,1,12,4,6,66.7,0,3,0.0,4,9,44.4,4,6,66.7,3,4,7,2,2,1,0,0,2,1
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,서울 SK,Home,자밀 워니,1,17,7,10,70.0,1,1,100.0,8,11,72.7,0,0,0.0,2,8,10,2,0,1,0,0,1,1
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,서울 SK,Home,오재현,1,12,6,6,100.0,0,3,0.0,6,9,66.7,0,2,0.0,0,1,1,3,1,0,2,0,0,3
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,원주 DB,Away,윤호영,1,5,1,2,50.0,1,2,50.0,2,4,50.0,0,0,0.0,0,3,3,2,0,0,0,0,1,1
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,원주 DB,Away,박찬희,1,0,0,4,0.0,0,1,0.0,0,5,0.0,0,0,0.0,0,1,1,5,2,0,0,0,0,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,원주 DB,Away,김종규,1,8,4,6,66.7,0,2,0.0,4,8,50.0,0,0,0.0,1,4,5,0,0,0,0,0,1,3
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,원주 DB,Away,허웅,1,9,2,2,100.0,1,3,33.3,3,5,60.0,2,2,100.0,1,0,1,2,1,0,0,0,1,3
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,원주 DB,Away,김영훈,1,0,0,0,0.0,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,1,0,0,1
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,원주 DB,Away,배강률,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,1,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,원주 DB,Away,김철욱,1,9,4,4,100.0,0,3,0.0,4,7,57.1,1,3,33.3,0,2,2,0,1,0,0,0,0,2
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,원주 DB,Away,박상권,1,6,0,2,0.0,2,2,100.0,2,4,50.0,0,0,0.0,0,0,0,0,0,0,0,0,2,5
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,원주 DB,Away,김훈,1,0,0,0,0.0,0,2,0.0,0,2,0.0,0,0,0.0,2,1,3,0,0,0,0,0,0,2
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,원주 DB,Away,나카무라 타이치,1,7,2,4,50.0,1,7,14.3,3,11,27.3,0,0,0.0,0,3,3,5,0,1,1,0,2,1
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,원주 DB,Away,레나드 프리먼,1,18,7,13,53.8,1,2,50.0,8,15,53.3,1,2,50.0,4,5,9,4,0,0,0,2,2,0
../kbl_data/2021-2022,S39G01N32,Q1-Q2-Q3-Q4,원주 DB,Away,정호영,1,6,3,6,50.0,0,2,0.0,3,8,37.5,0,0,0.0,1,1,2,2,0,0,0,0,2,0
../kbl_data/2021-2022,S39G01N33,Q1,전주 KCC,Home,송창용,1,3,0,0,0.0,1,3,33.3,1,3,33.3,0,0,0.0,1,0,1,0,0,0,0,0,0,1
../kbl_data/2021-2022,S39G01N33,Q1,전주 KCC,Home,이정현,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1,전주 KCC,Home,라건아,1,4,2,3,66.7,0,1,0.0,2,4,50.0,0,0,0.0,2,2,4,2,0,1,0,0,1,1
../kbl_data/2021-2022,S39G01N33,Q1,전주 KCC,Home,김지완,1,7,3,3,100.0,0,0,0.0,3,3,100.0,1,1,100.0,0,1,1,2,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1,전주 KCC,Home,김상규,1,2,1,1,100.0,0,1,0.0,1,2,50.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1,전주 KCC,Home,유병훈,1,0,0,0,0.0,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,1,0,0,1
../kbl_data/2021-2022,S39G01N33,Q1,전주 KCC,Home,전준범,1,7,1,1,100.0,1,3,33.3,2,4,50.0,2,2,100.0,0,0,0,0,1,0,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1,전주 KCC,Home,박세진,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1,전주 KCC,Home,이진욱,1,0,0,0,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0
../kbl_data/2021-2022,S39G01N33,Q1,전주 KCC,Home,유현준,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1,전주 KCC,Home,라타비우스 윌리엄스,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1,전주 KCC,Home,김동현,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1,울산 현대모비스,Away,이현민,1,2,1,1,100.0,0,1,0.0,1,2,50.0,0,0,0.0,0,0,0,2,0,0,0,0,1,1
../kbl_data/2021-2022,S39G01N33,Q1,울산 현대모비스,Away,함지훈,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1,울산 현대모비스,Away,최진수,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1,울산 현대모비스,Away,장재석,1,4,1,4,25.0,0,0,0.0,1,4,25.0,2,2,100.0,3,1,4,1,0,0,0,0,1,2
../kbl_data/2021-2022,S39G01N33,Q1,울산 현대모비스,Away,정성호,1,3,0,0,0.0,1,2,50.0,1,2,50.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1,울산 현대모비스,Away,김수찬,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1,울산 현대모비스,Away,서명진,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1,울산 현대모비스,Away,얼 클락,1,2,1,2,50.0,0,0,0.0,1,2,50.0,0,0,0.0,0,2,2,0,0,1,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1,울산 현대모비스,Away,이우석,1,7,2,3,66.7,1,2,50.0,3,5,60.0,0,0,0.0,0,1,1,0,0,0,0,0,1,1
../kbl_data/2021-2022,S39G01N33,Q1,울산 현대모비스,Away,라숀 토마스,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1,울산 현대모비스,Away,신민석,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,2,2
../kbl_data/2021-2022,S39G01N33,Q1,울산 현대모비스,Away,김동준,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1-Q2,전주 KCC,Home,송창용,1,3,0,0,0.0,1,3,33.3,1,3,33.3,0,0,0.0,1,1,2,0,0,0,0,0,0,2
../kbl_data/2021-2022,S39G01N33,Q1-Q2,전주 KCC,Home,이정현,1,4,2,2,100.0,0,1,0.0,2,3,66.7,0,0,0.0,0,2,2,1,0,0,0,0,3,0
../kbl_data/2021-2022,S39G01N33,Q1-Q2,전주 KCC,Home,라건아,1,8,4,6,66.7,0,1,0.0,4,7,57.1,0,0,0.0,2,2,4,2,0,1,0,0,1,1
../kbl_data/2021-2022,S39G01N33,Q1-Q2,전주 KCC,Home,김지완,1,9,4,4,100.0,0,0,0.0,4,4,100.0,1,1,100.0,0,1,1,3,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1-Q2,전주 KCC,Home,김상규,1,4,2,3,66.7,0,3,0.0,2,6,33.3,0,0,0.0,0,0,0,0,0,0,0,0,0,1
../kbl_data/2021-2022,S39G01N33,Q1-Q2,전주 KCC,Home,유병훈,1,0,0,1,0.0,0,2,0.0,0,3,0.0,0,0,0.0,0,1,1,1,0,0,1,0,0,2
../kbl_data/2021-2022,S39G01N33,Q1-Q2,전주 KCC,Home,전준범,1,9,2,2,100.0,1,4,25.0,3,6,50.0,2,2,100.0,1,0,1,0,1,0,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1-Q2,전주 KCC,Home,박세진,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1-Q2,전주 KCC,Home,이진욱,1,0,0,0,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0
../kbl_data/2021-2022,S39G01N33,Q1-Q2,전주 KCC,Home,유현준,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1-Q2,전주 KCC,Home,라타비우스 윌리엄스,1,2,1,2,50.0,0,1,0.0,1,3,33.3,0,0,0.0,0,1,1,0,0,0,0,0,0,4
../kbl_data/2021-2022,S39G01N33,Q1-Q2,전주 KCC,Home,김동현,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1-Q2,울산 현대모비스,Away,이현민,1,2,1,1,100.0,0,1,0.0,1,2,50.0,0,0,0.0,0,0,0,2,0,0,0,0,1,1
../kbl_data/2021-2022,S39G01N33,Q1-Q2,울산 현대모비스,Away,함지훈,1,6,2,2,100.0,0,1,0.0,2,3,66.7,2,2,100.0,0,1,1,4,1,0,0,0,1,0
../kbl_data/2021-2022,S39G01N33,Q1-Q2,울산 현대모비스,Away,최진수,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
../kbl_data/2021-2022,S39G01N33,Q1-Q2,울산 현대모비스,Away,장재석,1,4,1,4,25.0,0,0,0.0,1,4,25.0,2,2,100.0,3,1,4,1,0,0,0,0,1,2
../kbl_data/2021-2022,S39G01N33,Q1-Q2,울산 현대모비스,Away,정성호,1,3,0,0,0.0,1,2,50.0,1,2,50.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1-Q2,울산 현대모비스,Away,김수찬,1,5,1,1,100.0,1,1,100.0,2,2,100.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
../kbl_data/2021-2022,S39G01N33,Q1-Q2,울산 현대모비스,Away,서명진,1,0,0,1,0.0,0,1,0.0,0,2,0.0,0,0,0.0,0,0,0,2,0,0,0,0,0,1
../kbl_data/2021-2022,S39G01N33,Q1-Q2,울산 현대모비스,Away,얼 클락,1,2,1,2,50.0,0,0,0.0,1,2,50.0,0,0,0.0,0,2,2,0,0,1,0,0,0,0
../kbl_data/2021-2022,S39G01N33,Q1-Q2,울산 현대모비스,Away,이우석,1,9,3,4,75.0,1,2,50.0,4,6,66.7,0,0,0.0,1,1,2,0,0,0,0,0,1,2
../kbl_data/2021-2022,S39G01N33,Q1-Q2,울산 현대모비스,Away,라숀 토마스,1,9,2,4,50.0,0,0,0.0,2,4,50.0,5,6,83.3,1,5,6,1,1,0,0,0,1,0
../kbl_data/2021-2022,S39G01N33,Q1-Q2,울산 현대모비스,Away,신민석,1,0,0,0,0.0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,1,0,0,0,3,2
../kbl_data/2021-2022,S39G01N33,Q1-Q2,울산 현대모비스,Away,김동준,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
